,Drug_ID,Protein_ID,label
547,DB00683,P18505,1
548,DB08755,P25774,1
549,DB04906,Q96LZ3,1
550,DB00370,P07550,1
551,DB00571,P10635,1
552,DB01026,P15538,1
553,DB00499,Q16678,1
554,DB05387,P39900,1
555,DB00188,P11712,1
556,DB05194,P15509,1
557,DB03509,P09874,1
558,DB02067,P34896,1
559,DB00829,P33260,1
560,DB00145,P23434,1
561,DB07749,P17538,1
562,DB08119,P17538,1
563,DB07905,P28482,1
564,DB08873,P08684,1
565,DB00801,P48169,1
566,DB00421,P10632,1
567,DB02692,P29474,1
568,DB00171,P12235,1
569,DB00811,P20839,1
570,DB03247,Q9NVS9,1
571,DB06655,P43220,1
572,DB06853,P00734,1
573,DB00920,Q13946,1
574,DB00977,O75469,1
575,DB05804,P35354,1
576,DB00114,Q9Y697,1
577,DB00237,Q9UN88,1
578,DB00836,P35372,1
579,DB03880,Q9UKQ2,1
580,DB01601,P08684,1
581,DB00246,P08173,1
582,DB02407,P24941,1
583,DB03374,P61925,1
584,DB00363,P35367,1
585,DB05467,P13631,1
586,DB06282,P08684,1
587,DB00157,P51970,1
588,DB00943,P08684,1
589,DB02010,P43403,1
590,DB00683,P34903,1
591,DB00349,P31644,1
592,DB02322,P13501,1
593,DB05921,Q13547,1
594,DB00690,Q9UN88,1
595,DB01039,P10632,1
596,DB02158,Q13126,1
597,DB00753,P18505,1
598,DB01015,P23219,1
599,DB04560,P13716,1
600,DB01558,Q8N1C3,1
601,DB00321,P35348,1
602,DB06713,P06401,1
603,DB01174,P11509,1
604,DB01275,P08684,1
605,DB06413,P05177,1
606,DB00412,P10632,1
607,DB00177,P11712,1
608,DB01245,Q15822,1
609,DB03194,P11226,1
610,DB00290,P49916,1
611,DB00466,P24046,1
612,DB04137,P00367,1
613,DB01046,P16152,1
614,DB01283,P33261,1
615,DB00157,P03923,1
616,DB00458,P08172,1
617,DB00116,O95954,1
618,DB02701,P05181,1
619,DB01014,P35354,1
620,DB00175,P04035,1
621,DB00306,Q9UN88,1
622,DB05023,P08069,1
623,DB05301,P29466,1
624,DB00780,P24298,1
625,DB04141,P22695,1
626,DB03732,Q10588,1
627,DB00818,P33260,1
628,DB04325,P07477,1
629,DB07102,P09960,1
630,DB00690,P78334,1
631,DB00713,Q16348,1
632,DB00432,P19971,1
633,DB00393,P08235,1
634,DB00968,P20711,1
635,DB02953,P22894,1
636,DB06372,P18510,1
637,DB00756,O14521,1
638,DB00988,P27338,1
639,DB01646,P08100,1
640,DB00606,P22748,1
641,DB09068,P10632,1
642,DB01392,P08908,1
643,DB01200,P08684,1
644,DB07537,P35968,1
645,DB00946,P10632,1
646,DB07359,P35557,1
647,DB08687,Q16665,1
648,DB00172,Q99884,1
649,DB00311,P22748,1
650,DB01149,P24462,1
651,DB08897,P08912,1
652,DB08846,P00915,1
653,DB01915,P01024,1
654,DB00349,P28472,1
655,DB06741,Q12879,1
656,DB04855,P18089,1
657,DB06712,P10632,1
658,DB01288,P13945,1
659,DB00758,P33261,1
660,DB00514,P20815,1
661,DB04552,P47712,1
662,DB08437,Q96L21,1
663,DB00151,P49589,1
664,DB00114,Q8TD30,1
665,DB08149,P17612,1
666,DB00010,Q02643,1
667,DB06678,P41595,1
668,DB08901,P06239,1
669,DB00186,P31644,1
670,DB00475,P28472,1
671,DB02742,Q9UKM7,1
672,DB00734,P24462,1
673,DB00798,P98164,1
674,DB00276,Q12809,1
675,DB09016,P28223,1
676,DB07508,P00734,1
677,DB00813,P41143,1
678,DB04001,P18031,1
679,DB00801,Q9UN88,1
680,DB00788,P22309,1
681,DB07067,P27487,1
682,DB00871,P06276,1
683,DB07519,P56817,1
684,DB00582,P20815,1
685,DB00092,P31995,1
686,DB06694,P25100,1
687,DB00030,P07339,1
688,DB00228,P18507,1
689,DB07037,O14757,1
690,DB00814,P23219,1
691,DB00898,P48549,1
692,DB01791,Q07343,1
693,DB00328,P23219,1
694,DB05676,Q08499,1
695,DB00002,O75015,1
696,DB03773,P04746,1
697,DB00546,P33261,1
698,DB00343,P08684,1
699,DB07678,P03372,1
700,DB01254,P12931,1
701,DB07444,P53355,1
702,DB01049,P47869,1
703,DB01169,Q16678,1
704,DB04829,P08908,1
705,DB00188,O14818,1
706,DB01119,P00915,1
707,DB00917,P43116,1
708,DB04896,P23975,1
709,DB01129,P04798,1
710,DB00186,P47869,1
711,DB01742,P62937,1
712,DB02670,O60264,1
713,DB01902,Q86YB8,1
714,DB04272,O75390,1
715,DB01281,P33681,1
716,DB00813,P20815,1
717,DB01337,P06276,1
718,DB01192,P08684,1
719,DB07533,P20248,1
720,DB05429,P51671,1
721,DB00393,O00305,1
722,DB01946,O15530,1
723,DB00988,P35462,1
724,DB00075,P09693,1
725,DB01156,P10635,1
726,DB00655,Q16678,1
727,DB01587,P08684,1
728,DB08020,Q92731,1
729,DB00531,P10635,1
730,DB00909,Q8N1Q1,1
731,DB00210,P10826,1
732,DB00411,P11229,1
733,DB01173,O60391,1
734,DB00464,P07225,1
735,DB02974,P20813,1
736,DB06693,P04035,1
737,DB00939,O43525,1
738,DB01577,P31645,1
739,DB06729,P11509,1
740,DB00912,P08684,1
741,DB08263,Q9NWT6,1
742,DB06692,P00747,1
743,DB08629,P25705,1
744,DB08923,P19235,1
745,DB01028,P10635,1
746,DB07991,P03372,1
747,DB01410,P10635,1
748,DB01656,Q08493,1
749,DB00983,P33261,1
750,DB04076,P00491,1
751,DB00851,P04798,1
752,DB00200,Q8IVH4,1
753,DB00604,P20815,1
754,DB01177,P11712,1
755,DB00131,P11309,1
756,DB00182,P35368,1
757,DB00942,P11229,1
758,DB04982,P42261,1
759,DB07705,Q16850,1
760,DB00034,P48551,1
761,DB01355,P31644,1
762,DB03900,P50579,1
763,DB00755,P28702,1
764,DB07730,P18031,1
765,DB01248,P10415,1
766,DB01236,P05181,1
767,DB00054,P09871,1
768,DB00239,P08684,1
769,DB00690,P47869,1
770,DB06905,P67775,1
771,DB00674,Q9UGM1,1
772,DB01159,P78334,1
773,DB01708,Q13224,1
774,DB00726,P28223,1
775,DB02659,P62508,1
776,DB06836,P48736,1
777,DB00682,P10632,1
778,DB01277,P08069,1
779,DB08454,Q8IU85,1
780,DB00864,P62942,1
781,DB00241,P18507,1
782,DB03056,P23141,1
783,DB01049,P14867,1
784,DB04801,Q03181,1
785,DB01024,P16662,1
786,DB04465,Q9NZD2,1
787,DB09330,P08684,1
788,DB00324,P08684,1
789,DB01558,P14867,1
790,DB02198,P23219,1
791,DB02464,P07478,1
792,DB04847,Q9H6Z9,1
793,DB01244,Q9NY47,1
794,DB00667,P25021,1
795,DB06738,Q12879,1
796,DB01440,P18505,1
797,DB00128,P14868,1
798,DB05415,O76074,1
799,DB01229,P08684,1
800,DB00849,P31644,1
801,DB04013,P11217,1
802,DB01681,P15259,1
803,DB03468,P11086,1
804,DB00628,P31644,1
805,DB06921,P15086,1
806,DB00736,P33261,1
807,DB01576,P10635,1
808,DB07625,P00749,1
809,DB06714,Q05940,1
810,DB07698,Q8TF76,1
811,DB00501,P10635,1
812,DB03956,P51178,1
813,DB00786,P24347,1
814,DB00774,P22748,1
815,DB03092,P04745,1
816,DB01927,P15559,1
817,DB00751,P08684,1
818,DB00221,P07550,1
819,DB00277,Q92769,1
820,DB04272,Q9Y663,1
821,DB00999,O43570,1
822,DB01254,P07947,1
823,DB01103,O60733,1
824,DB00938,P07550,1
825,DB01156,P23975,1
826,DB09079,P21802,1
827,DB00321,O43525,1
828,DB00062,O60656,1
829,DB00934,P05177,1
830,DB01355,Q13002,1
831,DB07272,Q9UQF2,1
832,DB08058,Q9Y6F1,1
833,DB00234,P23975,1
834,DB00477,P28223,1
835,DB00431,P23416,1
836,DB02071,P45452,1
837,DB03088,Q701N4,1
838,DB00935,P08913,1
839,DB00960,P10635,1
840,DB00918,P05177,1
841,DB00472,P05177,1
842,DB00775,P05106,1
843,DB00651,Q9NP56,1
844,DB05335,P23219,1
845,DB07521,P00734,1
846,DB01660,P17600,1
847,DB07430,P49137,1
848,DB07612,P24941,1
849,DB01336,P08172,1
850,DB04282,P09848,1
851,DB00688,P20839,1
852,DB00401,P08684,1
853,DB00688,P16662,1
854,DB08569,P17612,1
855,DB01437,Q9UN88,1
856,DB04074,O15382,1
857,DB02659,P20674,1
858,DB00408,P35462,1
859,DB03685,Q9NWZ5,1
860,DB00962,P14867,1
861,DB04832,P27338,1
862,DB00155,Q9ULW8,1
863,DB01205,O14764,1
864,DB00114,Q96GD0,1
865,DB00215,P08684,1
866,DB01248,P27816,1
867,DB00128,Q12797,1
868,DB06973,P62508,1
869,DB00157,P00387,1
870,DB00172,P62937,1
871,DB05787,P05106,1
872,DB06127,P27487,1
873,DB00312,Q14957,1
874,DB00140,P42898,1
875,DB00162,Q8TC12,1
876,DB00762,P20815,1
877,DB01810,Q9UBX1,1
878,DB06216,P10635,1
879,DB01708,P78334,1
880,DB05744,P22301,1
881,DB00992,P12314,1
882,DB00997,P35228,1
883,DB02398,P00749,1
884,DB06741,Q13224,1
885,DB00932,P08684,1
886,DB01625,P08173,1
887,DB01213,P07327,1
888,DB06701,P10635,1
889,DB01267,P08684,1
890,DB00543,P34969,1
891,DB03345,Q04760,1
892,DB00231,P11712,1
893,DB00015,Q03405,1
894,DB00243,Q15858,1
895,DB00328,P23141,1
896,DB06730,P20815,1
897,DB07086,Q15596,1
898,DB01268,P09619,1
899,DB00678,O75795,1
900,DB00313,Q9Y5Y9,1
901,DB01015,P18440,1
902,DB01280,Q16854,1
903,DB04917,P46098,1
904,DB01079,P05177,1
905,DB01005,P10635,1
906,DB00321,P35367,1
907,DB02818,P42262,1
908,DB00543,P35462,1
909,DB07447,P51857,1
910,DB00402,P48169,1
911,DB07708,P03372,1
912,DB00253,P04150,1
913,DB01279,O60664,1
914,DB00852,Q9Y2D1,1
915,DB03536,Q9UBX1,1
916,DB00882,P11511,1
917,DB01645,P11388,1
918,DB05481,P01009,1
919,DB04493,P09467,1
920,DB00347,P10632,1
921,DB01012,P41180,1
922,DB00707,P01130,1
923,DB00604,P11509,1
924,DB01403,P21918,1
925,DB01708,P28472,1
926,DB00586,O43526,1
927,DB04315,Q8N142,1
928,DB06042,P07437,1
929,DB06716,P05186,1
930,DB04714,O95749,1
931,DB00721,Q9NPA1,1
932,DB03701,P08684,1
933,DB00005,P01374,1
934,DB00877,P20815,1
935,DB00146,P11473,1
936,DB00074,P00736,1
937,DB00178,P06276,1
938,DB08394,P01857,1
939,DB01567,Q8N1C3,1
940,DB07063,P15121,1
941,DB00898,P08319,1
942,DB00574,P31645,1
943,DB01174,Q05586,1
944,DB01028,Q9UN88,1
945,DB00564,Q14524,1
946,DB00281,Q14524,1
947,DB00313,Q15858,1
948,DB01215,P18505,1
949,DB01174,P13584,1
950,DB04315,O60547,1
951,DB06697,P11712,1
952,DB06926,P37231,1
953,DB00763,P08684,1
954,DB08596,P07998,1
955,DB00936,Q04828,1
956,DB00313,P11712,1
957,DB01174,P43681,1
958,DB00753,P48169,1
959,DB08819,P35354,1
960,DB00575,P20815,1
961,DB00224,P24462,1
962,DB00613,P10635,1
963,DB06918,P07477,1
964,DB00804,P11229,1
965,DB02767,O00206,1
966,DB07587,P25774,1
967,DB00114,O75600,1
968,DB01267,P35462,1
969,DB00073,P00736,1
970,DB02952,P01303,1
971,DB00241,P47869,1
972,DB02825,P22303,1
973,DB00935,P35368,1
974,DB00457,P35348,1
975,DB00189,P28472,1
976,DB00659,P78334,1
977,DB01013,P04150,1
978,DB02325,Q13838,1
979,DB09143,Q99835,1
980,DB00342,P08172,1
981,DB00333,P11712,1
982,DB00835,P33261,1
983,DB03551,P00491,1
984,DB00409,Q99720,1
985,DB04574,Q92731,1
986,DB02379,P02144,1
987,DB05423,P04150,1
988,DB05812,P05093,1
989,DB07584,P31749,1
990,DB01063,P21728,1
991,DB00715,P11712,1
992,DB00458,P05177,1
993,DB00333,P41143,1
994,DB01182,P05177,1
995,DB00862,Q13956,1
996,DB03844,P00918,1
997,DB04522,Q9UL54,1
998,DB00765,P07101,1
999,DB00408,Q01959,1
1000,DB01577,P10635,1
1001,DB08927,P28223,1
1002,DB00157,P04406,1
1003,DB00550,P07202,1
1004,DB07139,P15121,1
1005,DB08899,P10275,1
1006,DB01273,P36544,1
1007,DB00119,O60669,1
1008,DB00820,Q9HCR9,1
1009,DB01209,P41145,1
1010,DB01351,P47869,1
1011,DB04237,P04745,1
1012,DB08391,Q9Y233,1
1013,DB00312,P18505,1
1014,DB02073,P30043,1
1015,DB08696,Q15648,1
1016,DB00576,P11712,1
1017,DB01365,P18089,1
1018,DB01708,Q8N1C3,1
1019,DB08954,Q05586,1
1020,DB09079,P35968,1
1021,DB00454,O15399,1
1022,DB05900,P00533,1
1023,DB00819,P00915,1
1024,DB00155,Q6TGC4,1
1025,DB00458,P33260,1
1026,DB06828,P09960,1
1027,DB00526,P30711,1
1028,DB03758,P14625,1
1029,DB08342,Q86SZ2,1
1030,DB01043,P46098,1
1031,DB01142,P11229,1
1032,DB00398,O60656,1
1033,DB06712,P08684,1
1034,DB04831,P11712,1
1035,DB00842,Q9HB55,1
1036,DB09078,P08684,1
