,Drug_ID,Protein_ID,label
223,DB00835,P20309,1
224,DB01028,P34903,1
225,DB01588,P28476,1
226,DB07401,O14949,1
227,DB00518,Q71U36,1
228,DB02325,P01375,1
229,DB08800,P35367,1
230,DB04315,P49411,1
231,DB00292,P14867,1
232,DB00475,P14867,1
233,DB00520,P08684,1
234,DB00599,Q13002,1
235,DB01392,P28335,1
236,DB02901,P05108,1
237,DB05283,P05177,1
238,DB00540,P08684,1
239,DB01238,P28221,1
240,DB04513,P62158,1
241,DB00893,P68871,1
242,DB00976,P20815,1
243,DB02262,Q02127,1
244,DB02281,Q13126,1
245,DB08164,P27487,1
246,DB01183,P03372,1
247,DB01268,P08684,1
248,DB08750,P35228,1
249,DB00197,Q9HAW7,1
250,DB03783,P11712,1
251,DB00763,P11712,1
252,DB02772,P61626,1
253,DB00543,P48169,1
254,DB00642,P04818,1
255,DB01241,Q07869,1
256,DB00554,P35354,1
257,DB00126,Q02809,1
258,DB01234,P05108,1
259,DB00551,P39900,1
260,DB00333,Q8TCU5,1
261,DB03892,P29475,1
262,DB00321,P20309,1
263,DB04444,P11488,1
264,DB01018,P08913,1
265,DB00721,Q01959,1
266,DB06927,P03372,1
267,DB01151,P31645,1
268,DB06917,P09960,1
269,DB00470,P11509,1
270,DB07162,O60674,1
271,DB00408,P47898,1
272,DB02379,P01574,1
273,DB01087,P08684,1
274,DB09068,P08908,1
275,DB07157,P15086,1
276,DB00361,P10635,1
277,DB01094,P05177,1
278,DB02325,O60942,1
279,DB01466,P24462,1
280,DB02494,P84098,1
281,DB00162,Q9NYR8,1
282,DB00887,P13569,1
283,DB01023,Q9NY47,1
284,DB02701,Q9NXA8,1
285,DB00489,P07550,1
286,DB03149,P23946,1
287,DB07330,P09874,1
288,DB00549,P23219,1
289,DB01162,P25100,1
290,DB01189,P47869,1
291,DB05676,P01579,1
292,DB00568,P20309,1
293,DB07479,P06746,1
294,DB00441,P32320,1
295,DB00078,P31994,1
296,DB00509,P07202,1
297,DB04741,P31930,1
298,DB01363,P07550,1
299,DB01565,O60858,1
300,DB00364,P02671,1
301,DB00898,P17787,1
302,DB05472,P17181,1
303,DB02079,P21549,1
304,DB02701,P10635,1
305,DB06875,Q15788,1
306,DB01226,P08172,1
307,DB00232,P00915,1
308,DB02325,P30793,1
309,DB00169,P08684,1
310,DB05816,P21728,1
311,DB07230,Q15788,1
312,DB01065,P05177,1
313,DB00356,Q12791,1
314,DB01277,P17936,1
315,DB01727,Q99798,1
316,DB07145,P78536,1
317,DB08231,P43080,1
318,DB00834,P06401,1
319,DB00978,P05177,1
320,DB03253,P27487,1
321,DB08674,P49356,1
322,DB02342,P21964,1
323,DB00909,O60939,1
324,DB00921,P11712,1
325,DB00724,Q9NYK1,1
326,DB02701,P00338,1
327,DB05435,Q5NUL3,1
328,DB08342,Q9Y5R8,1
329,DB00458,P35367,1
330,DB00794,O14764,1
331,DB01149,P20815,1
332,DB05469,P35368,1
333,DB03516,Q06278,1
334,DB06692,P17538,1
335,DB04512,Q8WX39,1
336,DB00201,Q14573,1
337,DB01221,P11712,1
338,DB02404,P22303,1
339,DB05295,P11473,1
340,DB07406,P49137,1
341,DB00973,P08684,1
342,DB02266,P42330,1
343,DB00078,P02746,1
344,DB00977,P03372,1
345,DB08289,P01834,1
346,DB00349,P78334,1
347,DB00926,P48443,1
348,DB01411,P05113,1
349,DB02661,O43252,1
350,DB07766,Q00536,1
351,DB01873,Q13509,1
352,DB00831,P05177,1
353,DB00849,P42262,1
354,DB06738,O60656,1
355,DB01159,P18505,1
356,DB00895,P12319,1
357,DB08818,Q96S86,1
358,DB02379,P05162,1
359,DB00139,O60568,1
360,DB01049,O95264,1
361,DB00328,P16662,1
362,DB04880,Q14432,1
363,DB08437,P62917,1
364,DB00171,Q9NUB1,1
365,DB07374,P40429,1
366,DB06064,Q02156,1
367,DB07947,P61925,1
368,DB00744,P11712,1
369,DB01181,P24462,1
370,DB00540,P07550,1
371,DB00906,P30531,1
372,DB00157,P48163,1
373,DB07119,Q15788,1
374,DB00734,P35348,1
375,DB00091,P30405,1
376,DB00480,Q96SW2,1
377,DB03147,P47989,1
378,DB00546,P34903,1
379,DB01009,P35354,1
380,DB05461,P41595,1
381,DB01173,P08684,1
382,DB01095,P05177,1
383,DB03907,P21964,1
384,DB01435,P11509,1
385,DB01059,P08684,1
386,DB00692,P08913,1
387,DB01370,P02787,1
388,DB00696,P35368,1
389,DB00589,P14416,1
390,DB00248,P08908,1
391,DB07744,P29466,1
392,DB01136,P08684,1
393,DB07254,P54760,1
394,DB04195,P11217,1
395,DB04316,P15085,1
396,DB05694,P30968,1
397,DB01058,P05177,1
398,DB07080,Q13133,1
399,DB06891,P00918,1
400,DB04946,P14416,1
401,DB00753,P18507,1
402,DB06697,P20813,1
403,DB00413,P21728,1
404,DB00780,P20815,1
405,DB00818,P34903,1
406,DB01231,P11229,1
407,DB08491,P03956,1
408,DB00989,P10635,1
409,DB08231,O43617,1
410,DB01645,Q92731,1
411,DB01777,Q16613,1
412,DB01562,P10635,1
413,DB01892,P23219,1
414,DB06869,P00734,1
415,DB07441,P01857,1
416,DB00052,P10912,1
417,DB06969,P07900,1
418,DB04905,P10635,1
419,DB08325,Q12866,1
420,DB00933,P28223,1
421,DB00703,P43166,1
422,DB01242,P28223,1
423,DB08065,O14965,1
424,DB05025,P00441,1
425,DB00186,Q8N1C3,1
426,DB01077,Q13332,1
427,DB03791,P55055,1
428,DB08097,Q16539,1
429,DB00157,P37059,1
430,DB00197,P20813,1
431,DB00148,P17540,1
432,DB00619,P23219,1
433,DB00142,Q9Y646,1
434,DB04251,P06276,1
435,DB00408,P08588,1
436,DB01361,P11712,1
437,DB06980,P63208,1
438,DB00436,P22748,1
439,DB03267,P35558,1
440,DB01165,P05177,1
441,DB00470,P33261,1
442,DB00725,P08172,1
443,DB08148,P61925,1
444,DB03935,P08758,1
445,DB01118,P11509,1
446,DB08042,P35968,1
447,DB00783,P03372,1
448,DB08018,P29475,1
449,DB01054,P20815,1
450,DB00325,P04798,1
451,DB01185,P10275,1
452,DB04922,P54289,1
453,DB00898,P42262,1
454,DB06616,P07948,1
455,DB00458,P50406,1
456,DB00197,P11474,1
457,DB04132,Q04760,1
458,DB00377,P08684,1
459,DB00334,Q9H3N8,1
460,DB01708,P18505,1
461,DB05014,P09619,1
462,DB00228,Q99928,1
463,DB00413,P21917,1
464,DB03814,Q9Y468,1
465,DB06292,P11712,1
466,DB00584,P08684,1
467,DB00543,P20309,1
468,DB04845,P08684,1
469,DB06228,P51589,1
470,DB00997,O75489,1
471,DB01591,P08912,1
472,DB08912,P15056,1
473,DB04216,Q6NUS8,1
474,DB07763,P07919,1
475,DB05311,P03952,1
476,DB02562,P00439,1
477,DB04476,P80188,1
478,DB02696,P15291,1
479,DB00641,P16662,1
480,DB06825,P30968,1
481,DB06204,P10635,1
482,DB04953,O43525,1
483,DB05812,P08684,1
484,DB00126,Q9NVH6,1
485,DB00514,P17787,1
486,DB01186,P35348,1
487,DB01807,Q16539,1
488,DB03982,P18031,1
489,DB00145,Q14330,1
490,DB07712,P03372,1
491,DB03070,P12268,1
492,DB00916,Q16850,1
493,DB00700,P08684,1
494,DB05455,P47901,1
495,DB01065,Q92753,1
496,DB00917,P11511,1
497,DB00532,P11712,1
498,DB02490,P06732,1
499,DB00139,O14756,1
500,DB06741,Q8TCU5,1
501,DB06603,Q9BY41,1
502,DB08918,P33261,1
503,DB00758,P05177,1
504,DB00837,Q9UBS5,1
505,DB01631,P80188,1
506,DB01159,Q12791,1
507,DB03147,Q9UHQ9,1
508,DB00463,Q13002,1
509,DB00036,P38435,1
510,DB00311,P00918,1
511,DB00711,P09917,1
512,DB00726,P35368,1
513,DB01791,Q08493,1
514,DB00334,P28221,1
515,DB00363,P18825,1
516,DB07456,O15530,1
517,DB01238,P46098,1
518,DB07530,Q15788,1
519,DB00542,P42898,1
520,DB00818,P10632,1
521,DB06419,P20815,1
522,DB00268,P21918,1
523,DB00368,P07550,1
524,DB00363,P11509,1
525,DB00799,P10276,1
526,DB00250,P08684,1
527,DB00613,P11712,1
528,DB00987,P32321,1
529,DB01283,P35354,1
530,DB01325,P00915,1
531,DB04419,P01270,1
532,DB03670,P18031,1
533,DB01204,P05181,1
534,DB00363,P14416,1
535,DB00445,O14646,1
536,DB07471,P24941,1
537,DB04653,P07384,1
538,DB00334,P11229,1
539,DB07106,P50135,1
540,DB00039,P21802,1
541,DB00201,O00408,1
542,DB01221,Q8TCU5,1
543,DB03814,P04424,1
544,DB00250,P23219,1
545,DB00111,P31995,1
546,DB07048,P00918,1
547,DB00241,P34903,1
548,DB01884,P27487,1
549,DB00114,Q6WRI0,1
550,DB00586,P09917,1
551,DB03159,P07477,1
552,DB01418,Q9BQB6,1
553,DB07793,P11217,1
554,DB01028,P11509,1
555,DB04906,Q96LZ3,1
556,DB00370,P07550,1
557,DB00571,P10635,1
558,DB01026,P15538,1
559,DB00499,Q16678,1
560,DB00139,P53597,1
561,DB00188,P11712,1
562,DB00988,P21397,1
563,DB05194,P15509,1
564,DB03509,P09874,1
565,DB00145,P23434,1
566,DB07749,P17538,1
567,DB00768,Q99584,1
568,DB08119,P17538,1
569,DB08873,P08684,1
570,DB00801,P48169,1
571,DB00421,P10632,1
572,DB01388,Q02641,1
573,DB02692,P29474,1
574,DB00171,P12235,1
575,DB00773,P35354,1
576,DB03247,Q9NVS9,1
577,DB06655,P43220,1
578,DB00972,P11712,1
579,DB06853,P00734,1
580,DB03672,P06276,1
581,DB00977,O75469,1
582,DB05804,P35354,1
583,DB00237,Q9UN88,1
584,DB03880,Q9UKQ2,1
585,DB01201,P24462,1
586,DB01601,P08684,1
587,DB00246,P08173,1
588,DB01497,P41143,1
589,DB00852,P15336,1
590,DB05900,P08069,1
591,DB05467,P13631,1
592,DB06282,P08684,1
593,DB00157,P51970,1
594,DB02010,P43403,1
595,DB00270,Q9NY47,1
596,DB00349,P31644,1
597,DB02322,P13501,1
598,DB00690,Q9UN88,1
599,DB01039,P10632,1
600,DB02158,Q13126,1
601,DB00753,P18505,1
602,DB01015,P23219,1
603,DB04560,P13716,1
604,DB00321,P35348,1
605,DB06713,P06401,1
606,DB01275,P08684,1
607,DB01109,P00742,1
608,DB00412,P10632,1
609,DB01049,Q9UN88,1
610,DB00177,P11712,1
611,DB01245,Q15822,1
612,DB03194,P11226,1
613,DB00290,P49916,1
614,DB00466,P24046,1
615,DB04137,P00367,1
616,DB01046,P16152,1
617,DB01283,P33261,1
618,DB00157,P03923,1
619,DB00458,P08172,1
620,DB01014,P35354,1
621,DB00408,P08913,1
622,DB08848,P48065,1
623,DB01159,Q12879,1
624,DB00175,P04035,1
625,DB00306,Q9UN88,1
626,DB05301,P29466,1
627,DB00780,P24298,1
628,DB01373,P49747,1
629,DB04141,P22695,1
630,DB03732,Q10588,1
631,DB00818,P33260,1
632,DB01205,P34903,1
633,DB04325,P07477,1
634,DB00713,Q16348,1
635,DB00432,P19971,1
636,DB00393,P08235,1
637,DB00091,P24462,1
638,DB01043,P20813,1
639,DB00968,P20711,1
640,DB02953,P22894,1
641,DB00850,P05177,1
642,DB00543,P18505,1
643,DB01392,P08908,1
644,DB07537,P35968,1
645,DB00233,P05164,1
646,DB01497,O60858,1
647,DB00172,Q99884,1
648,DB00311,P22748,1
649,DB01149,P24462,1
650,DB08897,P08912,1
651,DB08846,P00915,1
652,DB00349,P28472,1
653,DB06741,Q12879,1
654,DB04855,P18089,1
655,DB01288,P13945,1
656,DB00758,P33261,1
657,DB00514,P20815,1
658,DB08437,Q96L21,1
659,DB00620,P06276,1
660,DB00151,P49589,1
661,DB00114,Q8TD30,1
662,DB00289,P31645,1
663,DB06616,Q13555,1
664,DB03878,P00519,1
665,DB00010,Q02643,1
666,DB06678,P41595,1
667,DB08901,P06239,1
668,DB00186,P31644,1
669,DB00475,P28472,1
670,DB02742,Q9UKM7,1
671,DB00734,P24462,1
672,DB01110,P05177,1
673,DB00276,Q12809,1
674,DB00612,P07550,1
675,DB09016,P28223,1
676,DB01116,Q9GZZ6,1
677,DB00813,P41143,1
678,DB04001,P18031,1
679,DB00801,Q9UN88,1
680,DB00788,P22309,1
681,DB01577,P21397,1
682,DB07067,P27487,1
683,DB00871,P06276,1
684,DB07519,P56817,1
685,DB00582,P20815,1
686,DB00092,P31995,1
687,DB00143,O43708,1
688,DB00030,P07339,1
689,DB00849,P47869,1
690,DB00228,P18507,1
691,DB07037,O14757,1
692,DB00898,P48549,1
693,DB00328,P23219,1
694,DB05676,Q08499,1
695,DB02340,P00488,1
696,DB00002,O75015,1
697,DB00675,P05129,1
698,DB03773,P04746,1
699,DB00898,O95264,1
700,DB08231,O00206,1
701,DB07444,P53355,1
702,DB02741,P13631,1
703,DB01049,P47869,1
704,DB01169,Q16678,1
705,DB00690,Q8N1C3,1
706,DB01649,Q96C86,1
707,DB01119,P00915,1
708,DB00917,P43116,1
709,DB05146,P35968,1
710,DB00119,P36021,1
711,DB04896,P23975,1
712,DB01742,P62937,1
713,DB04786,P23945,1
714,DB02670,O60264,1
715,DB01049,Q8WXA8,1
716,DB01902,Q86YB8,1
717,DB04272,O75390,1
718,DB01281,P33681,1
719,DB00813,P20815,1
720,DB01337,P06276,1
721,DB07533,P20248,1
722,DB00005,P31995,1
723,DB03010,Q71U36,1
724,DB05429,P51671,1
725,DB08916,P04626,1
726,DB00703,P10635,1
727,DB00157,P16083,1
728,DB06716,P47870,1
729,DB01946,O15530,1
730,DB06741,P11712,1
731,DB00988,P35462,1
732,DB00075,P09693,1
733,DB00334,P07550,1
734,DB00142,Q99259,1
735,DB00655,Q16678,1
736,DB01587,P08684,1
737,DB00909,Q8N1Q1,1
738,DB00210,P10826,1
739,DB00411,P11229,1
740,DB01173,O60391,1
741,DB00762,O00748,1
742,DB02974,P20813,1
743,DB06693,P04035,1
744,DB06237,P08684,1
745,DB00193,P41143,1
746,DB01577,P31645,1
747,DB00912,P08684,1
748,DB08263,Q9NWT6,1
749,DB06692,P00747,1
750,DB08923,P19235,1
751,DB00031,P05121,1
752,DB00144,Q9NXE4,1
753,DB01028,P10635,1
754,DB01410,P10635,1
755,DB03404,P02144,1
756,DB00983,P33261,1
757,DB04076,P00491,1
758,DB00851,P04798,1
759,DB00604,P20815,1
760,DB01177,P11712,1
761,DB04464,P14854,1
762,DB00246,P34969,1
763,DB08781,O14757,1
764,DB00182,P35368,1
765,DB00972,P20815,1
766,DB00942,P11229,1
767,DB07705,Q16850,1
768,DB00034,P48551,1
769,DB01355,P31644,1
770,DB03900,P50579,1
771,DB08250,P52732,1
772,DB01115,P54289,1
773,DB07730,P18031,1
774,DB01248,P10415,1
775,DB01236,P05181,1
776,DB05752,P08173,1
777,DB00054,P09871,1
778,DB00239,P08684,1
779,DB00690,P47869,1
780,DB06905,P67775,1
781,DB01159,P78334,1
782,DB01708,Q13224,1
783,DB00726,P28223,1
784,DB02659,P62508,1
785,DB01239,P08912,1
786,DB01277,P08069,1
787,DB08454,Q8IU85,1
788,DB03056,P23141,1
789,DB04801,Q03181,1
790,DB01024,P16662,1
791,DB04465,Q9NZD2,1
792,DB04315,P22392,1
793,DB00384,P51170,1
794,DB00324,P08684,1
795,DB01558,P14867,1
796,DB02198,P23219,1
797,DB02464,P07478,1
798,DB04847,Q9H6Z9,1
799,DB00562,P00918,1
800,DB00667,P25021,1
801,DB07780,Q92696,1
802,DB01440,P18505,1
803,DB06216,P41595,1
804,DB00128,P14868,1
805,DB01229,P08684,1
806,DB00849,P31644,1
807,DB04013,P11217,1
808,DB03468,P11086,1
809,DB00628,P31644,1
810,DB00736,P33261,1
811,DB01576,P10635,1
812,DB00203,Q13956,1
813,DB07698,Q8TF76,1
814,DB03956,P51178,1
815,DB03341,Q16613,1
816,DB02795,P04054,1
817,DB00157,Q99714,1
818,DB00786,P24347,1
819,DB01927,P15559,1
820,DB00751,P08684,1
821,DB00221,P07550,1
822,DB00277,Q92769,1
823,DB00999,O43570,1
824,DB04106,Q16881,1
825,DB00318,P08684,1
826,DB01103,O60733,1
827,DB03541,P0CG22,1
828,DB00938,P07550,1
829,DB04894,P35346,1
830,DB01156,P23975,1
831,DB00321,O43525,1
832,DB00062,O60656,1
833,DB00934,P05177,1
834,DB07175,P56817,1
835,DB07272,Q9UQF2,1
836,DB08058,Q9Y6F1,1
837,DB01403,P05177,1
838,DB00234,P23975,1
839,DB00877,P08684,1
840,DB00431,P23416,1
841,DB02071,P45452,1
842,DB03088,Q701N4,1
843,DB00960,P10635,1
844,DB00157,P23368,1
845,DB00918,P05177,1
846,DB00898,Q9UGM1,1
847,DB00775,P05106,1
848,DB00651,Q9NP56,1
849,DB00624,Q16696,1
850,DB05335,P23219,1
851,DB00130,P08243,1
852,DB07430,P49137,1
853,DB07612,P24941,1
854,DB01336,P08172,1
855,DB00688,P20839,1
856,DB00157,P14679,1
857,DB00688,P16662,1
858,DB08569,P17612,1
859,DB08179,Q04760,1
860,DB04074,O15382,1
861,DB02659,P20674,1
862,DB03685,Q9NWZ5,1
863,DB00259,P10635,1
864,DB00962,P14867,1
865,DB04832,P27338,1
866,DB01205,O14764,1
867,DB00215,P08684,1
868,DB01248,P27816,1
869,DB00128,Q12797,1
870,DB00157,P00387,1
871,DB00172,P62937,1
872,DB05787,P05106,1
873,DB00312,Q14957,1
874,DB00140,P42898,1
875,DB00162,Q8TC12,1
876,DB00762,P20815,1
877,DB06216,P10635,1
878,DB01708,P78334,1
879,DB00992,P12314,1
880,DB00997,P35228,1
881,DB02398,P00749,1
882,DB00040,P47871,1
883,DB01113,Q9Y233,1
884,DB08875,P35968,1
885,DB00543,P34969,1
886,DB03345,Q04760,1
887,DB00231,P11712,1
888,DB00243,Q15858,1
889,DB01268,P09619,1
890,DB00678,O75795,1
891,DB00313,Q9Y5Y9,1
892,DB01015,P18440,1
893,DB00078,P11836,1
894,DB01280,Q16854,1
895,DB01079,P05177,1
896,DB01005,P10635,1
897,DB00321,P35367,1
898,DB02818,P42262,1
899,DB00541,P20815,1
900,DB02221,P00918,1
901,DB07447,P51857,1
902,DB07708,P03372,1
903,DB00253,P04150,1
904,DB00818,O00591,1
905,DB01279,O60664,1
906,DB03536,Q9UBX1,1
907,DB00882,P11511,1
908,DB01130,P04150,1
909,DB05481,P01009,1
910,DB04493,P09467,1
911,DB06695,O60656,1
912,DB07628,P14618,1
913,DB00707,P01130,1
914,DB01090,P32297,1
915,DB01628,P08684,1
916,DB08889,P40306,1
917,DB00604,P11509,1
918,DB01708,P28472,1
919,DB07374,Q96L21,1
920,DB00586,O43526,1
921,DB01200,P34969,1
922,DB00134,Q9NZV6,1
923,DB04315,Q8N142,1
924,DB06042,P07437,1
925,DB00659,P47869,1
926,DB00721,Q9NPA1,1
927,DB07772,P22894,1
928,DB06861,P00734,1
929,DB00005,P01374,1
930,DB00877,P20815,1
931,DB00074,P00736,1
932,DB08394,P01857,1
933,DB01227,P20815,1
934,DB07063,P15121,1
935,DB07019,P56817,1
936,DB02353,P13501,1
937,DB01355,P34903,1
938,DB00574,P31645,1
939,DB01250,P51580,1
940,DB01174,Q05586,1
941,DB00313,Q15858,1
942,DB01215,P18505,1
943,DB06697,P11712,1
944,DB08596,P07998,1
945,DB00936,Q04828,1
946,DB00313,P11712,1
947,DB00753,P48169,1
948,DB00143,O15217,1
949,DB00224,P24462,1
950,DB00613,P10635,1
951,DB02052,P24941,1
952,DB00804,P11229,1
953,DB02767,O00206,1
954,DB00114,O75600,1
955,DB01267,P35462,1
956,DB00121,Q96RQ3,1
957,DB00162,O94788,1
958,DB01380,P08684,1
959,DB02952,P01303,1
960,DB00585,P06276,1
961,DB02825,P22303,1
962,DB06612,P05113,1
963,DB00935,P35368,1
964,DB00457,P35348,1
965,DB00189,P28472,1
966,DB00502,P14416,1
967,DB00659,P78334,1
968,DB01013,P04150,1
969,DB02325,Q13838,1
970,DB09143,Q99835,1
971,DB00333,P11712,1
972,DB00835,P33261,1
973,DB00624,Q9HB55,1
974,DB00409,Q99720,1
975,DB04574,Q92731,1
976,DB02379,P02144,1
977,DB05423,P04150,1
978,DB05812,P05093,1
979,DB07584,P31749,1
980,DB00458,P05177,1
981,DB00333,P41143,1
982,DB01182,P05177,1
983,DB00862,Q13956,1
984,DB03844,P00918,1
985,DB04522,Q9UL54,1
986,DB00765,P07101,1
987,DB00408,Q01959,1
988,DB01577,P10635,1
989,DB06274,P35372,1
990,DB08927,P28223,1
991,DB00157,P04406,1
992,DB00550,P07202,1
993,DB07139,P15121,1
994,DB08899,P10275,1
995,DB01273,P36544,1
996,DB00119,O60669,1
997,DB00820,Q9HCR9,1
998,DB01209,P41145,1
999,DB01351,P47869,1
1000,DB05766,P35462,1
1001,DB00312,P18505,1
1002,DB02073,P30043,1
1003,DB00201,Q9NP56,1
1004,DB00576,P11712,1
1005,DB01365,P18089,1
1006,DB01708,Q8N1C3,1
1007,DB08954,Q05586,1
1008,DB01221,P08684,1
1009,DB05900,P00533,1
1010,DB00819,P00915,1
1011,DB01205,Q99928,1
1012,DB06828,P09960,1
1013,DB00526,P30711,1
1014,DB03758,P14625,1
1015,DB08342,Q86SZ2,1
1016,DB01142,P11229,1
1017,DB00398,O60656,1
1018,DB00199,P20815,1
1019,DB06712,P08684,1
1020,DB00759,Q9UM07,1
1021,DB04831,P11712,1
1022,DB09078,P08684,1
1023,DB04275,P35270,1
1024,DB05184,P00519,1
1025,DB01830,P06239,1
1026,DB00580,P35354,1
1027,DB01664,P42262,1
1028,DB07146,P06239,1
1029,DB00783,Q92731,1
1030,DB01278,P30988,1
1031,DB07506,Q9HB40,1
1032,DB00526,P05164,1
1033,DB00643,P04798,1
1034,DB02255,P16112,1
1035,DB07602,P00533,1
1036,DB00028,P0C0L4,1
