,Entity_ID
842,1316
843,1317
844,1326
845,1327
846,1329
847,C4225402
848,1337
849,1340
850,1345
851,1346
852,1347
853,1349
854,1350
855,1351
856,1352
857,1355
858,1356
859,1357
860,1358
861,1361
862,1362
863,1363
864,1364
865,1365
866,1366
867,C0026708
868,1368
869,1369
870,1371
871,C0206687
872,1373
873,1374
874,1375
875,1376
876,1378
877,1380
878,1381
879,1382
880,C0025289
881,1385
882,1386
883,1387
884,1390
885,1392
886,1393
887,1394
888,1395
889,C0234974
890,1398
891,1399
892,1400
893,1401
894,1404
895,1406
896,1407
897,1408
898,1409
899,1410
900,1411
901,1412
902,1413
903,1414
904,1415
905,C0266006
906,1417
907,1418
908,1419
909,1420
910,1421
911,100533642
912,1423
913,1427
914,1428
915,1429
916,1431
917,1432
918,1434
919,1435
920,1436
921,1437
922,1438
923,1439
924,1440
925,1441
926,1442
927,1445
928,1447
929,1448
930,1452
931,1453
932,1454
933,1457
934,1459
935,1460
936,1462
937,1463
938,1465
939,1468
940,1469
941,1471
942,1472
943,1474
944,1475
945,1476
946,1478
947,1482
948,1487
949,1488
950,1489
951,1490
952,1491
953,C1839839
954,1493
955,1495
956,1496
957,1497
958,1499
959,1500
960,1501
961,1503
962,1504
963,C1863769
964,1506
965,1508
966,1509
967,1510
968,1512
969,1513
970,1514
971,1520
972,1522
973,1523
974,1524
975,1525
976,C0282220
977,1528
978,C0018674
979,1535
980,1536
981,1537
982,1540
983,1543
984,1544
985,1545
986,C0038870
987,1548
988,C1864873
989,1553
990,1555
991,1557
992,1558
993,1559
994,1562
995,1565
996,1571
997,1576
998,1577
999,1580
1000,1581
1001,1582
1002,1583
1003,1584
1004,1585
1005,1586
1006,1587
1007,1588
1008,1589
1009,C3715192
1010,1591
1011,1592
1012,1593
1013,1594
1014,1595
1015,132671
1016,1600
1017,1604
1018,1605
1019,1607
1020,1608
1021,1609
1022,1610
1023,1611
1024,1612
1025,1613
1026,C1865323
1027,1615
1028,1616
1029,1617
1030,1618
1031,C2749345
1032,1620
1033,1621
1034,1622
1035,C0525045
1036,1627
1037,1628
1038,1629
1039,1630
1040,1634
1041,C4310635
1042,1636
1043,1637
1044,1639
1045,1641
1046,1642
1047,1643
1048,1644
1049,1645
1050,1646
1051,1647
1052,1649
1053,1650
1054,1653
1055,1654
1056,1655
1057,1656
1058,1657
1059,1662
1060,1663
1061,C4012054
1062,1665
1063,1666
1064,C2675055
1065,1668
1066,1669
1067,1670
1068,1671
1069,1672
1070,1673
1071,1674
1072,1675
1073,1678
1074,1687
1075,1690
1076,C4225394
1077,1714
1078,1716
1079,1717
1080,1718
1081,1719
1082,132789
1083,1723
1084,1727
1085,1728
1086,1729
1087,1730
1088,C0149931
1089,1733
1090,1734
1091,1735
1092,1736
1093,1737
1094,1738
1095,1739
1096,1740
1097,1741
1098,1742
1099,1743
1100,C0520477
1101,1745
1102,1746
1103,1747
1104,1748
1105,1749
1106,1750
1107,C2717905
1108,C1563719
1109,1755
1110,1756
1111,1757
1112,1758
1113,1759
1114,1760
1115,1761
1116,100271837
1117,1763
1118,C0018784
1119,C1866039
1120,C1855033
1121,1767
1122,1769
1123,1770
1124,C1851920
1125,1773
1126,1775
1127,1776
1128,C0017922
1129,1778
1130,1780
1131,1783
1132,1785
1133,1786
1134,1788
1135,1789
1136,1793
1137,1794
1138,1795
1139,1796
1140,1798
1141,1800
1142,1801
1143,1803
1144,1804
1145,1805
1146,1806
1147,1807
1148,1808
1149,C2751297
1150,1811
1151,1812
1152,1813
1153,1814
1154,1815
1155,1816
1156,132884
1157,1821
1158,1822
1159,1823
1160,1824
1161,1825
1162,1826
1163,1827
1164,1828
1165,1829
1166,1831
1167,1832
1168,1834
1169,1836
1170,1837
1171,1839
1172,1840
1173,1842
1174,1843
1175,1844
1176,1845
1177,1846
1178,1847
1179,1848
1180,C0424295
1181,1850
1182,C2751431
1183,1855
1184,1857
1185,1859
1186,1861
1187,1869
1188,C1836916
1189,1879
1190,1880
1191,1889
1192,1890
1193,1892
1194,1893
1195,1894
1196,C2751532
1197,1896
1198,1901
1199,1902
1200,1906
1201,1907
1202,1908
1203,1909
1204,1910
1205,1911
1206,C0020480
1207,C1963674
1208,1915
1209,1917
1210,C0265261
1211,1933
1212,1938
1213,1942
1214,1945
1215,1946
1216,1947
1217,1948
1218,1950
1219,1952
1220,1954
1221,1956
1222,1958
1223,1959
1224,1960
1225,1961
1226,1962
1227,1964
1228,1965
1229,C0023195
1230,1967
1231,1968
1232,1969
1233,1973
1234,1974
1235,1975
1236,1977
1237,1978
1238,1981
1239,1983
1240,1984
1241,1990
1242,1991
1243,C4225238
1244,1993
1245,1994
1246,1995
1247,C2675861
1248,1998
1249,1999
1250,2000
1251,2002
1252,C2748545
1253,2004
1254,2006
1255,2009
1256,2010
1257,2011
1258,2012
1259,2013
1260,2014
1261,2015
1262,2017
1263,2018
1264,2019
1265,2020
1266,C0311334
1267,2022
1268,2023
1269,2026
1270,2027
1271,2028
1272,2029
1273,2030
1274,2033
1275,2034
1276,2035
1277,2036
1278,2037
1279,2038
1280,2040
1281,2041
1282,2042
1283,2043
1284,2044
1285,2045
1286,2046
1287,2047
1288,2048
1289,2049
1290,2050
1291,2051
1292,2052
1293,2053
1294,2054
1295,2055
1296,2056
1297,2057
1298,C3149750
1299,2059
1300,C0796242
1301,2063
1302,2064
1303,2065
1304,2066
1305,2067
1306,2068
1307,2069
1308,2070
1309,2071
1310,2072
1311,2073
1312,2074
1313,100272147
1314,C0014067
1315,2077
1316,2078
1317,2081
1318,C2675508
1319,C3809701
1320,2091
1321,2098
1322,2099
1323,2100
1324,2101
1325,2103
1326,2108
1327,2109
1328,2110
1329,C0038187
1330,C1860752
1331,2113
1332,2114
1333,2115
1334,2117
1335,2118
1336,2119
1337,2120
1338,2121
1339,2122
1340,2130
1341,2131
1342,2132
1343,2134
1344,2137
1345,2138
1346,2146
1347,2147
1348,2149
1349,2150
1350,2152
1351,2153
1352,C3150207
1353,2155
1354,C0003460
1355,2157
1356,2158
1357,2159
1358,2160
1359,2161
1360,2162
1361,C1862103
1362,C2931861
1363,2165
1364,2166
1365,2167
1366,2168
1367,2169
1368,2170
1369,2171
1370,2173
1371,2175
1372,2176
1373,2177
1374,2178
1375,C0025160
1376,2180
1377,2182
1378,2184
1379,2185
1380,2186
1381,2187
1382,2188
1383,2189
1384,2192
1385,C1970239
1386,2194
1387,2195
1388,2196
1389,C2930996
1390,2199
1391,2200
1392,2201
1393,2202
1394,2203
1395,2205
1396,2206
1397,2207
1398,2208
1399,2209
1400,2212
1401,2213
1402,2214
1403,2215
1404,C0393672
1405,2218
1406,2219
1407,2220
1408,C0206704
1409,2222
1410,2224
1411,2232
1412,2235
1413,2237
1414,C0027746
1415,2239
1416,C0205852
1417,2241
1418,C3150899
1419,2243
1420,2244
1421,2245
1422,2246
1423,2247
1424,2248
1425,2249
1426,2250
1427,2251
1428,2252
1429,2253
1430,2254
1431,2255
1432,C3280094
1433,2257
1434,2258
1435,2259
1436,2260
1437,2261
1438,2262
1439,2263
1440,2264
1441,2266
1442,2268
1443,2271
1444,2272
1445,2273
1446,2274
1447,C1333989
1448,2277
1449,C0233775
1450,2280
1451,2286
1452,2288
1453,2289
1454,2290
1455,2294
1456,2295
1457,2296
1458,C0242383
1459,2299
1460,2301
1461,2303
1462,2304
1463,2305
1464,2308
1465,2309
1466,2312
1467,2313
1468,2314
1469,2315
1470,2316
1471,2317
1472,2318
1473,C0270846
1474,C0037231
1475,2321
1476,2322
1477,C1855116
1478,2324
1479,133396
1480,2326
1481,2327
1482,2328
1483,2332
1484,C0348890
1485,2334
1486,2335
1487,C0154695
1488,2346
1489,133418
1490,2348
1491,2350
1492,2353
1493,2354
1494,2355
1495,2356
1496,2358
1497,2395
1498,C0025958
1499,2414
1500,C1866423
1501,C1846174
1502,C4539783
1503,2444
1504,C0265334
1505,133522
1506,C0496920
1507,2464
1508,2475
1509,C0376362
1510,C0270854
1511,2483
1512,2487
1513,2488
1514,2492
1515,2494
1516,2495
1517,C0162770
1518,C0546966
1519,C0751872
1520,2512
1521,2516
1522,2517
1523,C0268362
1524,2520
1525,2521
1526,2524
1527,2526
1528,2529
1529,2530
1530,2531
1531,2532
1532,2533
1533,2534
1534,2535
1535,2537
1536,2538
1537,2539
1538,C1840451
1539,2542
1540,2543
1541,2547
1542,2548
1543,2549
1544,2550
1545,2551
1546,2553
1547,2554
1548,2555
1549,2556
1550,2557
1551,2558
1552,2559
1553,2560
1554,2561
1555,2562
1556,2563
1557,C0002448
1558,2565
1559,2566
1560,2567
1561,2568
1562,2569
1563,2570
1564,2571
1565,2572
1566,C0205645
1567,C0041582
1568,C0036323
1569,C0007282
1570,2580
1571,2581
1572,2582
1573,2583
1574,2584
1575,C1334615
1576,2587
1577,2588
1578,2591
1579,2592
1580,2593
1581,2596
1582,2597
1583,C0740457
1584,C0338480
1585,C3150956
1586,133686
1587,2617
1588,2618
1589,2619
1590,2620
1591,2621
1592,2622
1593,2623
1594,2624
1595,2625
1596,2626
1597,2627
1598,2628
1599,2629
1600,C0268124
1601,C4540209
1602,2632
1603,2633
1604,2634
1605,2637
1606,2638
1607,2639
1608,2641
1609,2642
1610,2643
1611,2644
1612,2645
1613,2646
1614,2647
1615,C4316881
1616,C0268542
1617,2650
1618,2651
1619,2652
1620,2653
1621,C1855305
1622,2657
1623,2658
1624,2660
1625,2661
1626,2662
1627,2664
1628,2665
1629,2668
1630,2670
1631,2671
1632,2672
1633,2673
1634,2674
1635,2675
1636,2676
1637,2677
1638,2678
1639,2683
1640,2688
1641,2689
1642,2690
1643,2691
1644,2692
1645,2693
1646,2694
1647,2695
1648,2696
1649,2697
1650,C0017162
1651,C2931013
1652,2700
1653,2701
1654,2702
1655,2703
1656,C1849435
1657,2705
1658,2706
1659,2707
1660,C3149566
1661,2709
1662,2710
1663,2717
1664,2719
1665,2720
1666,2729
1667,2730
1668,2731
1669,2733
1670,2735
1671,2736
1672,2737
1673,2739
1674,2740
1675,2741
1676,2742
1677,2743
1678,2744
1679,2746
1680,2747
1681,2752
1682,C3889475
1683,2760
1684,C0860634
1685,2766
1686,2767
1687,2768
1688,C4274761
1689,2770
1690,2771
1691,2773
1692,2774
1693,2775
1694,2776
1695,2778
1696,2779
1697,2780
1698,2782
1699,2784
1700,2787
1701,2788
1702,2791
1703,2793
1704,2796
1705,2798
1706,2799
1707,2803
1708,2804
1709,2805
1710,2810
1711,2811
1712,2812
1713,2813
1714,2815
1715,2817
1716,C4015420
1717,2819
1718,2820
1719,2821
1720,2823
1721,2826
1722,2831
1723,2832
1724,2833
1725,C0600066
1726,2837
1727,2840
1728,2846
1729,2847
1730,2850
1731,2852
1732,2857
1733,2859
1734,2861
1735,2869
1736,2870
1737,2873
1738,2875
1739,2876
1740,2877
1741,2878
1742,2879
1743,2880
1744,C0031347
1745,2885
1746,2886
1747,2887
1748,2888
1749,2889
1750,2890
1751,2891
1752,2892
1753,2893
1754,2894
1755,2895
1756,2896
1757,2897
1758,2898
1759,2899
1760,2900
1761,2901
1762,2902
1763,2903
1764,2904
1765,2905
1766,2906
1767,2908
1768,2909
1769,2911
1770,2912
1771,2913
1772,2914
1773,2915
1774,2916
1775,2917
1776,2918
1777,2919
1778,2920
1779,2921
1780,2922
1781,2923
1782,C4225374
1783,2925
1784,C0236642
1785,2931
1786,2932
1787,2934
1788,C3150733
1789,2936
1790,2937
1791,2938
1792,2939
1793,2940
1794,2941
1795,2944
1796,2946
1797,2947
1798,2948
1799,2949
1800,2950
1801,2952
1802,2953
1803,2954
1804,2956
1805,2957
1806,2959
1807,2961
1808,2969
1809,C0524582
1810,2971
1811,2972
1812,2973
1813,2977
1814,2978
1815,2979
1816,2981
1817,2982
1818,2984
1819,2986
1820,C1566050
1821,2990
1822,2992
1823,2993
1824,2994
1825,2995
1826,2996
1827,2997
1828,2998
1829,3000
1830,3001
1831,3002
1832,C3151267
1833,3005
1834,3006
1835,3008
1836,3009
1837,C0017612
1838,C2673196
1839,3012
1840,3014
1841,3020
1842,3021
1843,3026
1844,C0175693
1845,3028
1846,3029
1847,3030
1848,3032
1849,3033
1850,3034
1851,3035
1852,3038
1853,3039
1854,3040
1855,C0751958
1856,3043
1857,3045
1858,C0271650
1859,3047
1860,3048
1861,3050
1862,3052
1863,3053
1864,3054
1865,3055
1866,C1854380
1867,3059
1868,3060
1869,3061
1870,3062
1871,3064
1872,3065
1873,3066
1874,3067
1875,3068
1876,3069
1877,3070
1878,3071
1879,C3496228
1880,3073
1881,3074
1882,3075
1883,C0270968
1884,3077
1885,3078
1886,C1153706
1887,3081
1888,3082
1889,3083
1890,3084
1891,3087
1892,3090
1893,3091
1894,3092
1895,3094
1896,C1969562
1897,3097
1898,3098
1899,3099
1900,C0031099
1901,3101
1902,3105
1903,3106
1904,3107
1905,3108
1906,3110
1907,C0344530
1908,3113
1909,C0311375
1910,3115
1911,3116
1912,3117
1913,3118
1914,3119
1915,C0521760
1916,3122
1917,3123
1918,3126
1919,3127
1920,3131
1921,3133
1922,3135
1923,3137
1924,3141
1925,3145
1926,3146
1927,134218
1928,3148
1929,3149
1930,3150
1931,3155
1932,3156
1933,3158
1934,3159
1935,C1861752
1936,3161
1937,3162
1938,3163
1939,3164
1940,3166
1941,3169
1942,3170
1943,3171
1944,3172
1945,3176
1946,3178
1947,3181
1948,3182
1949,C0342418
1950,3187
1951,3188
1952,3190
1953,3191
1954,3192
1955,C2751764
1956,3195
1957,3198
1958,3199
1959,3200
1960,3201
1961,3202
1962,3205
1963,3206
1964,3207
1965,3208
1966,3209
1967,C2931788
1968,3211
1969,C3151097
1970,3213
1971,C0264939
1972,3215
1973,C1843815
1974,3218
1975,3219
1976,3225
1977,C4310798
1978,3229
1979,3231
1980,3232
1981,3233
1982,C1836482
1983,3235
1984,3236
1985,3237
1986,3238
1987,3239
1988,3240
1989,3241
1990,3242
1991,3248
1992,3249
1993,3251
1994,3257
1995,3260
1996,3261
1997,3263
1998,3265
1999,3267
2000,C0836924
2001,3269
2002,3270
2003,3273
2004,3274
2005,3280
2006,3283
2007,3284
2008,3290
2009,3291
2010,3292
2011,3293
2012,3294
2013,3295
2014,C1834481
2015,3297
2016,3299
2017,3300
2018,3301
2019,3303
2020,3304
2021,3305
2022,3306
2023,3308
2024,3309
2025,3310
2026,3312
2027,3313
2028,3315
2029,3320
2030,3321
2031,3326
2032,C0750986
2033,3329
2034,3336
2035,3337
2036,3339
2037,3340
2038,3342
2039,3346
2040,C0037769
2041,3350
2042,3351
2043,3352
2044,3355
2045,3356
2046,3357
2047,3358
2048,3359
2049,3360
2050,3361
2051,3362
2052,3363
2053,134430
2054,C1838657
2055,C0542428
2056,3371
2057,C4015195
2058,3373
2059,3375
2060,3376
2061,C2930617
2062,3381
2063,C1867904
2064,3383
2065,3384
2066,3385
2067,3394
2068,3397
2069,3398
2070,3399
2071,3400
2072,C4015729
2073,C0338468
2074,3416
2075,3417
2076,3418
2077,3419
2078,3420
2079,3423
2080,3425
2081,3426
2082,3429
2083,3430
2084,3431
2085,C2931480
2086,3433
2087,3434
2088,3437
2089,3439
2090,3440
2091,3442
2092,3446
2093,3454
2094,3455
2095,3456
2096,3458
2097,3459
2098,3460
2099,C0406584
2100,C2931118
2101,C3806737
2102,3475
2103,3476
2104,3479
2105,3480
2106,3481
2107,3482
2108,3483
2109,3484
2110,3485
2111,3486
2112,C0152455
2113,3488
2114,3489
2115,3490
2116,3491
2117,3492
2118,C0206728
2119,C2752036
2120,3500
2121,3501
2122,3507
2123,3508
2124,3514
2125,3516
2126,C3151351
2127,C0032326
2128,C1318558
2129,C4225290
2130,C1839463
2131,3543
2132,3547
2133,3549
2134,C0796113
2135,3551
2136,C1970027
2137,3552
2138,3553
2139,3554
2140,3556
2141,3557
2142,3558
2143,3559
2144,3560
2145,3561
2146,3562
2147,3563
2148,C0014170
2149,3565
2150,3566
2151,3567
2152,3568
2153,3569
2154,3570
2155,3572
2156,3574
2157,3575
2158,3576
2159,3577
2160,3578
2161,3579
2162,3581
2163,3586
2164,3587
2165,3588
2166,3589
2167,3590
2168,3592
2169,3593
2170,3594
2171,3595
2172,3596
2173,C0023462
2174,3598
2175,C0242387
2176,3600
2177,3603
2178,3604
2179,3605
2180,3606
2181,3608
2182,C2829265
2183,C3150171
2184,3611
2185,3612
2186,3613
2187,3614
2188,3615
2189,C3683483
2190,3617
2191,3619
2192,3620
2193,3621
2194,3623
2195,3624
2196,3625
2197,3626
2198,3627
2199,3628
2200,134701
2201,3630
2202,3631
2203,3632
2204,C0037140
2205,3635
2206,3636
2207,3638
2208,3640
2209,3642
2210,3643
2211,C1145628
2212,3645
2213,3646
2214,3651
2215,3652
2216,3653
2217,3654
2218,3655
2219,3656
2220,134728
2221,3658
2222,3659
2223,3660
2224,3661
2225,3662
2226,3663
2227,3664
2228,3665
2229,C3887650
2230,3667
2231,C0018213
2232,3669
2233,3670
2234,3671
2235,3672
2236,3673
2237,3674
2238,3675
2239,3676
2240,C1522512
2241,3678
2242,3679
2243,3680
2244,3683
2245,3684
2246,3685
2247,3687
2248,3688
2249,3689
2250,3690
2251,3691
2252,3692
2253,3693
2254,3694
2255,C1835896
2256,3696
2257,3697
2258,C2751686
2259,3699
2260,3700
2261,3702
2262,3703
2263,3704
2264,3705
2265,3708
2266,3709
2267,3710
2268,3712
2269,3713
2270,3714
2271,3716
2272,3717
2273,3718
2274,C3279904
2275,3720
2276,C0205644
2277,3725
2278,3726
2279,3727
2280,3728
2281,3730
2282,3732
2283,3735
2284,3736
2285,3737
2286,3739
2287,C0340544
2288,3741
2289,3744
2290,3745
2291,3746
2292,3748
2293,3749
2294,3750
2295,C1336708
2296,3752
2297,3753
2298,3756
2299,3757
2300,3758
2301,3759
2302,3760
2303,3761
2304,3762
2305,3763
2306,3764
2307,134829
2308,3766
2309,3767
2310,3769
2311,C0268553
2312,3772
2313,3775
2314,3776
2315,3777
2316,3778
2317,3779
2318,3780
2319,3782
2320,3783
2321,3784
2322,3785
2323,3786
2324,3787
2325,3790
2326,3791
2327,134864
2328,3795
2329,3796
2330,3797
2331,3798
2332,3799
2333,3800
2334,C0750955
2335,3811
2336,3814
2337,3815
2338,3816
2339,3817
2340,3818
2341,3820
2342,3822
2343,C0175816
2344,C0079301
2345,3827
2346,3832
2347,3835
2348,3836
2349,3837
2350,3838
2351,3839
2352,3841
2353,C3714844
2354,3843
2355,C1852021
2356,3845
2357,3848
2358,3849
2359,3850
2360,3851
2361,3852
2362,3853
2363,3854
2364,3855
2365,3856
2366,3857
2367,3858
2368,3859
2369,3860
2370,3861
2371,C2931923
2372,3866
2373,3868
2374,3872
2375,3875
2376,C3554159
2377,3880
2378,3882
2379,3887
2380,3889
2381,3891
2382,3892
2383,3895
2384,3897
2385,3899
2386,3903
2387,109580095
2388,C0022596
2389,3908
2390,3909
2391,3910
2392,3912
2393,3913
2394,3914
2395,3915
2396,C0019189
2397,C3809645
2398,3918
2399,C0221055
2400,3920
2401,3921
2402,3925
2403,3927
2404,3929
2405,3930
2406,3931
2407,3932
2408,3934
2409,C0085582
2410,3936
2411,3937
2412,3938
2413,3939
2414,C0455503
2415,C1851481
2416,C4014958
2417,3945
2418,3948
2419,3949
2420,C0796280
2421,3952
2422,3953
2423,3954
2424,3955
2425,3956
2426,3957
2427,3958
2428,3959
2429,C3489787
2430,3963
2431,3965
2432,C3554330
2433,3972
2434,3973
2435,3975
2436,3976
2437,3977
2438,3978
2439,3980
2440,3981
2441,3982
2442,3983
2443,3984
2444,3985
2445,C3809950
2446,3988
2447,3990
2448,3991
2449,3992
2450,3993
2451,3996
2452,3998
2453,C0751075
2454,4000
2455,4001
2456,C1565489
2457,4004
2458,4005
2459,C3151237
2460,4007
2461,4008
2462,4009
2463,4010
2464,4012
2465,4014
2466,4015
2467,4016
2468,4017
2469,4018
2470,C1845167
2471,4023
2472,C0009451
2473,4026
2474,4035
2475,4036
2476,4038
2477,C1837549
2478,4040
2479,4041
2480,135112
2481,4043
2482,4045
2483,4046
2484,4047
2485,4048
2486,4049
2487,4050
