,Drug1_ID,Drug2_ID,label
122,DB00688,DB08795,1
123,DB00479,DB00535,1
124,DB00569,DB08976,1
125,DB06772,DB09063,1
126,DB00196,DB00758,1
127,DB00343,DB00794,1
128,DB00390,DB00500,1
129,DB00864,DB08916,1
130,DB00450,DB09271,1
131,DB00327,DB01247,1
132,DB00706,DB01012,1
133,DB00108,DB04572,1
134,DB00069,DB00495,1
135,DB00384,DB09242,1
136,DB00408,DB01403,1
137,DB00280,DB06717,1
138,DB00312,DB00796,1
139,DB01167,DB06218,1
140,DB00374,DB00700,1
141,DB00136,DB06290,1
142,DB00715,DB00950,1
143,DB00078,DB00605,1
144,DB01576,DB01618,1
145,DB00069,DB04817,1
146,DB01062,DB01072,1
147,DB00540,DB06144,1
148,DB00452,DB01150,1
149,DB00182,DB00321,1
150,DB00705,DB09068,1
151,DB00830,DB01274,1
152,DB00420,DB01037,1
153,DB00790,DB00814,1
154,DB01158,DB09063,1
155,DB00311,DB00497,1
156,DB00679,DB01075,1
157,DB00209,DB04924,1
158,DB00519,DB08935,1
159,DB01600,DB01609,1
160,DB00056,DB08895,1
161,DB00608,DB00612,1
162,DB01204,DB06688,1
163,DB00682,DB04855,1
164,DB01120,DB01601,1
165,DB01201,DB06684,1
166,DB01211,DB06287,1
167,DB00820,DB00932,1
168,DB00368,DB01274,1
169,DB00503,DB00938,1
170,DB01167,DB01224,1
171,DB00181,DB09118,1
172,DB00177,DB00876,1
173,DB00675,DB01156,1
174,DB00857,DB04861,1
175,DB00486,DB00593,1
176,DB00924,DB05812,1
177,DB00300,DB00573,1
178,DB00215,DB01184,1
179,DB08933,DB09039,1
180,DB00289,DB00932,1
181,DB00573,DB00974,1
182,DB00457,DB00668,1
183,DB06273,DB06616,1
184,DB00490,DB01045,1
185,DB00524,DB00776,1
186,DB00736,DB04868,1
187,DB01247,DB09272,1
188,DB00206,DB09242,1
189,DB00176,DB09071,1
190,DB00909,DB02703,1
191,DB00997,DB09118,1
192,DB00201,DB06704,1
193,DB00258,DB00393,1
194,DB00557,DB00956,1
195,DB00480,DB09033,1
196,DB00653,DB00842,1
197,DB01033,DB01656,1
198,DB00035,DB00741,1
199,DB00181,DB00726,1
200,DB00311,DB00611,1
201,DB00872,DB01072,1
202,DB01032,DB01059,1
203,DB00648,DB01023,1
204,DB00683,DB01026,1
205,DB00231,DB00333,1
206,DB00046,DB01200,1
207,DB00252,DB01264,1
208,DB00541,DB00564,1
209,DB00499,DB09277,1
210,DB00220,DB00361,1
211,DB00252,DB09071,1
212,DB01175,DB06271,1
213,DB01172,DB01604,1
214,DB00541,DB09118,1
215,DB00425,DB00628,1
216,DB06273,DB08910,1
217,DB00285,DB04842,1
218,DB00404,DB00972,1
219,DB00494,DB00715,1
220,DB00946,DB06441,1
221,DB06603,DB09036,1
222,DB01590,DB09102,1
223,DB00379,DB00980,1
224,DB01126,DB01264,1
225,DB01120,DB01169,1
226,DB00046,DB09128,1
227,DB00091,DB06589,1
228,DB00455,DB04924,1
229,DB00677,DB01049,1
230,DB06203,DB06719,1
231,DB00215,DB00871,1
232,DB00015,DB08794,1
233,DB00498,DB09539,1
234,DB00398,DB09065,1
235,DB00867,DB00945,1
236,DB00796,DB00806,1
237,DB00250,DB01015,1
238,DB00401,DB00692,1
239,DB00399,DB00798,1
240,DB00528,DB01377,1
241,DB00370,DB00484,1
242,DB00675,DB04938,1
243,DB00916,DB01418,1
244,DB00181,DB00611,1
245,DB00273,DB00425,1
246,DB00328,DB00452,1
247,DB00752,DB09038,1
248,DB00794,DB01203,1
249,DB00477,DB01037,1
250,DB00252,DB00564,1
251,DB00946,DB01600,1
252,DB01104,DB04272,1
253,DB00401,DB08873,1
254,DB00707,DB05239,1
255,DB00497,DB09042,1
256,DB00401,DB08899,1
257,DB00477,DB06700,1
258,DB00484,DB08815,1
259,DB00186,DB00268,1
260,DB00391,DB01104,1
261,DB01129,DB06695,1
262,DB00231,DB08883,1
263,DB04897,DB09063,1
264,DB04905,DB06695,1
265,DB00541,DB01234,1
266,DB01132,DB01398,1
267,DB00054,DB00932,1
268,DB00610,DB00983,1
269,DB00014,DB00204,1
270,DB00327,DB00484,1
271,DB00041,DB06781,1
272,DB06684,DB09065,1
273,DB00193,DB00344,1
274,DB01029,DB01392,1
275,DB00661,DB00697,1
276,DB01142,DB01239,1
277,DB00794,DB01197,1
278,DB01167,DB08864,1
279,DB00363,DB00414,1
280,DB00307,DB06335,1
281,DB00248,DB06707,1
282,DB00559,DB01241,1
283,DB00752,DB06698,1
284,DB00191,DB00295,1
285,DB00794,DB06212,1
286,DB00752,DB00831,1
287,DB00237,DB01427,1
288,DB00714,DB00904,1
289,DB00196,DB00401,1
290,DB00761,DB00950,1
291,DB00366,DB00434,1
292,DB00974,DB06209,1
293,DB00618,DB09267,1
294,DB01016,DB01119,1
295,DB04868,DB09073,1
296,DB00916,DB04339,1
297,DB00598,DB00794,1
298,DB00091,DB00126,1
299,DB00083,DB06696,1
300,DB00695,DB00802,1
301,DB04845,DB09063,1
302,DB00007,DB01124,1
303,DB00794,DB08901,1
304,DB00266,DB01241,1
305,DB00320,DB00409,1
306,DB00454,DB00898,1
307,DB00604,DB09054,1
308,DB00366,DB00761,1
309,DB01167,DB08901,1
310,DB06288,DB09042,1
311,DB01095,DB01118,1
312,DB00794,DB00903,1
313,DB00450,DB09128,1
314,DB06207,DB06273,1
315,DB00333,DB00413,1
316,DB00425,DB01100,1
317,DB00722,DB11354,1
318,DB00908,DB09048,1
319,DB06706,DB09042,1
320,DB00220,DB00499,1
321,DB00862,DB00883,1
322,DB01178,DB09097,1
323,DB00307,DB00675,1
324,DB00246,DB00834,1
325,DB00622,DB00673,1
326,DB00313,DB00358,1
327,DB00732,DB00908,1
328,DB00794,DB06697,1
329,DB00648,DB04574,1
330,DB00215,DB00686,1
331,DB01151,DB01182,1
332,DB00924,DB06144,1
333,DB01600,DB08794,1
334,DB01253,DB09118,1
335,DB00264,DB00622,1
336,DB00322,DB00682,1
337,DB00337,DB06287,1
338,DB00440,DB00542,1
339,DB00404,DB00653,1
340,DB00295,DB00366,1
341,DB00220,DB09547,1
342,DB01001,DB01365,1
343,DB00104,DB01018,1
344,DB01612,DB09112,1
345,DB00269,DB06413,1
346,DB00863,DB01167,1
347,DB00492,DB01390,1
348,DB00404,DB01223,1
349,DB00404,DB00677,1
350,DB01211,DB08870,1
351,DB01232,DB01268,1
352,DB09053,DB09118,1
353,DB00195,DB09220,1
354,DB00331,DB00780,1
355,DB00356,DB00715,1
356,DB04946,DB09117,1
357,DB00268,DB00537,1
358,DB00503,DB00802,1
359,DB00831,DB01560,1
360,DB00906,DB08912,1
361,DB00909,DB09036,1
362,DB00178,DB00862,1
363,DB00615,DB09063,1
364,DB00697,DB01241,1
365,DB00475,DB09272,1
366,DB01076,DB01609,1
367,DB00334,DB00486,1
368,DB00318,DB01012,1
369,DB00393,DB01319,1
370,DB00266,DB01142,1
371,DB00042,DB00083,1
372,DB00977,DB08794,1
373,DB00749,DB01609,1
374,DB00675,DB00679,1
375,DB00484,DB06204,1
376,DB00889,DB01142,1
377,DB00586,DB00798,1
378,DB00872,DB01100,1
379,DB01323,DB04855,1
380,DB00945,DB01175,1
381,DB00065,DB00072,1
382,DB00465,DB00687,1
383,DB00662,DB08897,1
384,DB00304,DB06271,1
385,DB06210,DB11110,1
386,DB00512,DB08976,1
387,DB00569,DB09075,1
388,DB00611,DB09117,1
389,DB01206,DB01238,1
390,DB00741,DB00930,1
391,DB00803,DB00994,1
392,DB00790,DB00945,1
393,DB00328,DB01208,1
394,DB01095,DB11354,1
395,DB00674,DB01063,1
396,DB00334,DB01367,1
397,DB08918,DB09042,1
398,DB00387,DB01403,1
399,DB00956,DB09119,1
400,DB00196,DB06702,1
401,DB00041,DB00177,1
402,DB00321,DB01067,1
403,DB00337,DB06772,1
404,DB00358,DB00648,1
405,DB00682,DB00713,1
406,DB00472,DB00477,1
407,DB00502,DB01009,1
408,DB00919,DB00991,1
409,DB00436,DB01232,1
410,DB00325,DB00806,1
411,DB00186,DB00972,1
412,DB01203,DB01235,1
413,DB06335,DB09564,1
414,DB00091,DB01353,1
415,DB00477,DB01151,1
416,DB00422,DB00682,1
417,DB00686,DB00758,1
418,DB01111,DB01172,1
419,DB00816,DB06704,1
420,DB00976,DB09049,1
421,DB00277,DB00983,1
422,DB00678,DB01356,1
423,DB00379,DB00831,1
424,DB01156,DB01242,1
425,DB00450,DB01192,1
426,DB00484,DB00754,1
427,DB06290,DB09054,1
428,DB02703,DB06626,1
429,DB00872,DB06684,1
430,DB01238,DB08816,1
431,DB00436,DB09214,1
432,DB00705,DB06414,1
433,DB00081,DB00861,1
434,DB00368,DB00388,1
435,DB00268,DB01621,1
436,DB00682,DB02546,1
437,DB00086,DB01175,1
438,DB00980,DB01045,1
439,DB00884,DB03615,1
440,DB01365,DB11124,1
441,DB00196,DB00530,1
442,DB00318,DB00421,1
443,DB00323,DB01173,1
444,DB00608,DB06603,1
445,DB00042,DB00835,1
446,DB00263,DB00682,1
447,DB00549,DB00682,1
448,DB06287,DB09118,1
449,DB00872,DB00909,1
450,DB00841,DB01223,1
451,DB00250,DB09073,1
452,DB00387,DB09271,1
453,DB00412,DB01609,1
454,DB00956,DB00967,1
455,DB00672,DB01264,1
456,DB00881,DB01143,1
457,DB00396,DB06589,1
458,DB00862,DB01359,1
459,DB01278,DB02901,1
460,DB00479,DB01111,1
461,DB00765,DB04841,1
462,DB00450,DB00737,1
463,DB00969,DB09054,1
464,DB00820,DB00925,1
465,DB00391,DB04946,1
466,DB00327,DB06201,1
467,DB01167,DB01591,1
468,DB01142,DB06201,1
469,DB00651,DB01558,1
470,DB00623,DB00715,1
471,DB00381,DB00661,1
472,DB00112,DB00363,1
473,DB00949,DB09054,1
474,DB09053,DB11095,1
475,DB00622,DB09407,1
476,DB00091,DB01204,1
477,DB00063,DB11133,1
478,DB00893,DB01165,1
479,DB01220,DB05812,1
480,DB00082,DB00813,1
481,DB00497,DB00611,1
482,DB01073,DB01656,1
483,DB00539,DB00582,1
484,DB04855,DB09048,1
485,DB00387,DB00543,1
486,DB00717,DB04908,1
487,DB00333,DB00673,1
488,DB00762,DB06589,1
489,DB00307,DB08815,1
490,DB00715,DB01623,1
491,DB00264,DB08896,1
492,DB00215,DB00933,1
493,DB00619,DB01167,1
494,DB00707,DB00755,1
495,DB00528,DB01174,1
496,DB00220,DB00865,1
497,DB00220,DB09071,1
498,DB00619,DB01201,1
499,DB00588,DB09271,1
500,DB00559,DB08895,1
501,DB00559,DB00726,1
502,DB00252,DB01591,1
503,DB00641,DB06210,1
504,DB00910,DB09065,1
505,DB01268,DB01656,1
506,DB01059,DB09268,1
507,DB00674,DB08895,1
508,DB00082,DB09043,1
509,DB01238,DB09118,1
510,DB00604,DB00677,1
511,DB00220,DB00608,1
512,DB00418,DB00726,1
513,DB00422,DB00457,1
514,DB01035,DB01118,1
515,DB00187,DB00633,1
516,DB00834,DB08895,1
517,DB00014,DB00715,1
518,DB00078,DB06779,1
519,DB00321,DB00784,1
520,DB00289,DB01579,1
521,DB00625,DB00682,1
522,DB00919,DB01133,1
523,DB01320,DB08815,1
524,DB00273,DB00455,1
525,DB00241,DB00871,1
526,DB00185,DB00382,1
527,DB00628,DB00898,1
528,DB01233,DB01247,1
529,DB01158,DB01203,1
530,DB00401,DB00615,1
531,DB00220,DB00648,1
532,DB00673,DB00813,1
533,DB00206,DB06700,1
534,DB00752,DB00918,1
535,DB00199,DB00862,1
536,DB01173,DB08872,1
537,DB00564,DB06414,1
538,DB00204,DB00384,1
539,DB00450,DB00660,1
540,DB00623,DB01069,1
541,DB00031,DB00715,1
542,DB01263,DB08864,1
543,DB00201,DB00723,1
544,DB00334,DB01560,1
545,DB00831,DB01609,1
546,DB00321,DB00938,1
547,DB00081,DB08918,1
548,DB00374,DB00945,1
549,DB05246,DB05271,1
550,DB06626,DB06717,1
551,DB00327,DB05271,1
552,DB01072,DB09036,1
553,DB00619,DB09065,1
554,DB00186,DB00477,1
555,DB00176,DB00404,1
556,DB00246,DB01037,1
557,DB00563,DB00607,1
558,DB00035,DB00861,1
559,DB00136,DB08912,1
560,DB00723,DB01576,1
561,DB01126,DB08873,1
562,DB00985,DB08893,1
563,DB00458,DB01063,1
564,DB00108,DB00428,1
565,DB00862,DB09063,1
566,DB01234,DB01319,1
567,DB01100,DB01167,1
568,DB01124,DB06825,1
569,DB00193,DB00850,1
570,DB00013,DB00758,1
571,DB00222,DB01403,1
572,DB00188,DB08880,1
573,DB00177,DB00633,1
574,DB00673,DB05109,1
575,DB00476,DB04920,1
576,DB00796,DB00820,1
577,DB00337,DB09547,1
578,DB00440,DB08912,1
579,DB00370,DB01247,1
580,DB00477,DB01171,1
581,DB00780,DB06148,1
582,DB00263,DB01054,1
583,DB00425,DB09118,1
584,DB00557,DB00625,1
585,DB00374,DB09075,1
586,DB01254,DB06237,1
587,DB00206,DB00972,1
588,DB00310,DB00327,1
589,DB00563,DB00784,1
590,DB00295,DB00484,1
591,DB00252,DB00413,1
592,DB00983,DB00988,1
593,DB00086,DB11095,1
594,DB00912,DB06788,1
595,DB00201,DB05039,1
596,DB00321,DB00961,1
597,DB04844,DB05271,1
598,DB00880,DB00898,1
599,DB00413,DB01351,1
600,DB01656,DB08879,1
601,DB00237,DB00555,1
602,DB01053,DB01172,1
603,DB00366,DB09118,1
604,DB00040,DB01100,1
605,DB00295,DB09290,1
606,DB00356,DB08883,1
607,DB00390,DB06414,1
608,DB00215,DB09053,1
609,DB00790,DB09276,1
610,DB00418,DB00880,1
611,DB00273,DB11315,1
612,DB00745,DB01211,1
613,DB00688,DB01602,1
614,DB00454,DB00752,1
615,DB01142,DB01356,1
616,DB00794,DB05271,1
617,DB04938,DB09054,1
618,DB00601,DB06288,1
619,DB01288,DB01620,1
620,DB00648,DB08864,1
621,DB00180,DB00880,1
622,DB00933,DB06700,1
623,DB00280,DB00414,1
624,DB00030,DB01238,1
625,DB00007,DB08882,1
626,DB00177,DB00316,1
627,DB00220,DB09049,1
628,DB01212,DB03615,1
629,DB00601,DB01365,1
630,DB00035,DB00682,1
631,DB00762,DB08820,1
632,DB01275,DB09242,1
633,DB00455,DB00557,1
634,DB01418,DB06271,1
635,DB00414,DB00741,1
636,DB00371,DB00470,1
637,DB00266,DB01399,1
638,DB00072,DB05773,1
639,DB00972,DB09300,1
640,DB00413,DB04953,1
641,DB04844,DB05812,1
642,DB00199,DB09079,1
643,DB00186,DB01403,1
644,DB01143,DB08822,1
645,DB01253,DB01263,1
646,DB00484,DB00489,1
647,DB06273,DB08865,1
648,DB00758,DB01118,1
649,DB00091,DB00529,1
650,DB00474,DB00966,1
651,DB00714,DB01156,1
652,DB00409,DB00715,1
653,DB00557,DB00985,1
654,DB00356,DB00450,1
655,DB00181,DB00349,1
656,DB09071,DB09072,1
657,DB00222,DB00999,1
658,DB06695,DB06779,1
659,DB00524,DB00734,1
660,DB00176,DB01398,1
661,DB00254,DB00607,1
662,DB00945,DB09030,1
663,DB06207,DB09054,1
664,DB00199,DB00559,1
665,DB00633,DB06704,1
666,DB00343,DB00813,1
667,DB00470,DB00899,1
668,DB00678,DB09036,1
669,DB00054,DB00367,1
670,DB08899,DB09036,1
671,DB00344,DB00391,1
672,DB00159,DB00784,1
673,DB05246,DB06148,1
674,DB00712,DB08976,1
675,DB01037,DB09209,1
676,DB00452,DB00493,1
677,DB00436,DB00854,1
678,DB06724,DB09101,1
679,DB00862,DB01023,1
680,DB00757,DB00834,1
681,DB00252,DB01171,1
682,DB00022,DB00317,1
683,DB00381,DB01174,1
684,DB00316,DB01407,1
685,DB01264,DB06287,1
686,DB00333,DB01559,1
687,DB00343,DB01624,1
688,DB00451,DB09210,1
689,DB01076,DB08870,1
690,DB00441,DB01656,1
691,DB00498,DB00554,1
692,DB00206,DB01104,1
693,DB00427,DB00598,1
694,DB00193,DB01264,1
695,DB00014,DB00188,1
696,DB00530,DB08933,1
697,DB00747,DB06201,1
698,DB00708,DB09117,1
699,DB01088,DB09242,1
700,DB00884,DB01351,1
701,DB00472,DB00974,1
702,DB00070,DB01294,1
703,DB00313,DB00420,1
704,DB00290,DB09560,1
705,DB00877,DB09036,1
706,DB08873,DB09123,1
707,DB00294,DB00672,1
708,DB00328,DB00955,1
709,DB00696,DB06288,1
710,DB04855,DB08827,1
711,DB00186,DB01202,1
712,DB00444,DB09073,1
713,DB00584,DB01395,1
714,DB00648,DB00990,1
715,DB00682,DB01225,1
716,DB00457,DB01074,1
717,DB00312,DB05271,1
718,DB00263,DB00780,1
719,DB06283,DB08883,1
720,DB00243,DB01254,1
721,DB00030,DB00396,1
722,DB00108,DB00544,1
723,DB00468,DB00661,1
724,DB00653,DB00710,1
725,DB00681,DB01082,1
726,DB00334,DB09042,1
727,DB01063,DB01356,1
728,DB01353,DB09038,1
729,DB01045,DB08881,1
730,DB00501,DB01101,1
731,DB00697,DB01158,1
732,DB00708,DB01214,1
733,DB00414,DB04839,1
734,DB00344,DB00382,1
735,DB01016,DB01045,1
736,DB05812,DB09118,1
737,DB00041,DB00214,1
738,DB00335,DB01119,1
739,DB00042,DB00387,1
740,DB00315,DB00767,1
741,DB00750,DB01438,1
742,DB01242,DB01624,1
743,DB00268,DB00475,1
744,DB00250,DB06697,1
745,DB00682,DB00736,1
746,DB00279,DB00321,1
747,DB00252,DB01263,1
748,DB00615,DB01115,1
749,DB00273,DB00393,1
750,DB00745,DB00872,1
751,DB00486,DB00737,1
752,DB01591,DB06290,1
753,DB00047,DB01395,1
754,DB00776,DB00999,1
755,DB00035,DB00956,1
756,DB00673,DB00921,1
757,DB00586,DB01225,1
758,DB01132,DB01241,1
759,DB00215,DB00726,1
760,DB00557,DB01621,1
761,DB06290,DB08933,1
762,DB00204,DB01211,1
763,DB00252,DB00520,1
764,DB00409,DB00696,1
765,DB00425,DB01075,1
766,DB00206,DB00248,1
767,DB00862,DB06414,1
768,DB00605,DB01093,1
769,DB00232,DB00295,1
770,DB00945,DB01268,1
771,DB00985,DB05271,1
772,DB05773,DB06643,1
773,DB00820,DB05521,1
774,DB00641,DB01039,1
775,DB00794,DB09119,1
776,DB00374,DB00975,1
777,DB01136,DB05812,1
778,DB00557,DB01018,1
779,DB00040,DB00283,1
780,DB00626,DB00994,1
781,DB00678,DB00780,1
782,DB00521,DB01355,1
783,DB01009,DB08976,1
784,DB00214,DB00732,1
785,DB00327,DB01173,1
786,DB00186,DB00575,1
787,DB00607,DB00684,1
788,DB00949,DB01254,1
789,DB00736,DB00893,1
790,DB00307,DB00425,1
791,DB00252,DB01579,1
792,DB00315,DB01178,1
793,DB00014,DB01189,1
794,DB01015,DB08914,1
795,DB00215,DB00753,1
796,DB00425,DB00897,1
797,DB01036,DB01167,1
798,DB00689,DB01032,1
799,DB00359,DB00721,1
800,DB00112,DB01204,1
801,DB00191,DB00433,1
802,DB00460,DB08976,1
803,DB01174,DB08933,1
804,DB00930,DB09545,1
805,DB00381,DB01377,1
806,DB00482,DB01275,1
807,DB00607,DB00682,1
808,DB00615,DB06817,1
809,DB06144,DB09097,1
810,DB00031,DB00215,1
811,DB00391,DB00972,1
812,DB01072,DB06290,1
813,DB00762,DB04868,1
814,DB01579,DB06144,1
815,DB01142,DB08893,1
816,DB00282,DB00784,1
817,DB00968,DB01168,1
818,DB06290,DB06789,1
819,DB00333,DB00648,1
820,DB00337,DB08865,1
821,DB00752,DB05278,1
822,DB00104,DB01624,1
823,DB01577,DB09273,1
824,DB00737,DB01021,1
825,DB01173,DB08897,1
826,DB00401,DB01235,1
827,DB00126,DB01255,1
828,DB00182,DB01242,1
829,DB00214,DB00492,1
830,DB00648,DB01167,1
831,DB00991,DB01207,1
832,DB00295,DB00726,1
833,DB00445,DB00531,1
834,DB00465,DB01225,1
835,DB00231,DB00470,1
836,DB00268,DB01069,1
837,DB00395,DB00715,1
838,DB00653,DB01045,1
839,DB00951,DB09256,1
840,DB00641,DB06414,1
841,DB00472,DB00502,1
842,DB00912,DB01208,1
843,DB00734,DB06201,1
844,DB06688,DB09054,1
845,DB00831,DB00953,1
846,DB00557,DB04841,1
847,DB00304,DB01251,1
848,DB00752,DB04842,1
849,DB00976,DB06684,1
850,DB01149,DB09074,1
851,DB00542,DB00877,1
852,DB00661,DB01398,1
853,DB00201,DB00465,1
854,DB02703,DB09082,1
855,DB00681,DB01380,1
856,DB00252,DB00951,1
857,DB01142,DB01173,1
858,DB00059,DB06688,1
859,DB00086,DB06228,1
860,DB00304,DB00374,1
861,DB01247,DB01409,1
862,DB01248,DB02703,1
863,DB00437,DB00672,1
864,DB01041,DB01068,1
865,DB00029,DB06441,1
866,DB00310,DB00715,1
867,DB01418,DB09056,1
868,DB00584,DB01021,1
869,DB00201,DB00774,1
870,DB01241,DB04951,1
871,DB00163,DB06700,1
872,DB00820,DB01174,1
873,DB00450,DB04908,1
874,DB00601,DB04842,1
875,DB00501,DB00706,1
876,DB06207,DB09118,1
877,DB00310,DB00318,1
878,DB00244,DB01390,1
879,DB00959,DB01045,1
880,DB00031,DB01050,1
881,DB01038,DB01175,1
882,DB06415,DB09063,1
883,DB00040,DB00334,1
884,DB01210,DB09063,1
885,DB00186,DB00427,1
886,DB00673,DB00687,1
887,DB00470,DB04953,1
888,DB00889,DB04896,1
889,DB00393,DB00607,1
890,DB00661,DB09039,1
891,DB03619,DB04896,1
892,DB00091,DB00991,1
893,DB00835,DB01577,1
894,DB00955,DB01339,1
895,DB00182,DB01223,1
896,DB00252,DB09128,1
897,DB00227,DB08816,1
898,DB00391,DB09128,1
899,DB00199,DB00414,1
900,DB00468,DB00881,1
901,DB00627,DB01098,1
902,DB00622,DB06218,1
903,DB05521,DB09034,1
904,DB00401,DB06414,1
905,DB00331,DB01601,1
906,DB00327,DB01560,1
907,DB00909,DB01173,1
908,DB00554,DB01082,1
909,DB06201,DB08910,1
910,DB00748,DB08893,1
911,DB00333,DB00872,1
912,DB00503,DB08865,1
913,DB01016,DB04339,1
914,DB01198,DB09065,1
915,DB00391,DB00472,1
916,DB00121,DB00266,1
917,DB00732,DB03615,1
918,DB00912,DB01319,1
919,DB01579,DB01618,1
920,DB00972,DB08893,1
921,DB00220,DB00615,1
922,DB00694,DB08895,1
923,DB01118,DB09274,1
924,DB05676,DB08912,1
925,DB01355,DB09038,1
926,DB00334,DB01041,1
927,DB00683,DB01403,1
928,DB00387,DB00924,1
929,DB00180,DB00619,1
930,DB00508,DB00696,1
931,DB00603,DB01120,1
932,DB00691,DB00806,1
933,DB00749,DB09026,1
934,DB00387,DB00497,1
935,DB00674,DB00732,1
936,DB00425,DB06216,1
937,DB00472,DB01178,1
938,DB00762,DB00794,1
939,DB00457,DB00996,1
940,DB01062,DB08893,1
941,DB01097,DB06372,1
942,DB05812,DB09036,1
943,DB06212,DB08820,1
944,DB00897,DB01323,1
945,DB00741,DB01656,1
946,DB01167,DB09053,1
947,DB00446,DB04817,1
948,DB08895,DB09547,1
949,DB01207,DB06692,1
950,DB00009,DB00573,1
951,DB00404,DB00932,1
952,DB00951,DB06723,1
953,DB00007,DB00344,1
954,DB00582,DB09065,1
955,DB00559,DB00997,1
956,DB00622,DB09036,1
957,DB00363,DB00763,1
958,DB00338,DB01320,1
959,DB01267,DB01356,1
960,DB00159,DB00977,1
961,DB01234,DB08816,1
962,DB00908,DB09075,1
963,DB00316,DB00816,1
964,DB00490,DB09034,1
965,DB00246,DB06201,1
966,DB00946,DB01109,1
967,DB00218,DB00364,1
968,DB01001,DB01556,1
969,DB00974,DB01307,1
970,DB00794,DB09074,1
971,DB00530,DB08820,1
972,DB00343,DB01355,1
973,DB01207,DB08813,1
974,DB00285,DB01463,1
975,DB01106,DB06148,1
976,DB00187,DB00794,1
977,DB00031,DB00054,1
978,DB00031,DB06209,1
979,DB00472,DB00679,1
980,DB00484,DB01224,1
981,DB00794,DB04855,1
982,DB09079,DB11095,1
983,DB00007,DB01200,1
984,DB00603,DB06203,1
985,DB00196,DB01184,1
986,DB00350,DB01072,1
987,DB00490,DB01178,1
988,DB00490,DB00508,1
989,DB00476,DB01063,1
990,DB00540,DB00816,1
991,DB00371,DB00486,1
992,DB00687,DB01264,1
993,DB00081,DB06779,1
994,DB00181,DB00497,1
995,DB00277,DB01357,1
996,DB00831,DB00865,1
