,Entity_ID
396,DB05317
397,DB01367
398,DB05869
399,DB02800
400,DB07410
401,DB03101
402,P23786
403,DB03759
404,DB05104
405,DB08878
406,DB03453
407,DB04800
408,DB07270
409,DB02195
410,DB00754
411,Q99707
412,DB00594
413,DB07489
414,DB00730
415,DB07793
416,Q15031
417,Q9BYZ2
418,DB00166
419,DB01259
420,Q6TGC4
421,DB07045
422,DB04868
423,DB01861
424,P60174
425,DB01364
426,Q16552
427,DB05361
428,Q12882
429,P51512
430,Q6IB77
431,P22033
432,DB08176
433,P41250
434,Q13363
435,Q13557
436,DB02424
437,DB03849
438,DB07148
439,P49190
440,P35558
441,DB01488
442,DB07456
443,P10600
444,Q9P2W7
445,DB00717
446,DB00523
447,DB08620
448,DB02287
449,DB00832
450,Q16665
451,DB08907
452,Q8TCD5
453,P40261
454,DB00700
455,DB04368
456,DB03399
457,DB03206
458,DB00034
459,DB06714
460,DB01664
461,P07814
462,DB00912
463,DB00613
464,DB00548
465,DB08218
466,DB08361
467,DB08791
468,DB04722
469,DB04753
470,DB00094
471,DB02744
472,DB00125
473,DB07646
474,P05108
475,P08174
476,P25103
477,Q06187
478,P16389
479,DB01727
480,P21283
481,O43193
482,DB00591
483,DB05793
484,DB01221
485,Q96KS0
486,DB03765
487,DB08888
488,DB04608
489,P48169
490,Q8WXA8
491,DB07618
492,DB05141
493,DB00196
494,DB03404
495,DB05408
496,DB07004
497,DB00026
498,DB01031
499,DB07995
500,DB04234
501,DB04152
502,DB03726
503,DB08798
504,DB07801
505,P47897
506,DB01102
507,DB01403
508,DB03860
509,DB00598
510,DB02115
511,DB06831
512,DB03628
513,DB04560
514,O15403
515,DB05367
516,DB00852
517,DB07791
518,DB03341
519,P23467
520,P43088
521,DB05241
522,P48167
523,P08581
524,DB02512
525,P21802
526,DB08740
527,DB03207
528,DB01699
529,DB01097
530,Q16644
531,DB00346
532,Q15303
533,DB00413
534,DB08617
535,DB00154
536,DB05676
537,P15153
538,DB05505
539,DB06803
540,DB03294
541,Q15858
542,DB00163
543,P48449
544,Q13547
545,P04626
546,Q92569
547,P00736
548,P09884
549,DB07031
550,DB03346
551,P35398
552,DB04721
553,DB06791
554,DB02381
555,DB08258
556,DB05095
557,DB07583
558,P12314
559,P49366
560,DB01689
561,DB05047
562,DB04798
563,P30084
564,DB04654
565,P16083
566,DB00511
567,Q9H4Y5
568,DB07037
569,DB01035
570,O60701
571,DB05415
572,DB01160
573,DB03645
574,P15954
575,DB07497
576,P01859
577,P47869
578,Q00536
579,DB00114
580,DB08889
581,P11712
582,Q9P0J0
583,DB00857
584,P0C0L4
585,P01374
586,DB04805
587,DB00174
588,DB05268
589,DB01800
590,DB03100
591,P06276
592,DB02407
593,DB03093
594,DB08694
595,P04424
596,DB01807
597,DB08535
598,Q07912
599,DB02715
600,DB01082
601,DB04674
602,DB08766
603,DB08300
604,Q92843
605,DB00380
606,DB07657
607,DB07154
608,DB07956
609,DB08022
610,DB07617
611,P49411
612,Q5T4S7
613,DB05092
614,DB00324
615,P48551
616,DB02144
617,DB07334
618,DB01120
619,Q5NUL3
620,DB03080
621,P54219
622,P36544
623,DB03572
624,P51686
625,DB01588
626,P28221
627,DB06855
628,Q9BXJ7
629,DB01168
630,P01583
631,DB06973
632,P78348
633,O60494
634,DB02731
635,Q9UHW9
636,DB02185
637,DB07851
638,DB03110
639,DB02558
640,DB00704
641,P05181
642,DB07450
643,Q99873
644,DB03722
645,P40926
646,DB08420
647,P14543
648,DB00541
649,DB06176
650,DB01036
651,DB05134
652,P18031
653,P06732
654,DB05486
655,DB04534
656,DB06996
657,DB06856
658,DB02193
659,DB07032
660,DB07843
661,P49257
662,DB02436
663,P14927
664,DB03175
665,P42263
666,DB05139
667,DB01442
668,DB04786
669,DB06713
670,DB00372
671,DB00549
672,DB07356
673,DB05930
674,DB00851
675,DB05774
676,DB07980
677,DB05050
678,DB03245
679,DB00004
680,DB04453
681,DB08885
682,DB00155
683,O94925
684,DB04683
685,DB02341
686,DB00657
687,DB04855
688,DB07280
689,DB05046
690,Q9Y5R2
691,P78334
692,DB00298
693,DB07639
694,DB07502
695,DB00922
696,DB07638
697,DB08935
698,DB03714
699,P09382
700,DB03455
701,Q9Y600
702,DB07542
703,P59768
704,DB07443
705,DB07720
706,DB05255
707,P19971
708,Q03721
709,DB08083
710,Q8NBP7
711,DB08219
712,P67775
713,Q96RI1
714,DB04836
715,O00469
716,P50897
717,P06858
718,DB07195
719,DB07346
720,P22314
721,DB04873
722,DB00354
723,P61160
724,O14880
725,DB08770
726,Q9Y275
727,DB00216
728,Q13748
729,Q14654
730,Q9UHA3
731,DB08591
732,DB07353
733,P02749
734,DB08067
735,DB00366
736,P09038
737,DB01989
738,P34995
739,DB05900
740,P61769
741,DB07249
742,P27695
743,P12532
744,DB01076
745,DB02900
746,DB04865
747,P49747
748,DB00535
749,DB00481
750,Q9H853
751,O15067
752,DB00257
753,DB05265
754,DB00512
755,P09917
756,DB03430
757,DB03078
758,P60953
759,DB04325
760,P07948
761,O43920
762,DB03788
763,DB06902
764,DB01969
765,DB05316
766,P23381
767,DB03486
768,P07949
769,DB03526
770,P46059
771,DB00153
772,P51800
773,DB04238
774,DB08241
775,DB06963
776,DB08003
777,DB03848
778,P52209
779,DB02637
780,DB00323
781,Q9BZX2
782,P42685
783,DB06971
784,DB08618
785,P09238
786,DB05369
787,DB04334
788,DB01138
789,DB03690
790,DB07887
791,DB03183
792,DB04840
793,DB07909
794,DB00629
795,O15217
796,DB04902
797,DB03643
798,DB05075
799,DB02081
800,DB04851
801,DB08503
802,P37268
803,DB00933
804,O60512
805,P15382
806,Q05932
807,DB00185
808,DB03636
809,DB08687
810,P62745
811,DB01047
812,P05165
813,DB03136
814,DB08192
815,DB05750
816,P26639
817,DB05773
818,DB02569
819,DB06777
820,DB07011
821,Q9Y6F1
822,DB00490
823,Q13126
824,DB00208
825,DB08498
826,DB00206
827,DB00964
828,Q9UL54
829,P04629
830,DB05338
831,DB05413
832,DB07636
833,DB04551
834,Q9BY41
835,Q9BQE3
836,DB08533
837,DB01030
838,DB08077
839,DB08011
840,DB00340
841,DB00690
842,DB01070
843,Q96RQ9
844,Q9NUB1
845,P14649
846,Q02338
847,DB02709
848,DB00873
849,DB02352
850,DB00250
851,Q9Y663
852,DB05876
853,DB01209
854,Q9Y2Q0
855,DB01395
856,DB02401
857,DB06927
858,DB01081
859,DB05062
860,DB07224
861,P48547
862,Q06609
863,DB03996
864,P27707
865,Q16719
866,P49841
867,P00740
868,DB07577
869,DB01019
870,P00709
871,DB04983
872,O14841
873,DB00054
874,DB08756
875,DB07403
876,DB00648
877,DB05364
878,P30518
879,DB03223
880,DB00998
881,O94760
882,DB07981
883,P26951
884,DB02448
885,DB05382
886,P23919
887,DB08387
888,Q05940
889,DB07624
890,P20618
891,Q9Y5R8
892,DB00902
893,Q16647
894,DB02635
895,DB01922
896,DB01681
897,P42768
898,DB04003
899,P39900
900,DB01118
901,P22607
902,DB00929
903,DB08550
904,DB05168
905,DB00926
906,DB00752
907,DB08292
908,DB03268
909,Q9Y619
910,DB09074
911,P14621
912,O43837
913,P31749
914,Q02643
915,P40925
916,DB03250
917,DB00393
918,DB02378
919,P02745
920,DB08499
921,DB07228
922,Q8IVS2
923,DB07254
924,DB04001
925,DB04018
926,DB07231
927,DB08277
928,DB00879
929,DB01399
930,DB07849
931,P11509
932,DB08009
933,DB03896
934,DB07316
935,DB02692
936,P29972
937,DB00794
938,P16234
939,DB02615
940,P30305
941,DB02078
942,Q9Y2U5
943,P00751
944,DB02073
945,DB07764
946,DB01262
947,DB04947
948,DB01756
949,DB08320
950,DB07259
951,P30838
952,DB02539
953,DB05764
954,DB04573
955,DB05024
956,DB06867
957,DB02553
958,DB02812
959,P06493
960,DB06712
961,P55055
962,DB08633
963,O76074
964,DB07230
965,P10768
966,O60942
967,O15270
968,DB08247
969,P14679
970,Q9NY59
971,Q15738
972,P07602
973,DB04697
974,Q16613
975,DB08369
976,P11717
977,DB03519
978,O95190
979,Q9UI32
980,DB00736
981,DB03886
982,DB07607
983,P30793
984,DB03737
985,P15086
986,DB04281
987,P55786
988,P24046
989,DB04660
990,DB01241
991,DB00275
992,DB08487
993,DB04723
994,DB07716
995,DB04769
996,DB07712
997,DB02020
998,DB04768
999,DB03103
1000,DB03288
1001,DB01279
1002,DB04864
1003,P02144
1004,Q15648
1005,DB00524
1006,Q9Y2J8
1007,DB03005
1008,DB01840
1009,DB07213
1010,P07203
1011,DB01452
1012,Q9HBH1
1013,DB00016
1014,DB06976
1015,DB00097
1016,P04035
1017,DB03967
1018,DB08210
1019,DB00384
1020,DB02854
1021,DB08423
1022,DB02449
1023,Q9H4G4
1024,Q9UGN5
1025,DB05343
1026,DB00576
1027,DB00563
1028,Q00653
1029,DB08134
1030,Gene
1031,Q92506
1032,DB06218
1033,DB00910
1034,DB01225
1035,Q9H169
1036,DB04106
1037,DB01734
1038,Q15118
1039,DB06101
1040,DB03635
1041,DB05785
1042,P07919
1043,DB01136
1044,P35499
1045,DB08221
1046,P05187
1047,DB07091
1048,DB04665
1049,DB01427
1050,DB07124
1051,DB07393
1052,P30542
1053,DB02918
1054,DB01275
1055,DB03195
1056,DB00297
1057,DB00701
1058,P23528
1059,DB00062
1060,DB00452
1061,DB08577
1062,DB08611
1063,P08709
1064,DB08488
1065,DB08395
1066,P31350
1067,DB08866
1068,DB01644
1069,DB07129
1070,DB00158
1071,O14727
1072,DB05308
1073,O94788
1074,DB00017
1075,DB03637
1076,P98170
1077,P13051
1078,Q9NRF9
1079,DB02754
1080,P20594
1081,DB00715
1082,DB00714
1083,DB08398
1084,DB06605
1085,P68871
1086,DB07658
1087,DB03176
1088,P25024
1089,DB09217
1090,DB07133
1091,DB05694
1092,DB00573
1093,DB04074
1094,O95342
1095,Q9UBX3
1096,P62136
1097,DB07584
1098,DB03974
1099,DB06994
1100,DB04858
1101,DB00450
1102,DB00637
1103,DB03217
1104,Q9UHY7
1105,DB02279
1106,DB00809
1107,DB00797
1108,DB04468
1109,DB04299
1110,DB03338
1111,DB02684
1112,DB01821
1113,DB00619
1114,O00459
1115,DB07632
1116,Q14416
1117,Q04844
1118,DB03981
1119,P54760
1120,DB00773
1121,DB08129
1122,DB01125
1123,DB07866
1124,DB00254
1125,Q6UWM7
1126,Q07075
1127,DB00239
1128,P49788
1129,DB06709
1130,DB01080
1131,DB02998
1132,P02458
1133,DB00606
1134,O60939
1135,DB06992
1136,DB04387
1137,DB07665
1138,DB00476
1139,DB00423
1140,DB08099
1141,DB08238
1142,Q16850
1143,DB07142
1144,DB00583
1145,DB07916
1146,DB02164
1147,P49913
1148,DB00091
1149,DB08411
1150,DB00435
1151,Q9Y285
1152,DB08780
1153,P50607
1154,DB05216
1155,Q9Y345
1156,P24530
1157,Q8N8N7
1158,DB04012
1159,DB07832
1160,DB08085
1161,P80511
1162,DB05797
1163,Q9NZV6
1164,P56696
1165,DB00741
1166,P06756
1167,DB01645
1168,DB04833
1169,Q92831
1170,DB03928
1171,Q13258
1172,DB05463
1173,P05155
1174,Q9H3N8
1175,DB01248
1176,DB08908
1177,DB00871
1178,DB00559
1179,O00305
1180,DB08096
1181,DB00692
1182,DB04991
1183,DB00042
1184,DB04820
1185,DB03251
1186,DB00156
1187,DB08730
1188,Q969G6
1189,DB02696
1190,DB01608
1191,DB08383
1192,DB07498
1193,O95069
1194,P51787
1195,DB07278
1196,DB08023
1197,DB08060
1198,DB00403
1199,DB07540
1200,O60513
1201,DB07449
1202,DB01189
1203,DB02348
1204,Q9ULA0
1205,DB00496
1206,DB04620
1207,DB07441
1208,P49221
1209,DB06877
1210,Q9BY49
1211,DB06878
1212,DB08464
1213,P43026
1214,DB00285
1215,DB01851
1216,DB08029
1217,DB08815
1218,DB07366
1219,DB08084
1220,O75380
1221,DB02360
1222,DB02054
1223,DB02915
1224,DB05319
1225,DB08892
1226,DB00401
1227,DB02034
1228,P37023
1229,DB07016
1230,DB06986
1231,DB06262
1232,DB08534
1233,DB02843
1234,P62942
1235,DB02388
1236,DB07448
1237,DB04335
1238,P63096
1239,P12318
1240,DB07719
1241,DB08037
1242,DB02910
1243,DB01762
1244,DB06924
1245,DB01245
1246,DB08497
1247,P41439
1248,DB08445
1249,P78352
1250,DB06623
1251,Q93088
1252,DB03129
1253,Q16854
1254,DB04901
1255,DB07297
1256,DB00344
1257,DB04860
1258,DB08191
1259,DB03876
1260,DB06829
1261,DB07697
1262,DB03828
1263,DB08351
1264,DB04522
1265,P05120
1266,Q16739
1267,DB08313
1268,P42336
1269,Q01668
1270,O43741
1271,DB02563
1272,DB02547
1273,P01764
1274,DB05220
1275,DB05116
1276,Q16566
1277,DB06096
1278,Q9UBT6
1279,O43704
1280,DB01273
1281,Q96SL4
1282,DB07318
1283,Q14831
1284,DB02220
1285,DB07328
1286,DB00575
1287,DB04933
1288,DB02895
1289,DB08059
1290,P08887
1291,DB02508
1292,DB01365
1293,DB00188
1294,DB00953
1295,DB03256
1296,DB07710
1297,DB03401
1298,Q16795
1299,DB01567
1300,P11511
1301,Q9NPJ3
1302,Q86WA6
1303,DB00458
1304,DB00414
1305,DB05744
1306,DB07360
1307,DB08813
1308,DB01621
1309,DB07457
1310,DB03604
1311,Q9H306
1312,P22102
1313,DB08246
1314,DB00795
1315,DB01445
1316,DB08495
1317,Q9H4M7
1318,P47870
1319,DB00192
1320,DB07491
1321,Q16445
1322,Q16671
1323,DB05662
1324,DB00383
1325,DB01832
1326,P27986
1327,DB03792
1328,DB08065
1329,DB07857
1330,DB08489
1331,DB07107
1332,DB09053
1333,DB00360
1334,DB00350
1335,DB02662
1336,Q14003
1337,Q00975
1338,DB08762
1339,P51168
1340,DB08088
1341,DB04754
1342,DB04563
1343,DB08412
1344,DB04544
1345,DB04000
1346,P22748
1347,DB03081
1348,DB00884
1349,DB08128
1350,DB02691
1351,DB01424
1352,P42126
1353,DB04821
1354,DB04930
1355,P38484
1356,P49721
1357,P60880
1358,DB01357
1359,DB05359
1360,DB07093
1361,DB00868
1362,P48664
1363,DB03983
1364,P18545
1365,DB03890
1366,P28072
1367,Q9Y468
1368,DB07311
1369,Q92793
1370,P31151
1371,DB08430
1372,P68371
1373,DB07167
1374,DB07559
1375,DB08555
1376,DB00418
1377,DB00472
1378,DB03494
1379,DB03216
1380,P35080
1381,P21397
1382,DB00626
1383,Q9H252
1384,DB07447
1385,O00206
1386,Q8NEB9
1387,DB00145
1388,Q13443
1389,Q99062
1390,DB00066
1391,DB03754
1392,DB08891
1393,P24310
1394,P15260
1395,DB04345
1396,P14618
1397,DB06941
1398,Q5T601
1399,P32019
1400,DB08187
1401,Q99714
1402,DB06335
1403,DB00321
1404,Q9UJS0
1405,DB00843
1406,DB07485
1407,DB06612
1408,Q9H244
1409,DB07137
1410,P02585
1411,DB07156
1412,DB00277
1413,DB01205
1414,DB08658
1415,DB03589
1416,DB02919
1417,DB00382
1418,DB00683
1419,DB01132
1420,DB06980
1421,P55011
1422,DB05798
1423,P05452
1424,P19634
1425,DB00353
1426,DB01296
1427,DB03984
1428,P00167
1429,P09210
1430,P29377
1431,DB05101
1432,P42345
1433,P36897
1434,DB06852
1435,DB00943
1436,P01709
1437,DB02260
1438,Q9NZD2
1439,DB02166
1440,DB05838
1441,P01579
1442,DB08394
1443,DB03042
1444,DB04843
1445,DB03150
1446,P13498
1447,P02760
1448,DB08593
1449,DB00203
1450,P13726
1451,Q03426
1452,DB00404
1453,P51606
1454,P07947
1455,DB05351
1456,P51003
1457,DB00869
1458,DB04878
1459,DB00289
1460,DB03782
1461,DB01024
1462,P50750
1463,DB01071
1464,DB07289
1465,DB08162
1466,DB03092
1467,DB03623
1468,DB02107
1469,DB04285
1470,DB04974
1471,DB07126
1472,P31645
1473,DB02328
1474,DB00179
1475,Q13427
1476,DB09143
1477,P49619
1478,Q9UN76
1479,P62491
1480,P50213
1481,P33681
1482,DB00244
1483,DB07902
1484,DB02509
1485,P00558
1486,O95169
1487,Q9Y666
1488,DB04185
1489,P47712
1490,DB01202
1491,DB08881
1492,DB08696
1493,DB05036
1494,DB07821
1495,DB01964
1496,DB07593
1497,P08758
1498,DB00489
1499,DB01944
1500,P09211
1501,DB02277
1502,DB05488
1503,DB00731
1504,DB07196
1505,P36405
1506,P84098
1507,DB09026
1508,P17516
1509,DB02039
1510,P09601
1511,DB00913
1512,DB07368
1513,O60909
1514,DB00491
1515,DB06757
1516,DB08466
1517,DB01043
1518,P22459
1519,DB01745
1520,DB03428
1521,DB01597
1522,DB07480
1523,Q9BW92
1524,DB02697
1525,DB06899
1526,DB00459
1527,DB02548
1528,P25021
1529,DB07347
1530,DB01295
1531,DB00069
1532,DB00991
1533,DB01481
1534,DB04318
1535,DB08098
1536,Q15822
1537,Q14289
1538,DB04471
1539,DB07358
1540,DB07852
1541,DB08519
1542,DB09051
1543,Q9NSA2
1544,P31327
1545,Q8N1Q1
1546,DB00396
1547,DB07333
1548,DB08645
1549,P23284
1550,DB02396
1551,Q9Y694
1552,DB04816
1553,DB02197
1554,P48506
1555,DB08163
1556,DB06896
1557,DB06205
1558,DB06870
1559,DB04622
1560,DB07512
1561,DB02620
1562,DB04863
1563,O75460
1564,DB05201
1565,DB00041
1566,DB07380
1567,DB07382
1568,DB00293
1569,DB06848
1570,DB03956
1571,DB04287
1572,DB05457
1573,DB00782
1574,Q9Y691
1575,DB03442
1576,O75828
1577,P51160
1578,P29371
1579,DB00599
1580,DB00835
1581,DB03932
1582,DB01420
1583,DB05262
1584,P02743
1585,DB07537
1586,P07108
1587,DB03328
1588,P00966
1589,O75899
1590,DB05014
1591,DB01591
1592,DB00113
1593,DB03542
1594,DB08773
1595,P16233
1596,P21281
1597,DB00502
1598,DB01250
1599,DB03864
1600,DB03395
1601,DB07143
1602,DB05471
1603,Q9H2G2
1604,P20674
1605,DB03731
1606,DB03019
1607,DB04685
1608,DB07122
1609,O75879
1610,DB01094
1611,Q14994
1612,P05451
1613,DB00967
1614,DB05905
1615,DB04724
1616,P48544
1617,DB00464
1618,DB01708
1619,P08700
1620,DB01247
1621,Q9NY72
1622,DB08454
1623,P19224
1624,DB01394
1625,P20231
1626,Q13627
1627,P26196
1628,P48728
1629,DB00687
1630,DB07081
1631,P07585
1632,Q9H2P9
1633,DB05311
1634,DB08301
1635,P26447
1636,DB00582
1637,DB00243
1638,O95263
1639,DB08385
1640,DB02007
1641,DB08745
1642,DB01039
1643,DB06948
1644,DB00483
1645,DB01284
1646,DB02097
1647,Q12879
1648,DB08262
1649,P43003
1650,DB02479
1651,DB02607
1652,DB00865
1653,DB03314
1654,Q9BZZ2
1655,DB00526
1656,Q12756
1657,P35225
1658,Q8IWT1
1659,DB01148
1660,DB05037
1661,DB05358
1662,DB03396
1663,DB04068
1664,DB02528
1665,DB04838
1666,O60294
1667,DB01055
1668,DB02249
1669,DB00310
1670,DB01929
1671,DB08775
1672,P00915
1673,Q9Y5Y4
1674,Q14494
1675,DB06729
1676,Q00169
1677,DB00897
1678,P08697
1679,DB00193
1680,P09429
1681,DB03185
1682,DB01151
1683,Q6ZQY3
1684,DB06697
1685,DB00072
1686,DB00122
1687,DB02902
1688,DB00771
1689,Q969S8
1690,DB04036
1691,DB07274
1692,P07437
1693,DB06844
1694,DB02837
1695,DB07033
1696,DB07014
1697,DB01525
1698,P18440
1699,Q14376
1700,DB05804
1701,DB07400
1702,Q03393
1703,DB00391
1704,DB00349
1705,DB02395
1706,DB09043
1707,P28332
1708,DB07908
1709,DB03968
1710,P68366
1711,P10275
1712,DB08583
1713,DB07798
1714,P23945
1715,DB03557
1716,P10176
1717,DB05848
1718,P24666
1719,DB05022
1720,DB01933
1721,DB08729
1722,DB08352
1723,Q9Y6K0
1724,P41240
1725,P45880
1726,P00533
1727,DB05470
1728,DB00173
1729,DB00358
1730,Q9BVA1
1731,P01892
1732,P46597
1733,P07550
1734,Q96GD0
1735,DB04027
1736,DB08461
1737,DB07794
1738,DB07749
1739,P11678
1740,DB00977
1741,DB06999
1742,DB07074
1743,P50281
1744,DB03525
1745,DB03026
1746,DB07862
1747,DB06854
1748,DB06733
1749,DB04410
1750,DB02573
1751,Q08426
1752,DB04374
1753,DB04348
1754,P11177
1755,Q96EY8
1756,DB00480
1757,DB02932
1758,DB01535
1759,DB01232
1760,DB06875
1761,P08473
1762,DB06972
1763,P50406
1764,DB01175
1765,Q07001
1766,Q16134
1767,DB01712
1768,O14717
1769,DB04680
1770,DB00824
1771,DB04105
1772,P04004
1773,DB01656
1774,DB02014
1775,O14556
1776,DB05920
1777,DB06813
1778,DB00756
1779,DB06916
1780,DB04426
1781,DB03413
1782,DB00987
1783,P09110
1784,DB02494
1785,O75676
1786,P48651
1787,DB03351
1788,P14784
1789,DB00501
1790,DB02342
1791,O14949
1792,DB01835
1793,DB04719
1794,DB00533
1795,DB02109
1796,DB09272
1797,P27816
1798,P31937
1799,DB08903
1800,DB01257
1801,DB00031
1802,DB00167
1803,DB08527
1804,P54710
1805,DB00095
1806,P40238
1807,DB09080
1808,P30153
1809,DB01908
1810,P11474
1811,P48775
1812,DB04557
1813,DB08424
1814,P08253
1815,P22570
1816,DB07987
1817,DB07419
1818,DB02021
1819,DB07944
1820,DB00770
1821,DB04125
1822,DB09033
1823,P26572
1824,P29460
1825,P31949
1826,P08519
1827,DB00284
1828,DB06964
1829,Q96GR2
1830,DB00527
1831,P51649
1832,Q96RD7
1833,Q6NUM9
1834,DB00650
1835,Q969I3
1836,DB07942
1837,DB06077
1838,P06746
1839,DB01754
1840,DB01226
1841,DB05448
1842,DB08597
1843,DB08270
1844,DB02072
1845,DB05736
1846,DB03425
1847,DB07276
1848,DB03128
1849,DB02987
1850,DB07548
1851,DB03359
1852,DB04912
1853,O15264
1854,P11172
1855,O95168
1856,DB00937
1857,DB04850
1858,Q9NVS9
1859,DB01158
1860,P45381
1861,DB00385
1862,P80188
1863,DB04895
1864,DB08360
1865,DB01667
1866,DB04021
1867,DB07779
1868,P20711
1869,DB03606
1870,DB04801
1871,P13674
1872,O14936
1873,Q9HCS2
1874,P08048
1875,DB01497
1876,DB00976
1877,DB06909
1878,DB04653
1879,DB02779
1880,Q9GZU7
1881,DB01398
1882,DB01750
1883,P62508
1884,DB08402
1885,P19404
1886,DB07676
1887,DB00630
