,Gene_ID,Disease_ID,label
746,135,C0022333,1
747,135,C0023893,1
748,135,C0025193,1
749,135,C0026650,1
750,135,C0030319,1
751,135,C0033141,1
752,135,C0033937,1
753,135,C0033941,1
754,135,C0034189,1
755,135,C0035126,1
756,135,C0036341,1
757,135,C0036529,1
758,135,C0036690,1
759,135,C0040822,1
760,135,C0040827,1
761,135,C0041696,1
762,135,C0041755,1
763,135,C0086133,1
764,135,C0086189,1
765,135,C0086769,1
766,135,C0149840,1
767,135,C0149958,1
768,135,C0234370,1
769,135,C0234373,1
770,135,C0234374,1
771,135,C0234375,1
772,135,C0234376,1
773,135,C0234377,1
774,135,C0234378,1
775,135,C0234379,1
776,135,C0234535,1
777,135,C0235078,1
778,135,C0235081,1
779,135,C0235083,1
780,135,C0235843,1
781,135,C0236804,1
782,135,C0242973,1
783,135,C0243026,1
784,135,C0270541,1
785,135,C0270844,1
786,135,C0270846,1
787,135,C0349255,1
788,135,C0376280,1
789,135,C0393759,1
790,135,C0422850,1
791,135,C0422852,1
792,135,C0422853,1
793,135,C0422854,1
794,135,C0422855,1
795,135,C0525045,1
796,135,C0541798,1
797,135,C0751110,1
798,135,C0751123,1
799,135,C0751217,1
800,135,C0751249,1
801,135,C0751250,1
802,135,C0751252,1
803,135,C0751494,1
804,135,C0751496,1
805,135,C0751564,1
806,135,C0878544,1
807,135,C1262477,1
808,135,C1527384,1
809,135,C3495874,1
810,135,C4316903,1
811,135,C4317109,1
812,135,C4317123,1
813,135,C4505436,1
814,136,C0034189,1
815,136,C0036690,1
816,136,C0243026,1
817,136,C1719672,1
818,140,C0022116,1
819,140,C0023893,1
820,140,C0027051,1
821,142,C0002170,1
822,142,C0004153,1
823,142,C0006142,1
824,142,C0009402,1
825,142,C0009404,1
826,142,C0011603,1
827,142,C0014518,1
828,142,C0021368,1
829,142,C0022821,1
830,142,C0025202,1
831,142,C0025363,1
832,142,C0026764,1
833,142,C0028754,1
834,142,C0032285,1
835,142,C0032300,1
836,142,C0034069,1
837,142,C0036529,1
838,142,C0042842,1
839,142,C0085742,1
840,142,C0086873,1
841,142,C0162311,1
842,142,C0242423,1
843,142,C0263477,1
844,142,C0264956,1
845,142,C0270611,1
846,142,C0376358,1
847,142,C0452047,1
848,142,C0678222,1
849,142,C0752097,1
850,142,C0752098,1
851,142,C0752100,1
852,142,C0752101,1
853,142,C0752104,1
854,142,C0752105,1
855,142,C0878544,1
856,142,C0887898,1
857,142,C0917816,1
858,142,C1257931,1
859,142,C1274933,1
860,142,C1868675,1
861,142,C3658301,1
862,142,C3658302,1
863,142,C3714636,1
864,142,C3714756,1
865,142,C4302111,1
866,143,C0007102,1
867,143,C0009375,1
868,147,C0018800,1
869,147,C0022333,1
870,147,C0023893,1
871,147,C0036572,1
872,147,C0149504,1
873,147,C0149958,1
874,147,C0154659,1
875,147,C0234535,1
876,147,C0235032,1
877,147,C0270824,1
878,147,C0270844,1
879,147,C0422853,1
880,147,C0422854,1
881,147,C0422855,1
882,147,C0494475,1
883,147,C0525045,1
884,147,C0751056,1
885,147,C0751110,1
886,147,C0751123,1
887,147,C0751494,1
888,147,C0751495,1
889,147,C3495874,1
890,147,C4317123,1
891,148,C0005586,1
892,148,C0006142,1
893,148,C0006870,1
894,148,C0009171,1
895,148,C0011853,1
896,148,C0023890,1
897,148,C0036341,1
898,148,C0038433,1
899,148,C0041696,1
900,148,C0239946,1
901,148,C0600519,1
902,148,C0600520,1
903,150,C0001973,1
904,150,C0011570,1
905,150,C0014544,1
906,150,C0018799,1
907,150,C0018800,1
908,150,C0020538,1
909,150,C0020649,1
910,150,C0086237,1
911,150,C0086769,1
912,150,C0236018,1
913,150,C0525045,1
914,150,C1383860,1
915,151,C0010520,1
916,151,C0020796,1
917,151,C0025363,1
918,151,C0917816,1
919,151,C1832841,1
920,151,C1842852,1
921,151,C3714756,1
922,152,C0005586,1
923,152,C0016059,1
924,152,C0018800,1
925,152,C0018801,1
926,152,C0018802,1
927,152,C0023212,1
928,152,C1383860,1
929,152,C1623038,1
930,152,C1959583,1
931,152,C1961112,1
932,153,C0005612,1
933,153,C0007193,1
934,153,C0007222,1
935,153,C0011581,1
936,153,C0011849,1
937,153,C0018801,1
938,153,C0020538,1
939,153,C0023212,1
940,153,C0024623,1
941,153,C0027055,1
942,153,C0151744,1
943,153,C0235527,1
944,153,C0242973,1
945,153,C0333233,1
946,153,C1449563,1
947,153,C1708349,1
948,154,C0005586,1
949,154,C0007193,1
950,154,C0016059,1
951,154,C0020473,1
952,154,C0024115,1
953,154,C0024623,1
954,154,C0027765,1
955,154,C0033141,1
956,154,C0036529,1
957,154,C0038356,1
958,154,C0040827,1
959,154,C0149840,1
960,154,C0151744,1
961,154,C0234370,1
962,154,C0234371,1
963,154,C0234372,1
964,154,C0234373,1
965,154,C0234376,1
966,154,C0234378,1
967,154,C0234379,1
968,154,C0234381,1
969,154,C0235081,1
970,154,C0235082,1
971,154,C0235843,1
972,154,C0243010,1
973,154,C0376358,1
974,154,C0751565,1
975,154,C0920563,1
976,154,C0936243,1
977,154,C1623038,1
978,154,C1706412,1
979,154,C4505456,1
980,155,C0002152,1
981,155,C0018801,1
982,155,C0020473,1
983,155,C0023212,1
984,155,C0036341,1
985,155,C0038433,1
986,155,C0149721,1
987,155,C0235527,1
988,155,C1269683,1
989,155,C1706412,1
990,155,C1959583,1
991,156,C0000768,1
992,156,C0003873,1
993,156,C0007222,1
994,156,C0011581,1
995,156,C0012684,1
996,156,C0018800,1
997,156,C0018801,1
998,156,C0018802,1
999,156,C0020538,1
1000,156,C0033141,1
1001,156,C0036529,1
1002,156,C0162820,1
1003,156,C0235527,1
1004,156,C0752351,1
1005,156,C0878544,1
1006,156,C1319315,1
1007,156,C1383860,1
1008,156,C1959583,1
1009,156,C1961112,1
1010,157,C0005586,1
1011,157,C0009171,1
1012,157,C0024713,1
1013,157,C0036341,1
1014,157,C0338831,1
1015,157,C0600427,1
1016,158,C0268126,1
1017,158,C0543888,1
1018,158,C3714756,1
1019,159,C0036341,1
1020,165,C0013720,1
1021,166,C0151744,1
1022,173,C0023893,1
1023,173,C0041755,1
1024,173,C1565662,1
1025,174,C0006142,1
1026,174,C0019207,1
1027,174,C0019208,1
1028,174,C0023893,1
1029,174,C0023895,1
1030,174,C0023904,1
1031,174,C0024623,1
1032,174,C0024668,1
1033,174,C0038356,1
1034,174,C0086404,1
1035,174,C0086565,1
1036,174,C0678222,1
1037,174,C1257931,1
1038,174,C1458155,1
1039,174,C1708349,1
1040,174,C2239176,1
1041,174,C3714756,1
1042,175,C0036341,1
1043,175,C3714756,1
1044,176,C0003873,1
1045,176,C0029434,1
1046,176,C0238288,1
1047,176,C1842149,1
1048,176,C3665488,1
1049,176,C3714756,1
1050,177,C0003873,1
1051,177,C0004153,1
1052,177,C0011875,1
1053,177,C0020429,1
1054,177,C0020456,1
1055,177,C0020564,1
1056,177,C0025945,1
1057,177,C0027796,1
1058,177,C0029408,1
1059,177,C0030286,1
1060,177,C0036341,1
1061,177,C0042656,1
1062,177,C0086743,1
1063,177,C0234247,1
1064,177,C0234249,1
1065,177,C0262593,1
1066,177,C0423711,1
1067,177,C0458247,1
1068,177,C0751212,1
1069,177,C0751371,1
1070,177,C0751372,1
1071,177,C0751373,1
1072,177,C2936719,1
1073,178,C0003886,1
1074,178,C0007194,1
1075,178,C0220994,1
1076,178,C1968739,1
1077,178,C1968740,1
1078,178,C1968741,1
1079,178,C1968742,1
1080,178,C2936915,1
1081,178,C3714756,1
1082,181,C0028754,1
1083,182,C0005940,1
1084,182,C0006142,1
1085,182,C0008370,1
1086,182,C0010038,1
1087,182,C0010606,1
1088,182,C0011053,1
1089,182,C0015393,1
1090,182,C0017636,1
1091,182,C0018798,1
1092,182,C0036095,1
1093,182,C0036341,1
1094,182,C0039685,1
1095,182,C0085280,1
1096,182,C0086395,1
1097,182,C0162872,1
1098,182,C0282631,1
1099,182,C0334588,1
1100,182,C0581883,1
1101,182,C0678222,1
1102,182,C0887833,1
1103,182,C1257931,1
1104,182,C1621958,1
1105,182,C1857761,1
1106,182,C2930797,1
1107,182,C3665473,1
1108,182,C3714756,1
1109,182,C4082305,1
1110,183,C0002063,1
1111,183,C0002871,1
1112,183,C0003460,1
1113,183,C0004153,1
1114,183,C0007192,1
1115,183,C0007273,1
1116,183,C0007370,1
1117,183,C0009241,1
1118,183,C0011570,1
1119,183,C0011581,1
1120,183,C0011853,1
1121,183,C0011881,1
1122,183,C0011884,1
1123,183,C0017658,1
1124,183,C0017667,1
1125,183,C0017668,1
1126,183,C0018799,1
1127,183,C0020429,1
1128,183,C0020452,1
1129,183,C0020649,1
1130,183,C0021368,1
1131,183,C0022333,1
1132,183,C0023890,1
1133,183,C0027051,1
1134,183,C0027055,1
1135,183,C0027540,1
1136,183,C0029944,1
1137,183,C0030922,1
1138,183,C0032285,1
1139,183,C0032300,1
1140,183,C0032914,1
1141,183,C0033141,1
1142,183,C0033687,1
1143,183,C0034069,1
1144,183,C0035078,1
1145,183,C0035126,1
1146,183,C0035344,1
1147,183,C0036529,1
1148,183,C0038433,1
1149,183,C0040053,1
1150,183,C0041956,1
1151,183,C0042484,1
1152,183,C0085580,1
1153,183,C0085786,1
1154,183,C0149721,1
1155,183,C0151744,1
1156,183,C0178824,1
1157,183,C0233612,1
1158,183,C0234533,1
1159,183,C0234535,1
1160,183,C0242698,1
1161,183,C0243050,1
1162,183,C0266313,1
1163,183,C0270844,1
1164,183,C0270846,1
1165,183,C0271650,1
1166,183,C0333233,1
1167,183,C0422852,1
1168,183,C0422853,1
1169,183,C0422854,1
1170,183,C0422855,1
1171,183,C0428977,1
1172,183,C0458247,1
1173,183,C0494475,1
1174,183,C0553980,1
1175,183,C0577631,1
1176,183,C0600178,1
1177,183,C0750986,1
1178,183,C0750987,1
1179,183,C0751056,1
1180,183,C0751211,1
1181,183,C0751213,1
1182,183,C0751214,1
1183,183,C0751494,1
1184,183,C0751495,1
1185,183,C0878544,1
1186,183,C0887898,1
1187,183,C1383860,1
1188,183,C1563937,1
1189,183,C1565489,1
1190,183,C1623038,1
1191,183,C1704377,1
1192,183,C1959583,1
1193,183,C1961112,1
1194,183,C2678367,1
1195,183,C2936380,1
1196,183,C2936381,1
1197,183,C2936719,1
1198,183,C3495874,1
1199,183,C3714636,1
1200,183,C3714756,1
1201,183,C3850148,1
1202,183,C3852953,1
1203,183,C4277533,1
1204,183,C4316903,1
1205,183,C4317109,1
1206,183,C4317123,1
1207,183,C4505436,1
1208,185,C0000786,1
1209,185,C0000822,1
1210,185,C0013274,1
1211,185,C0018801,1
1212,185,C0018802,1
1213,185,C0020538,1
1214,185,C0023212,1
1215,185,C0032000,1
1216,185,C0032019,1
1217,185,C0033687,1
1218,185,C0162871,1
1219,185,C0266313,1
1220,185,C0346300,1
1221,185,C0887833,1
1222,185,C1959583,1
1223,185,C1968949,1
1224,185,C2678367,1
1225,185,C2936170,1
1226,186,C0010093,1
1227,186,C0024623,1
1228,186,C0024668,1
1229,186,C0027627,1
1230,186,C0038356,1
1231,186,C0178324,1
1232,186,C0206692,1
1233,186,C0853897,1
1234,186,C1136249,1
1235,186,C3714756,1
1236,189,C0268164,1
1237,190,C0020619,1
1238,190,C0028960,1
1239,190,C0036875,1
1240,190,C0271623,1
1241,190,C0795887,1
1242,190,C0948896,1
1243,190,C2936419,1
1244,190,C3489396,1
1245,190,C4505291,1
1246,190,C4510744,1
