,Drug_ID,Protein_ID,label
179,DB04604,Q8TF76,1
180,DB00540,P28223,1
181,DB07344,Q8IVS2,1
182,DB02796,P00491,1
183,DB01424,P24462,1
184,DB05290,P25101,1
185,DB04855,O95069,1
186,DB07107,P17612,1
187,DB01643,P04818,1
188,DB00371,Q9UN88,1
189,DB07468,Q7Z406,1
190,DB00675,Q05655,1
191,DB03329,P07858,1
192,DB01942,Q9NQX3,1
193,DB02638,P47901,1
194,DB00296,Q9Y5Y9,1
195,DB00952,P28222,1
196,DB09082,P08684,1
197,DB00153,Q02318,1
198,DB00767,P20309,1
199,DB02400,P15559,1
200,DB04530,Q99418,1
201,DB00583,P23786,1
202,DB07987,P08254,1
203,DB00794,P28472,1
204,DB00979,P06276,1
205,DB06594,P05177,1
206,DB00031,P02671,1
207,DB02010,P48736,1
208,DB04147,P01595,1
209,DB00041,P14784,1
210,DB01171,P11712,1
211,DB00087,P02746,1
212,DB01496,P31644,1
213,DB00905,P43115,1
214,DB02640,P50579,1
215,DB01039,P08684,1
216,DB02648,P43155,1
217,DB00025,P07307,1
218,DB01834,P09211,1
219,DB03742,P03372,1
220,DB04464,P15954,1
221,DB00945,Q9Y478,1
222,DB09078,P35916,1
223,DB06603,Q9UQL6,1
224,DB00996,Q9NY47,1
225,DB04871,P28335,1
226,DB00558,Q9Y3R4,1
227,DB01196,P11137,1
228,DB00624,P04798,1
229,DB05736,P43235,1
230,DB00961,Q9Y5Y9,1
231,DB04395,P78362,1
232,DB03461,Q92506,1
233,DB01028,P34903,1
234,DB01588,P28476,1
235,DB00518,Q71U36,1
236,DB02325,P01375,1
237,DB04464,P09669,1
238,DB08800,P35367,1
239,DB04315,P49411,1
240,DB01873,P04350,1
241,DB00292,P14867,1
242,DB00475,P14867,1
243,DB00520,P08684,1
244,DB00599,Q13002,1
245,DB04574,P08684,1
246,DB01238,P28221,1
247,DB04513,P62158,1
248,DB00893,P68871,1
249,DB00540,P28335,1
250,DB01363,P18825,1
251,DB00976,P20815,1
252,DB02262,Q02127,1
253,DB01205,P28472,1
254,DB08164,P27487,1
255,DB07088,P07477,1
256,DB06237,O76074,1
257,DB08750,P35228,1
258,DB00197,Q9HAW7,1
259,DB00674,Q9GZZ6,1
260,DB03783,P11712,1
261,DB02772,P61626,1
262,DB06096,P28222,1
263,DB06097,Q02224,1
264,DB00642,P04818,1
265,DB01241,Q07869,1
266,DB00126,Q02809,1
267,DB06616,P00519,1
268,DB00551,P39900,1
269,DB00333,Q8TCU5,1
270,DB03892,P29475,1
271,DB00321,P20309,1
272,DB01782,Q9UQF2,1
273,DB00721,Q01959,1
274,DB01159,Q6W5P4,1
275,DB06927,P03372,1
276,DB01151,P31645,1
277,DB06917,P09960,1
278,DB00470,P11509,1
279,DB00490,P24462,1
280,DB00408,P47898,1
281,DB00741,P04083,1
282,DB02379,P01574,1
283,DB00637,P35367,1
284,DB01087,P08684,1
285,DB09068,P08908,1
286,DB00163,P09210,1
287,DB07157,P15086,1
288,DB00361,P10635,1
289,DB01173,Q9Y5Y9,1
290,DB01466,P24462,1
291,DB00340,P08172,1
292,DB02494,P84098,1
293,DB05216,P10721,1
294,DB00162,Q9NYR8,1
295,DB00887,P13569,1
296,DB02236,P22102,1
297,DB01023,Q9NY47,1
298,DB03149,P23946,1
299,DB07330,P09874,1
300,DB00549,P23219,1
301,DB01162,P25100,1
302,DB01189,P47869,1
303,DB07479,P06746,1
304,DB00441,P32320,1
305,DB00509,P07202,1
306,DB01363,P07550,1
307,DB01403,P35368,1
308,DB01435,P05181,1
309,DB01565,O60858,1
310,DB00364,P02671,1
311,DB00898,P17787,1
312,DB02079,P21549,1
313,DB02701,P10635,1
314,DB03039,P00918,1
315,DB06875,Q15788,1
316,DB01226,P08172,1
317,DB00232,P00915,1
318,DB00169,P08684,1
319,DB05816,P21728,1
320,DB07230,Q15788,1
321,DB00171,O14727,1
322,DB01065,P05177,1
323,DB00356,Q12791,1
324,DB01277,P17936,1
325,DB01727,Q99798,1
326,DB08231,P43080,1
327,DB00834,P06401,1
328,DB01267,P35348,1
329,DB00978,P05177,1
330,DB00564,P08684,1
331,DB03253,P27487,1
332,DB02342,P21964,1
333,DB00909,O60939,1
334,DB00921,P11712,1
335,DB00724,Q9NYK1,1
336,DB08342,Q9Y5R8,1
337,DB00458,P35367,1
338,DB00794,O14764,1
339,DB01149,P20815,1
340,DB05469,P35368,1
341,DB03516,Q06278,1
342,DB06692,P17538,1
343,DB07410,O95749,1
344,DB00361,P08684,1
345,DB00152,O60779,1
346,DB01289,Q15842,1
347,DB01221,P11712,1
348,DB02404,P22303,1
349,DB05295,P11473,1
350,DB00398,P10635,1
351,DB00531,P08684,1
352,DB00973,P08684,1
353,DB00724,Q9NR97,1
354,DB07597,P11086,1
355,DB08289,P01834,1
356,DB03680,P23368,1
357,DB00349,P78334,1
358,DB00926,P48443,1
359,DB01411,P05113,1
360,DB02661,O43252,1
361,DB03721,Q9BZZ2,1
362,DB07766,Q00536,1
363,DB00569,P01008,1
364,DB01873,Q13509,1
365,DB00095,P02747,1
366,DB00849,P42262,1
367,DB01159,P18505,1
368,DB00895,P12319,1
369,DB01236,P47869,1
370,DB08818,Q96S86,1
371,DB01049,O95264,1
372,DB00328,P16662,1
373,DB04880,Q14432,1
374,DB08437,P62917,1
375,DB00171,Q9NUB1,1
376,DB07374,P40429,1
377,DB00788,P10632,1
378,DB06678,P35367,1
379,DB07947,P61925,1
380,DB08892,O75899,1
381,DB00744,P11712,1
382,DB01181,P24462,1
383,DB00906,P30531,1
384,DB00484,P18825,1
385,DB00157,P48163,1
386,DB07119,Q15788,1
387,DB00734,P35348,1
388,DB07014,P49841,1
389,DB09102,P08684,1
390,DB00091,P30405,1
391,DB00480,Q96SW2,1
392,DB03193,Q9UNK4,1
393,DB03147,P47989,1
394,DB00546,P34903,1
395,DB01009,P35354,1
396,DB05461,P41595,1
397,DB01173,P08684,1
398,DB01095,P05177,1
399,DB03907,P21964,1
400,DB01059,P08684,1
401,DB00692,P08913,1
402,DB05920,P11388,1
403,DB07232,P09874,1
404,DB01370,P02787,1
405,DB00589,P14416,1
406,DB00248,P08908,1
407,DB07744,P29466,1
408,DB01136,P08684,1
409,DB07254,P54760,1
410,DB05694,P30968,1
411,DB01058,P05177,1
412,DB06891,P00918,1
413,DB00013,Q03405,1
414,DB00400,Q99456,1
415,DB01048,P22309,1
416,DB04946,P14416,1
417,DB00413,P21728,1
418,DB00780,P20815,1
419,DB01231,P11229,1
420,DB00989,P10635,1
421,DB08231,O43617,1
422,DB00898,P30926,1
423,DB01645,Q92731,1
424,DB01559,A8MPY1,1
425,DB06869,P00734,1
426,DB00454,P33261,1
427,DB05168,P15328,1
428,DB07974,P00742,1
429,DB07441,P01857,1
430,DB03127,Q92876,1
431,DB06969,P07900,1
432,DB01221,P11229,1
433,DB00703,P43166,1
434,DB01242,P28223,1
435,DB04464,P29377,1
436,DB05025,P00441,1
437,DB01077,Q13332,1
438,DB03791,P55055,1
439,DB01118,Q9NY47,1
440,DB01595,Q9UN88,1
441,DB00197,P20813,1
442,DB00148,P17540,1
443,DB00619,P23219,1
444,DB00988,P11712,1
445,DB07737,P56817,1
446,DB00142,Q9Y646,1
447,DB00408,P08588,1
448,DB01361,P11712,1
449,DB06756,P06276,1
450,DB06980,P63208,1
451,DB00436,P22748,1
452,DB03267,P35558,1
453,DB05115,P06213,1
454,DB01165,P05177,1
455,DB00470,P33261,1
456,DB01238,P24462,1
457,DB08148,P61925,1
458,DB03935,P08758,1
459,DB08042,P35968,1
460,DB08018,P29475,1
461,DB01054,P20815,1
462,DB00325,P04798,1
463,DB00112,P02746,1
464,DB00458,P50406,1
465,DB04132,Q04760,1
466,DB00377,P08684,1
467,DB06204,P33261,1
468,DB00334,Q9H3N8,1
469,DB01708,P18505,1
470,DB00528,P08684,1
471,DB05470,P05231,1
472,DB00073,P08637,1
473,DB00584,P08684,1
474,DB00543,P20309,1
475,DB06228,P51589,1
476,DB00009,P02671,1
477,DB00997,O75489,1
478,DB01437,P18505,1
479,DB04216,Q6NUS8,1
480,DB07763,P07919,1
481,DB01267,P28223,1
482,DB05311,P03952,1
483,DB00710,P14324,1
484,DB02562,P00439,1
485,DB04476,P80188,1
486,DB00514,P36544,1
487,DB00157,P00367,1
488,DB02696,P15291,1
489,DB00342,P51589,1
490,DB00641,P16662,1
491,DB06825,P30968,1
492,DB06204,P10635,1
493,DB04953,O43525,1
494,DB05812,P08684,1
495,DB00126,Q9NVH6,1
496,DB00514,P17787,1
497,DB00904,P11712,1
498,DB00408,P20309,1
499,DB01807,Q16539,1
500,DB08907,P13866,1
501,DB07529,P24941,1
502,DB03070,P12268,1
503,DB00916,Q16850,1
504,DB00700,P08684,1
505,DB05455,P47901,1
506,DB01065,Q92753,1
507,DB02490,P06732,1
508,DB00139,O14756,1
509,DB06741,Q8TCU5,1
510,DB06603,Q9BY41,1
511,DB08918,P33261,1
512,DB00758,P05177,1
513,DB00837,Q9UBS5,1
514,DB01159,Q12791,1
515,DB03147,Q9UHQ9,1
516,DB00036,P38435,1
517,DB00726,P35368,1
518,DB01359,P08588,1
519,DB07456,O15530,1
520,DB00398,P36888,1
521,DB00412,P37231,1
522,DB01026,P05108,1
523,DB01238,P46098,1
524,DB07530,Q15788,1
525,DB00637,P08684,1
526,DB00132,O95864,1
527,DB00818,P10632,1
528,DB00368,P07550,1
529,DB00363,P11509,1
530,DB00250,P08684,1
531,DB03080,P07900,1
532,DB00987,P32321,1
533,DB01283,P35354,1
534,DB06637,Q16322,1
535,DB01325,P00915,1
536,DB02518,P15121,1
537,DB04912,P09601,1
538,DB00364,P01133,1
539,DB04419,P01270,1
540,DB01033,Q06203,1
541,DB01204,P05181,1
542,DB00363,P14416,1
543,DB07471,P24941,1
544,DB04653,P07384,1
545,DB00039,P21802,1
546,DB00192,Q14524,1
547,DB00201,O00408,1
548,DB06637,Q9NSA2,1
549,DB01221,Q8TCU5,1
550,DB07598,P42262,1
551,DB03814,P04424,1
552,DB00250,P23219,1
553,DB00343,Q06432,1
554,DB00162,Q6NUM9,1
555,DB00241,P34903,1
556,DB00687,P04150,1
557,DB00586,P09917,1
558,DB03159,P07477,1
559,DB01418,Q9BQB6,1
560,DB07793,P11217,1
561,DB01028,P11509,1
562,DB00683,P18505,1
563,DB08755,P25774,1
564,DB04906,Q96LZ3,1
565,DB00571,P10635,1
566,DB01026,P15538,1
567,DB00499,Q16678,1
568,DB00139,P53597,1
569,DB05387,P39900,1
570,DB00988,P21397,1
571,DB05194,P15509,1
572,DB03509,P09874,1
573,DB02067,P34896,1
574,DB00829,P33260,1
575,DB00145,P23434,1
576,DB07749,P17538,1
577,DB00768,Q99584,1
578,DB08119,P17538,1
579,DB08873,P08684,1
580,DB00801,P48169,1
581,DB00421,P10632,1
582,DB01388,Q02641,1
583,DB00811,P20839,1
584,DB06655,P43220,1
585,DB00972,P11712,1
586,DB04021,P22303,1
587,DB06853,P00734,1
588,DB03672,P06276,1
589,DB05804,P35354,1
590,DB00836,P35372,1
591,DB03880,Q9UKQ2,1
592,DB01201,P24462,1
593,DB01497,P41143,1
594,DB02407,P24941,1
595,DB00852,P15336,1
596,DB03374,P61925,1
597,DB05900,P08069,1
598,DB00363,P35367,1
599,DB05467,P13631,1
600,DB06282,P08684,1
601,DB00157,P51970,1
602,DB00943,P08684,1
603,DB02010,P43403,1
604,DB00683,P34903,1
605,DB00349,P31644,1
606,DB05921,Q13547,1
607,DB00690,Q9UN88,1
608,DB01039,P10632,1
609,DB02158,Q13126,1
610,DB00753,P18505,1
611,DB00321,P35348,1
612,DB01275,P08684,1
613,DB06413,P05177,1
614,DB01109,P00742,1
615,DB00412,P10632,1
616,DB01049,Q9UN88,1
617,DB00177,P11712,1
618,DB03194,P11226,1
619,DB00466,P24046,1
620,DB01046,P16152,1
621,DB01283,P33261,1
622,DB00157,P03923,1
623,DB00458,P08172,1
624,DB00116,O95954,1
625,DB02701,P05181,1
626,DB00408,P08913,1
627,DB08848,P48065,1
628,DB01159,Q12879,1
629,DB00175,P04035,1
630,DB05023,P08069,1
631,DB05301,P29466,1
632,DB00780,P24298,1
633,DB01373,P49747,1
634,DB00338,P33260,1
635,DB03732,Q10588,1
636,DB00818,P33260,1
637,DB01205,P34903,1
638,DB07102,P09960,1
639,DB00690,P78334,1
640,DB00713,Q16348,1
641,DB00393,P08235,1
642,DB01215,A8MPY1,1
643,DB01043,P20813,1
644,DB00968,P20711,1
645,DB02953,P22894,1
646,DB00850,P05177,1
647,DB01646,P08100,1
648,DB00606,P22748,1
649,DB00543,P18505,1
650,DB01241,P33261,1
651,DB09068,P10632,1
652,DB01392,P08908,1
653,DB07537,P35968,1
654,DB00946,P10632,1
655,DB07359,P35557,1
656,DB01497,O60858,1
657,DB00172,Q99884,1
658,DB03596,P00918,1
659,DB01149,P24462,1
660,DB08846,P00915,1
661,DB00142,P00367,1
662,DB01915,P01024,1
663,DB00349,P28472,1
664,DB04855,P18089,1
665,DB06712,P10632,1
666,DB00758,P33261,1
667,DB00514,P20815,1
668,DB04552,P47712,1
669,DB08437,Q96L21,1
670,DB00620,P06276,1
671,DB00151,P49589,1
672,DB00114,Q8TD30,1
673,DB00904,P08908,1
674,DB08149,P17612,1
675,DB06616,Q13555,1
676,DB03878,P00519,1
677,DB06678,P41595,1
678,DB08901,P06239,1
679,DB00186,P31644,1
680,DB00475,P28472,1
681,DB00734,P24462,1
682,DB00798,P98164,1
683,DB00276,Q12809,1
684,DB00612,P07550,1
685,DB01116,Q9GZZ6,1
686,DB07508,P00734,1
687,DB00813,P41143,1
688,DB04001,P18031,1
689,DB00801,Q9UN88,1
690,DB00788,P22309,1
691,DB01577,P21397,1
692,DB07067,P27487,1
693,DB00582,P20815,1
694,DB00092,P31995,1
695,DB06694,P25100,1
696,DB00030,P07339,1
697,DB00849,P47869,1
698,DB00228,P18507,1
699,DB00898,P48549,1
700,DB00328,P23219,1
701,DB05676,Q08499,1
702,DB02340,P00488,1
703,DB00002,O75015,1
704,DB00675,P05129,1
705,DB03773,P04746,1
706,DB00898,O95264,1
707,DB05849,P07550,1
708,DB00960,P08908,1
709,DB07678,P03372,1
710,DB08231,O00206,1
711,DB06726,P08588,1
712,DB01254,P12931,1
713,DB01049,P47869,1
714,DB01169,Q16678,1
715,DB04829,P08908,1
716,DB00690,Q8N1C3,1
717,DB00188,O14818,1
718,DB01649,Q96C86,1
719,DB00917,P43116,1
720,DB05146,P35968,1
721,DB01129,P04798,1
722,DB00186,P47869,1
723,DB02670,O60264,1
724,DB01902,Q86YB8,1
725,DB01281,P33681,1
726,DB00813,P20815,1
727,DB00022,P17181,1
728,DB01337,P06276,1
729,DB01192,P08684,1
730,DB07533,P20248,1
731,DB00005,P31995,1
732,DB00370,P23975,1
733,DB05429,P51671,1
734,DB08916,P04626,1
735,DB00157,P16083,1
736,DB00988,P35462,1
737,DB00142,Q99259,1
738,DB06148,P25100,1
739,DB01156,P10635,1
740,DB00786,P45452,1
741,DB08020,Q92731,1
742,DB06957,P07900,1
743,DB00909,Q8N1Q1,1
744,DB00411,P11229,1
745,DB01173,O60391,1
746,DB02974,P20813,1
747,DB09043,P43220,1
748,DB06693,P04035,1
749,DB06237,P08684,1
750,DB00836,P10635,1
751,DB00939,O43525,1
752,DB01577,P31645,1
753,DB06729,P11509,1
754,DB00912,P08684,1
755,DB00852,Q8WYK2,1
756,DB08629,P25705,1
757,DB00031,P05121,1
758,DB01028,P10635,1
759,DB07991,P03372,1
760,DB01410,P10635,1
761,DB01656,Q08493,1
762,DB03404,P02144,1
763,DB00503,P20815,1
764,DB04076,P00491,1
765,DB00851,P04798,1
766,DB00200,Q8IVH4,1
767,DB00604,P20815,1
768,DB01177,P11712,1
769,DB04464,P14854,1
770,DB00131,P11309,1
771,DB00246,P34969,1
772,DB01038,P14416,1
773,DB08781,O14757,1
774,DB00182,P35368,1
775,DB00942,P11229,1
776,DB04982,P42261,1
777,DB07705,Q16850,1
778,DB01355,P31644,1
779,DB03900,P50579,1
780,DB08250,P52732,1
781,DB01115,P54289,1
782,DB00755,P28702,1
783,DB01248,P10415,1
784,DB01236,P05181,1
785,DB05752,P08173,1
786,DB00054,P09871,1
787,DB00239,P08684,1
788,DB06905,P67775,1
789,DB00674,Q9UGM1,1
790,DB01159,P78334,1
791,DB00726,P28223,1
792,DB02659,P62508,1
793,DB06836,P48736,1
794,DB01239,P08912,1
795,DB00682,P10632,1
796,DB01277,P08069,1
797,DB08454,Q8IU85,1
798,DB03056,P23141,1
799,DB01049,P14867,1
800,DB04801,Q03181,1
801,DB01024,P16662,1
802,DB04465,Q9NZD2,1
803,DB09330,P08684,1
804,DB04315,P22392,1
805,DB00384,P51170,1
806,DB00324,P08684,1
807,DB01558,P14867,1
808,DB02464,P07478,1
809,DB04847,Q9H6Z9,1
810,DB01244,Q9NY47,1
811,DB06738,Q12879,1
812,DB07780,Q92696,1
813,DB01681,P15259,1
814,DB03468,P11086,1
815,DB00628,P31644,1
816,DB06921,P15086,1
817,DB00736,P33261,1
818,DB01576,P10635,1
819,DB00203,Q13956,1
820,DB06714,Q05940,1
821,DB04495,P12931,1
822,DB00501,P10635,1
823,DB00420,P20309,1
824,DB03956,P51178,1
825,DB00157,Q99714,1
826,DB00786,P24347,1
827,DB00774,P22748,1
828,DB03092,P04745,1
829,DB01927,P15559,1
830,DB00751,P08684,1
831,DB00999,O43570,1
832,DB04106,Q16881,1
833,DB01254,P07947,1
834,DB00318,P08684,1
835,DB01103,O60733,1
836,DB03541,P0CG22,1
837,DB00938,P07550,1
838,DB04894,P35346,1
839,DB01156,P23975,1
840,DB00321,O43525,1
841,DB00062,O60656,1
842,DB01355,Q13002,1
843,DB07175,P56817,1
844,DB07272,Q9UQF2,1
845,DB08058,Q9Y6F1,1
846,DB01403,P05177,1
847,DB00234,P23975,1
848,DB00877,P08684,1
849,DB00477,P28223,1
850,DB00431,P23416,1
851,DB03088,Q701N4,1
852,DB00157,P23368,1
853,DB00472,P05177,1
854,DB00898,Q9UGM1,1
855,DB00624,Q16696,1
856,DB05335,P23219,1
857,DB00130,P08243,1
858,DB07521,P00734,1
859,DB01660,P17600,1
860,DB07430,P49137,1
861,DB07612,P24941,1
862,DB01336,P08172,1
863,DB04282,P09848,1
864,DB00688,P20839,1
865,DB00157,P14679,1
866,DB00401,P08684,1
867,DB00810,Q15822,1
868,DB08569,P17612,1
869,DB01437,Q9UN88,1
870,DB04074,O15382,1
871,DB02659,P20674,1
872,DB00408,P35462,1
873,DB07437,Q16831,1
874,DB00259,P10635,1
875,DB00962,P14867,1
876,DB04832,P27338,1
877,DB01205,O14764,1
878,DB00114,Q96GD0,1
879,DB00215,P08684,1
880,DB01248,P27816,1
881,DB00128,Q12797,1
882,DB00172,P62937,1
883,DB06127,P27487,1
884,DB00140,P42898,1
885,DB00162,Q8TC12,1
886,DB02740,P01850,1
887,DB01810,Q9UBX1,1
888,DB06216,P10635,1
889,DB05744,P22301,1
890,DB00992,P12314,1
891,DB01138,P20813,1
892,DB00997,P35228,1
893,DB02398,P00749,1
894,DB05867,Q9UNP4,1
895,DB06741,Q13224,1
896,DB00932,P08684,1
897,DB01625,P08173,1
898,DB00728,P46098,1
899,DB01213,P07327,1
900,DB06701,P10635,1
901,DB08875,P35968,1
902,DB01267,P08684,1
903,DB00543,P34969,1
904,DB03345,Q04760,1
905,DB00231,P11712,1
906,DB00243,Q15858,1
907,DB00328,P23141,1
908,DB06730,P20815,1
909,DB07086,Q15596,1
910,DB01268,P09619,1
911,DB00678,O75795,1
912,DB00313,Q9Y5Y9,1
913,DB01015,P18440,1
914,DB00078,P11836,1
915,DB01280,Q16854,1
916,DB04917,P46098,1
917,DB01079,P05177,1
918,DB01005,P10635,1
919,DB00321,P35367,1
920,DB02818,P42262,1
921,DB00541,P20815,1
922,DB02221,P00918,1
923,DB00543,P35462,1
924,DB07447,P51857,1
925,DB07708,P03372,1
926,DB00818,O00591,1
927,DB01279,O60664,1
928,DB00852,Q9Y2D1,1
929,DB03536,Q9UBX1,1
930,DB00882,P11511,1
931,DB01130,P04150,1
932,DB05481,P01009,1
933,DB04493,P09467,1
934,DB00835,P08173,1
935,DB07628,P14618,1
936,DB00347,P10632,1
937,DB01012,P41180,1
938,DB00707,P01130,1
939,DB01090,P32297,1
940,DB01628,P08684,1
941,DB01708,P28472,1
942,DB07374,Q96L21,1
943,DB00134,Q9NZV6,1
944,DB04315,Q8N142,1
945,DB06042,P07437,1
946,DB06716,P05186,1
947,DB00659,P47869,1
948,DB04714,O95749,1
949,DB07772,P22894,1
950,DB03701,P08684,1
951,DB06861,P00734,1
952,DB00005,P01374,1
953,DB00877,P20815,1
954,DB00074,P00736,1
955,DB00178,P06276,1
956,DB08394,P01857,1
957,DB00034,P17181,1
958,DB01227,P20815,1
959,DB07063,P15121,1
960,DB02353,P13501,1
961,DB00898,P08319,1
962,DB00574,P31645,1
963,DB01250,P51580,1
964,DB00564,Q14524,1
965,DB00281,Q14524,1
966,DB00313,Q15858,1
967,DB01215,P18505,1
968,DB01174,P13584,1
969,DB04315,O60547,1
970,DB06926,P37231,1
971,DB08596,P07998,1
972,DB01174,P43681,1
973,DB00753,P48169,1
974,DB00575,P20815,1
975,DB00224,P24462,1
976,DB02052,P24941,1
977,DB02767,O00206,1
978,DB07587,P25774,1
979,DB00114,O75600,1
980,DB01267,P35462,1
981,DB07335,P12931,1
982,DB07378,P16442,1
983,DB00121,Q96RQ3,1
984,DB00162,O94788,1
985,DB00073,P00736,1
986,DB02952,P01303,1
987,DB00585,P06276,1
988,DB00241,P47869,1
989,DB02825,P22303,1
990,DB06612,P05113,1
991,DB00935,P35368,1
992,DB00457,P35348,1
993,DB00189,P28472,1
994,DB00502,P14416,1
995,DB00659,P78334,1
996,DB01013,P04150,1
997,DB02325,Q13838,1
998,DB00333,P11712,1
999,DB00835,P33261,1
1000,DB00624,Q9HB55,1
1001,DB00409,Q99720,1
1002,DB04574,Q92731,1
1003,DB04599,P42263,1
1004,DB02379,P02144,1
1005,DB05423,P04150,1
1006,DB05812,P05093,1
1007,DB07584,P31749,1
1008,DB00715,P11712,1
1009,DB00458,P05177,1
1010,DB00862,Q13956,1
1011,DB03844,P00918,1
1012,DB04522,Q9UL54,1
1013,DB00765,P07101,1
1014,DB00408,Q01959,1
1015,DB06274,P35372,1
1016,DB00550,P07202,1
1017,DB07139,P15121,1
1018,DB08899,P10275,1
1019,DB01273,P36544,1
1020,DB00119,O60669,1
1021,DB00177,P30556,1
1022,DB00852,P01375,1
1023,DB01029,P10635,1
1024,DB01209,P41145,1
1025,DB01351,P47869,1
1026,DB05766,P35462,1
1027,DB04237,P04745,1
1028,DB06589,Q9UQQ2,1
1029,DB00312,P18505,1
1030,DB02073,P30043,1
1031,DB06148,P20813,1
1032,DB08696,Q15648,1
1033,DB00201,Q9NP56,1
1034,DB01708,Q8N1C3,1
1035,DB09079,P35968,1
