,Drug_ID,Protein_ID,label
237,DB00889,P04798,1
238,DB00540,P08684,1
239,DB01238,P28221,1
240,DB00893,P68871,1
241,DB00540,P28335,1
242,DB01363,P18825,1
243,DB00976,P20815,1
244,DB01393,P08684,1
245,DB02281,Q13126,1
246,DB08164,P27487,1
247,DB06237,O76074,1
248,DB01183,P03372,1
249,DB01268,P08684,1
250,DB08750,P35228,1
251,DB00197,Q9HAW7,1
252,DB00674,Q9GZZ6,1
253,DB03783,P11712,1
254,DB00763,P11712,1
255,DB05249,Q99062,1
256,DB06097,Q02224,1
257,DB00543,P48169,1
258,DB00642,P04818,1
259,DB00126,Q02809,1
260,DB06616,P00519,1
261,DB00333,Q8TCU5,1
262,DB00641,P11712,1
263,DB03892,P29475,1
264,DB00321,P20309,1
265,DB04444,P11488,1
266,DB01782,Q9UQF2,1
267,DB00721,Q01959,1
268,DB01159,Q6W5P4,1
269,DB06927,P03372,1
270,DB06917,P09960,1
271,DB00470,P11509,1
272,DB00490,P24462,1
273,DB07162,O60674,1
274,DB00408,P47898,1
275,DB02379,P01574,1
276,DB00637,P35367,1
277,DB01087,P08684,1
278,DB09068,P08908,1
279,DB00163,P09210,1
280,DB00073,P12318,1
281,DB00361,P10635,1
282,DB01094,P05177,1
283,DB01173,Q9Y5Y9,1
284,DB02325,O60942,1
285,DB01466,P24462,1
286,DB00340,P08172,1
287,DB00162,Q9NYR8,1
288,DB00887,P13569,1
289,DB00489,P07550,1
290,DB07330,P09874,1
291,DB00549,P23219,1
292,DB01162,P25100,1
293,DB01189,P47869,1
294,DB05676,P01579,1
295,DB00568,P20309,1
296,DB00441,P32320,1
297,DB00078,P31994,1
298,DB00502,P21728,1
299,DB01363,P07550,1
300,DB01403,P35368,1
301,DB01435,P05181,1
302,DB00157,Q15738,1
303,DB00364,P02671,1
304,DB00898,P17787,1
305,DB00418,P14867,1
306,DB02079,P21549,1
307,DB02701,P10635,1
308,DB03039,P00918,1
309,DB06875,Q15788,1
310,DB01226,P08172,1
311,DB02325,P30793,1
312,DB05816,P21728,1
313,DB00171,O14727,1
314,DB01277,P17936,1
315,DB00599,P48169,1
316,DB01727,Q99798,1
317,DB07145,P78536,1
318,DB08231,P43080,1
319,DB00834,P06401,1
320,DB01267,P35348,1
321,DB00476,P05177,1
322,DB00978,P05177,1
323,DB00564,P08684,1
324,DB03253,P27487,1
325,DB02342,P21964,1
326,DB00909,O60939,1
327,DB00724,Q9NYK1,1
328,DB02701,P00338,1
329,DB08342,Q9Y5R8,1
330,DB09570,P33261,1
331,DB00794,O14764,1
332,DB05469,P35368,1
333,DB03516,Q06278,1
334,DB06692,P17538,1
335,DB07410,O95749,1
336,DB00361,P08684,1
337,DB00152,O60779,1
338,DB01221,P11712,1
339,DB02404,P22303,1
340,DB00398,P10635,1
341,DB07406,P49137,1
342,DB00973,P08684,1
343,DB00724,Q9NR97,1
344,DB08289,P01834,1
345,DB00926,P48443,1
346,DB01411,P05113,1
347,DB02661,O43252,1
348,DB03721,Q9BZZ2,1
349,DB07766,Q00536,1
350,DB01873,Q13509,1
351,DB00831,P05177,1
352,DB01752,Q8WTS6,1
353,DB01159,P18505,1
354,DB01236,P47869,1
355,DB08818,Q96S86,1
356,DB02379,P05162,1
357,DB00139,O60568,1
358,DB01049,O95264,1
359,DB02890,P11172,1
360,DB00328,P16662,1
361,DB04880,Q14432,1
362,DB08437,P62917,1
363,DB00171,Q9NUB1,1
364,DB03535,P48147,1
365,DB07374,P40429,1
366,DB06064,Q02156,1
367,DB00788,P10632,1
368,DB06678,P35367,1
369,DB07947,P61925,1
370,DB08892,O75899,1
371,DB00744,P11712,1
372,DB00157,P48163,1
373,DB07119,Q15788,1
374,DB01589,P14867,1
375,DB02767,Q9Y6Y9,1
376,DB00734,P35348,1
377,DB07014,P49841,1
378,DB00091,P30405,1
379,DB00480,Q96SW2,1
380,DB03193,Q9UNK4,1
381,DB03147,P47989,1
382,DB00546,P34903,1
383,DB01009,P35354,1
384,DB01173,P08684,1
385,DB01095,P05177,1
386,DB01435,P11509,1
387,DB01370,P02787,1
388,DB00589,P14416,1
389,DB00248,P08908,1
390,DB07744,P29466,1
391,DB01136,P08684,1
392,DB07254,P54760,1
393,DB04195,P11217,1
394,DB04316,P15085,1
395,DB05694,P30968,1
396,DB01058,P05177,1
397,DB06891,P00918,1
398,DB00013,Q03405,1
399,DB00400,Q99456,1
400,DB04946,P14416,1
401,DB01392,P10635,1
402,DB00753,P18507,1
403,DB06697,P20813,1
404,DB00818,P34903,1
405,DB01231,P11229,1
406,DB08491,P03956,1
407,DB08231,O43617,1
408,DB01645,Q92731,1
409,DB01559,A8MPY1,1
410,DB01174,P05181,1
411,DB01562,P10635,1
412,DB06869,P00734,1
413,DB00454,P33261,1
414,DB05168,P15328,1
415,DB07974,P00742,1
416,DB07441,P01857,1
417,DB00052,P10912,1
418,DB03127,Q92876,1
419,DB06969,P07900,1
420,DB04905,P10635,1
421,DB01221,P11229,1
422,DB00933,P28223,1
423,DB00703,P43166,1
424,DB08065,O14965,1
425,DB05025,P00441,1
426,DB00186,Q8N1C3,1
427,DB01077,Q13332,1
428,DB03791,P55055,1
429,DB01118,Q9NY47,1
430,DB00157,P37059,1
431,DB00197,P20813,1
432,DB00148,P17540,1
433,DB00619,P23219,1
434,DB00988,P11712,1
435,DB07737,P56817,1
436,DB04251,P06276,1
437,DB01104,P33261,1
438,DB01361,P11712,1
439,DB01345,P05023,1
440,DB06980,P63208,1
441,DB03267,P35558,1
442,DB05115,P06213,1
443,DB00470,P33261,1
444,DB00725,P08172,1
445,DB08148,P61925,1
446,DB03935,P08758,1
447,DB01118,P11509,1
448,DB08042,P35968,1
449,DB08018,P29475,1
450,DB01551,P08684,1
451,DB01054,P20815,1
452,DB00325,P04798,1
453,DB01185,P10275,1
454,DB04922,P54289,1
455,DB00898,P42262,1
456,DB06616,P07948,1
457,DB00112,P02746,1
458,DB00458,P50406,1
459,DB00377,P08684,1
460,DB06204,P33261,1
461,DB01708,P18505,1
462,DB05014,P09619,1
463,DB00228,Q99928,1
464,DB03814,Q9Y468,1
465,DB06292,P11712,1
466,DB00073,P08637,1
467,DB00584,P08684,1
468,DB00543,P20309,1
469,DB04845,P08684,1
470,DB00997,O75489,1
471,DB01591,P08912,1
472,DB00997,O75306,1
473,DB04216,Q6NUS8,1
474,DB01267,P28223,1
475,DB00710,P14324,1
476,DB02562,P00439,1
477,DB04476,P80188,1
478,DB00334,P13945,1
479,DB02696,P15291,1
480,DB00342,P51589,1
481,DB00641,P16662,1
482,DB06825,P30968,1
483,DB04953,O43525,1
484,DB00126,Q9NVH6,1
485,DB00514,P17787,1
486,DB01186,P35348,1
487,DB00408,P20309,1
488,DB08322,P11217,1
489,DB03982,P18031,1
490,DB00042,P23763,1
491,DB00145,Q14330,1
492,DB07712,P03372,1
493,DB08907,P13866,1
494,DB07529,P24941,1
495,DB03070,P12268,1
496,DB00700,P08684,1
497,DB01065,Q92753,1
498,DB00917,P11511,1
499,DB00532,P11712,1
500,DB02490,P06732,1
501,DB06741,Q8TCU5,1
502,DB06603,Q9BY41,1
503,DB08918,P33261,1
504,DB00758,P05177,1
505,DB00837,Q9UBS5,1
506,DB01631,P80188,1
507,DB01234,P10635,1
508,DB03147,Q9UHQ9,1
509,DB00463,Q13002,1
510,DB00036,P38435,1
511,DB00311,P00918,1
512,DB00726,P35368,1
513,DB01791,Q08493,1
514,DB01359,P08588,1
515,DB00334,P28221,1
516,DB00363,P18825,1
517,DB00412,P37231,1
518,DB08403,P22894,1
519,DB00637,P08684,1
520,DB00542,P42898,1
521,DB00818,P10632,1
522,DB06419,P20815,1
523,DB00268,P21918,1
524,DB01015,P11712,1
525,DB00363,P11509,1
526,DB00799,P10276,1
527,DB00250,P08684,1
528,DB00613,P11712,1
529,DB03080,P07900,1
530,DB06637,Q16322,1
531,DB04419,P01270,1
532,DB01033,Q06203,1
533,DB03670,P18031,1
534,DB01204,P05181,1
535,DB00363,P14416,1
536,DB00445,O14646,1
537,DB07471,P24941,1
538,DB07106,P50135,1
539,DB00039,P21802,1
540,DB00201,O00408,1
541,DB00611,P41145,1
542,DB03814,P04424,1
543,DB00343,Q06432,1
544,DB00111,P31995,1
545,DB00687,P04150,1
546,DB00114,Q6WRI0,1
547,DB00586,P09917,1
548,DB03159,P07477,1
549,DB01418,Q9BQB6,1
550,DB07793,P11217,1
551,DB00683,P18505,1
552,DB08755,P25774,1
553,DB00370,P07550,1
554,DB00499,Q16678,1
555,DB00139,P53597,1
556,DB05387,P39900,1
557,DB00988,P21397,1
558,DB05194,P15509,1
559,DB02067,P34896,1
560,DB00829,P33260,1
561,DB00768,Q99584,1
562,DB08119,P17538,1
563,DB07905,P28482,1
564,DB08873,P08684,1
565,DB00801,P48169,1
566,DB00421,P10632,1
567,DB01388,Q02641,1
568,DB00171,P12235,1
569,DB00773,P35354,1
570,DB00811,P20839,1
571,DB03247,Q9NVS9,1
572,DB06655,P43220,1
573,DB00972,P11712,1
574,DB04021,P22303,1
575,DB06853,P00734,1
576,DB03672,P06276,1
577,DB00920,Q13946,1
578,DB00977,O75469,1
579,DB01156,P20813,1
580,DB00246,P08173,1
581,DB01497,P41143,1
582,DB02407,P24941,1
583,DB03374,P61925,1
584,DB00363,P35367,1
585,DB05467,P13631,1
586,DB06282,P08684,1
587,DB00157,P51970,1
588,DB00943,P08684,1
589,DB00270,Q9NY47,1
590,DB02322,P13501,1
591,DB05921,Q13547,1
592,DB00690,Q9UN88,1
593,DB01039,P10632,1
594,DB02158,Q13126,1
595,DB00753,P18505,1
596,DB01015,P23219,1
597,DB04560,P13716,1
598,DB00321,P35348,1
599,DB06713,P06401,1
600,DB01174,P11509,1
601,DB01275,P08684,1
602,DB06413,P05177,1
603,DB01109,P00742,1
604,DB00412,P10632,1
605,DB01049,Q9UN88,1
606,DB01245,Q15822,1
607,DB03194,P11226,1
608,DB00290,P49916,1
609,DB00466,P24046,1
610,DB04137,P00367,1
611,DB01046,P16152,1
612,DB01283,P33261,1
613,DB00157,P03923,1
614,DB00116,O95954,1
615,DB08848,P48065,1
616,DB01159,Q12879,1
617,DB00306,Q9UN88,1
618,DB05023,P08069,1
619,DB05301,P29466,1
620,DB01373,P49747,1
621,DB04141,P22695,1
622,DB03732,Q10588,1
623,DB00818,P33260,1
624,DB04325,P07477,1
625,DB07102,P09960,1
626,DB00690,P78334,1
627,DB00713,Q16348,1
628,DB00432,P19971,1
629,DB00393,P08235,1
630,DB01215,A8MPY1,1
631,DB01043,P20813,1
632,DB00968,P20711,1
633,DB06372,P18510,1
634,DB00850,P05177,1
635,DB00988,P27338,1
636,DB01646,P08100,1
637,DB00606,P22748,1
638,DB00543,P18505,1
639,DB01241,P33261,1
640,DB09068,P10632,1
641,DB01200,P08684,1
642,DB07537,P35968,1
643,DB00946,P10632,1
644,DB00233,P05164,1
645,DB07359,P35557,1
646,DB01497,O60858,1
647,DB00172,Q99884,1
648,DB03596,P00918,1
649,DB00311,P22748,1
650,DB01149,P24462,1
651,DB08897,P08912,1
652,DB08846,P00915,1
653,DB00142,P00367,1
654,DB01915,P01024,1
655,DB04855,P18089,1
656,DB06712,P10632,1
657,DB01288,P13945,1
658,DB00758,P33261,1
659,DB00514,P20815,1
660,DB08437,Q96L21,1
661,DB00620,P06276,1
662,DB00151,P49589,1
663,DB00114,Q8TD30,1
664,DB00289,P31645,1
665,DB00904,P08908,1
666,DB08149,P17612,1
667,DB06616,Q13555,1
668,DB03878,P00519,1
669,DB00010,Q02643,1
670,DB00186,P31644,1
671,DB00475,P28472,1
672,DB02742,Q9UKM7,1
673,DB01110,P05177,1
674,DB00798,P98164,1
675,DB00276,Q12809,1
676,DB09016,P28223,1
677,DB01116,Q9GZZ6,1
678,DB07508,P00734,1
679,DB04001,P18031,1
680,DB00801,Q9UN88,1
681,DB00788,P22309,1
682,DB00871,P06276,1
683,DB00582,P20815,1
684,DB00092,P31995,1
685,DB00143,O43708,1
686,DB06694,P25100,1
687,DB00030,P07339,1
688,DB00849,P47869,1
689,DB00228,P18507,1
690,DB07037,O14757,1
691,DB00814,P23219,1
692,DB00898,P48549,1
693,DB01791,Q07343,1
694,DB00328,P23219,1
695,DB05676,Q08499,1
696,DB02340,P00488,1
697,DB00002,O75015,1
698,DB00675,P05129,1
699,DB00343,P08684,1
700,DB05849,P07550,1
701,DB00960,P08908,1
702,DB07678,P03372,1
703,DB06726,P08588,1
704,DB01254,P12931,1
705,DB07444,P53355,1
706,DB01049,P47869,1
707,DB00690,Q8N1C3,1
708,DB00188,O14818,1
709,DB05146,P35968,1
710,DB00119,P36021,1
711,DB04896,P23975,1
712,DB00186,P47869,1
713,DB01742,P62937,1
714,DB02670,O60264,1
715,DB01902,Q86YB8,1
716,DB04272,O75390,1
717,DB01281,P33681,1
718,DB00813,P20815,1
719,DB00022,P17181,1
720,DB07350,Q9BY41,1
721,DB00005,P31995,1
722,DB00370,P23975,1
723,DB05429,P51671,1
724,DB08916,P04626,1
725,DB00703,P10635,1
726,DB06716,P47870,1
727,DB00393,O00305,1
728,DB01946,O15530,1
729,DB00988,P35462,1
730,DB00075,P09693,1
731,DB00334,P07550,1
732,DB00142,Q99259,1
733,DB01156,P10635,1
734,DB00655,Q16678,1
735,DB01587,P08684,1
736,DB00909,Q8N1Q1,1
737,DB00464,P07225,1
738,DB00762,O00748,1
739,DB02974,P20813,1
740,DB09043,P43220,1
741,DB06693,P04035,1
742,DB06237,P08684,1
743,DB00836,P10635,1
744,DB00939,O43525,1
745,DB06729,P11509,1
746,DB08263,Q9NWT6,1
747,DB06692,P00747,1
748,DB00852,Q8WYK2,1
749,DB08629,P25705,1
750,DB00031,P05121,1
751,DB00144,Q9NXE4,1
752,DB01028,P10635,1
753,DB01064,P08588,1
754,DB07991,P03372,1
755,DB03404,P02144,1
756,DB00503,P20815,1
757,DB00200,Q8IVH4,1
758,DB00604,P20815,1
759,DB01177,P11712,1
760,DB04464,P14854,1
761,DB01038,P14416,1
762,DB08781,O14757,1
763,DB00972,P20815,1
764,DB00942,P11229,1
765,DB04982,P42261,1
766,DB07705,Q16850,1
767,DB00034,P48551,1
768,DB01355,P31644,1
769,DB03900,P50579,1
770,DB08250,P52732,1
771,DB01160,P43088,1
772,DB01115,P54289,1
773,DB00755,P28702,1
774,DB07730,P18031,1
775,DB01248,P10415,1
776,DB01236,P05181,1
777,DB05752,P08173,1
778,DB00054,P09871,1
779,DB00239,P08684,1
780,DB00690,P47869,1
781,DB06905,P67775,1
782,DB00674,Q9UGM1,1
783,DB01159,P78334,1
784,DB01708,Q13224,1
785,DB00726,P28223,1
786,DB02659,P62508,1
787,DB06836,P48736,1
788,DB00682,P10632,1
789,DB08454,Q8IU85,1
790,DB00864,P62942,1
791,DB00241,P18507,1
792,DB03056,P23141,1
793,DB04801,Q03181,1
794,DB01024,P16662,1
795,DB09330,P08684,1
796,DB04315,P22392,1
797,DB00384,P51170,1
798,DB00324,P08684,1
799,DB01558,P14867,1
800,DB02198,P23219,1
801,DB04847,Q9H6Z9,1
802,DB01244,Q9NY47,1
803,DB00667,P25021,1
804,DB07780,Q92696,1
805,DB01440,P18505,1
806,DB06216,P41595,1
807,DB00128,P14868,1
808,DB01229,P08684,1
809,DB00849,P31644,1
810,DB01681,P15259,1
811,DB03468,P11086,1
812,DB00628,P31644,1
813,DB00203,Q13956,1
814,DB07625,P00749,1
815,DB06714,Q05940,1
816,DB04495,P12931,1
817,DB07698,Q8TF76,1
818,DB03956,P51178,1
819,DB03341,Q16613,1
820,DB02795,P04054,1
821,DB00157,Q99714,1
822,DB00786,P24347,1
823,DB03092,P04745,1
824,DB00751,P08684,1
825,DB01254,P07947,1
826,DB00318,P08684,1
827,DB01103,O60733,1
828,DB03541,P0CG22,1
829,DB00938,P07550,1
830,DB04894,P35346,1
831,DB09079,P21802,1
832,DB00321,O43525,1
833,DB00062,O60656,1
834,DB00934,P05177,1
835,DB01355,Q13002,1
836,DB07175,P56817,1
837,DB07272,Q9UQF2,1
838,DB08058,Q9Y6F1,1
839,DB01403,P05177,1
840,DB00877,P08684,1
841,DB00431,P23416,1
842,DB03088,Q701N4,1
843,DB00935,P08913,1
844,DB00960,P10635,1
845,DB00157,P23368,1
846,DB00918,P05177,1
847,DB00898,Q9UGM1,1
848,DB00775,P05106,1
849,DB00651,Q9NP56,1
850,DB05335,P23219,1
851,DB07521,P00734,1
852,DB07430,P49137,1
853,DB01336,P08172,1
854,DB04282,P09848,1
855,DB00401,P08684,1
856,DB00810,Q15822,1
857,DB00688,P16662,1
858,DB08569,P17612,1
859,DB04074,O15382,1
860,DB02659,P20674,1
861,DB00408,P35462,1
862,DB07437,Q16831,1
863,DB00259,P10635,1
864,DB00962,P14867,1
865,DB00155,Q9ULW8,1
866,DB01205,O14764,1
867,DB00114,Q96GD0,1
868,DB00215,P08684,1
869,DB01248,P27816,1
870,DB00128,Q12797,1
871,DB06973,P62508,1
872,DB00157,P00387,1
873,DB00172,P62937,1
874,DB06127,P27487,1
875,DB00312,Q14957,1
876,DB01656,Q07343,1
877,DB00762,P20815,1
878,DB06216,P10635,1
879,DB01708,P78334,1
880,DB05744,P22301,1
881,DB00992,P12314,1
882,DB02398,P00749,1
883,DB05867,Q9UNP4,1
884,DB00932,P08684,1
885,DB01625,P08173,1
886,DB00728,P46098,1
887,DB06701,P10635,1
888,DB08875,P35968,1
889,DB03345,Q04760,1
890,DB00231,P11712,1
891,DB00015,Q03405,1
892,DB00243,Q15858,1
893,DB00328,P23141,1
894,DB01018,P11712,1
895,DB06730,P20815,1
896,DB07086,Q15596,1
897,DB01268,P09619,1
898,DB00678,O75795,1
899,DB00313,Q9Y5Y9,1
900,DB01015,P18440,1
901,DB00078,P11836,1
902,DB04917,P46098,1
903,DB01079,P05177,1
904,DB01005,P10635,1
905,DB00518,P68371,1
906,DB02818,P42262,1
907,DB00541,P20815,1
908,DB02221,P00918,1
909,DB00543,P35462,1
910,DB07447,P51857,1
911,DB00402,P48169,1
912,DB07708,P03372,1
913,DB00818,O00591,1
914,DB00145,O75311,1
915,DB00852,Q9Y2D1,1
916,DB03536,Q9UBX1,1
917,DB00882,P11511,1
918,DB01130,P04150,1
919,DB01645,P11388,1
920,DB05481,P01009,1
921,DB04493,P09467,1
922,DB06695,O60656,1
923,DB07628,P14618,1
924,DB00347,P10632,1
925,DB01012,P41180,1
926,DB01090,P32297,1
927,DB01628,P08684,1
928,DB08889,P40306,1
929,DB00604,P11509,1
930,DB01403,P21918,1
931,DB01708,P28472,1
932,DB00134,Q9NZV6,1
933,DB04315,Q8N142,1
934,DB06042,P07437,1
935,DB06716,P05186,1
936,DB00659,P47869,1
937,DB04714,O95749,1
938,DB00721,Q9NPA1,1
939,DB06861,P00734,1
940,DB00005,P01374,1
941,DB08394,P01857,1
942,DB01227,P20815,1
943,DB01355,P34903,1
944,DB01250,P51580,1
945,DB01174,Q05586,1
946,DB01028,Q9UN88,1
947,DB00564,Q14524,1
948,DB00281,Q14524,1
949,DB00313,Q15858,1
950,DB01215,P18505,1
951,DB04315,O60547,1
952,DB06697,P11712,1
953,DB06926,P37231,1
954,DB00763,P08684,1
955,DB08596,P07998,1
956,DB00936,Q04828,1
957,DB00313,P11712,1
958,DB01174,P43681,1
959,DB00753,P48169,1
960,DB08819,P35354,1
961,DB00224,P24462,1
962,DB02052,P24941,1
963,DB06918,P07477,1
964,DB00804,P11229,1
965,DB02767,O00206,1
966,DB07587,P25774,1
967,DB00114,O75600,1
968,DB01267,P35462,1
969,DB07378,P16442,1
970,DB00121,Q96RQ3,1
971,DB00073,P00736,1
972,DB00585,P06276,1
973,DB00241,P47869,1
974,DB02825,P22303,1
975,DB00457,P35348,1
976,DB00502,P14416,1
977,DB00659,P78334,1
978,DB01013,P04150,1
979,DB02325,Q13838,1
980,DB09143,Q99835,1
981,DB00342,P08172,1
982,DB00333,P11712,1
983,DB00624,Q9HB55,1
984,DB03551,P00491,1
985,DB00409,Q99720,1
986,DB05423,P04150,1
987,DB05812,P05093,1
988,DB07584,P31749,1
989,DB01063,P21728,1
990,DB00715,P11712,1
991,DB00458,P05177,1
992,DB00333,P41143,1
993,DB01182,P05177,1
994,DB00862,Q13956,1
995,DB03844,P00918,1
996,DB01363,P08588,1
997,DB00765,P07101,1
998,DB01577,P10635,1
999,DB06274,P35372,1
1000,DB08927,P28223,1
1001,DB07139,P15121,1
1002,DB08899,P10275,1
1003,DB00177,P30556,1
1004,DB00820,Q9HCR9,1
1005,DB01029,P10635,1
1006,DB01209,P41145,1
1007,DB01351,P47869,1
1008,DB05766,P35462,1
1009,DB08391,Q9Y233,1
1010,DB06589,Q9UQQ2,1
1011,DB00312,P18505,1
1012,DB02073,P30043,1
1013,DB08696,Q15648,1
1014,DB00201,Q9NP56,1
1015,DB01365,P18089,1
1016,DB08954,Q05586,1
1017,DB09079,P35968,1
1018,DB00454,O15399,1
1019,DB01221,P08684,1
1020,DB05900,P00533,1
1021,DB00819,P00915,1
1022,DB01205,Q99928,1
1023,DB00458,P33260,1
1024,DB06828,P09960,1
1025,DB00526,P30711,1
1026,DB03758,P14625,1
1027,DB01043,P46098,1
1028,DB01142,P11229,1
1029,DB00398,O60656,1
1030,DB00199,P20815,1
1031,DB06712,P08684,1
1032,DB00759,Q9UM07,1
1033,DB00703,P33261,1
