,Protein1_ID,Protein2_ID,label
562,977,54762,1
563,978,978,1
564,978,8456,1
565,978,9841,1
566,978,55093,1
567,978,79025,1
568,978,113179,1
569,988,2801,1
570,988,7159,1
571,988,23368,1
572,988,23641,1
573,988,25959,1
574,988,54764,1
575,988,83878,1
576,988,390535,1
577,988,440321,1
578,994,10197,1
579,997,6386,1
580,998,11135,1
581,1018,1163,1
582,1018,4223,1
583,1018,5079,1
584,1018,8022,1
585,1018,93986,1
586,1018,388333,1
587,1019,1030,1
588,1020,388333,1
589,1021,1030,1
590,1021,1031,1
591,1021,1032,1
592,1026,2801,1
593,1026,5111,1
594,1026,29911,1
595,1026,57159,1
596,1026,83878,1
597,1030,4110,1
598,1030,7185,1
599,1031,5626,1
600,1031,10768,1
601,1031,11281,1
602,1031,25894,1
603,1032,5966,1
604,1032,6386,1
605,1032,9119,1
606,1032,9463,1
607,1032,10513,1
608,1032,27033,1
609,1032,57459,1
610,1032,84656,1
611,1032,91694,1
612,1032,285180,1
613,1032,388324,1
614,1039,5585,1
615,1039,6602,1
616,1039,7004,1
617,1039,7584,1
618,1039,8195,1
619,1039,54535,1
620,1039,55329,1
621,1039,79165,1
622,1039,84260,1
623,1039,84619,1
624,1039,152206,1
625,1039,153527,1
626,1039,200081,1
627,1039,201725,1
628,1039,205860,1
629,1039,254187,1
630,1045,83755,1
631,1046,5563,1
632,1054,22809,1
633,1068,129049,1
634,1070,129049,1
635,1070,134359,1
636,1073,5862,1
637,1102,8398,1
638,1123,8440,1
639,1124,8440,1
640,1146,3846,1
641,1146,386681,1
642,1146,386683,1
643,1158,140462,1
644,1163,5080,1
645,1163,8022,1
646,1163,9792,1
647,1163,9830,1
648,1163,11077,1
649,1163,22806,1
650,1163,23368,1
651,1163,51473,1
652,1163,57093,1
653,1163,220082,1
654,1163,386682,1
655,1163,448834,1
656,1174,9463,1
657,1175,79719,1
658,1186,9217,1
659,1186,9218,1
660,1187,83755,1
661,1195,1196,1
662,1195,6432,1
663,1195,6434,1
664,1195,386674,1
665,1196,1196,1
666,1196,1889,1
667,1196,6428,1
668,1196,8233,1
669,1196,10921,1
670,1196,57035,1
671,1196,91746,1
672,1196,135892,1
673,1198,3217,1
674,1198,3221,1
675,1198,3223,1
676,1198,6428,1
677,1198,11129,1
678,1198,57035,1
679,1207,6632,1
680,1207,6633,1
681,1207,6634,1
682,1207,27258,1
683,1207,57819,1
684,1263,23658,1
685,1270,375791,1
686,1278,29978,1
687,1287,56947,1
688,1295,2199,1
689,1295,3198,1
690,1295,3846,1
691,1295,7205,1
692,1295,8688,1
693,1295,9802,1
694,1295,29978,1
695,1295,57048,1
696,1295,59349,1
697,1295,79983,1
698,1295,140258,1
699,1295,337968,1
700,1295,375791,1
701,1295,386683,1
702,1295,388677,1
703,1295,440050,1
704,1295,448834,1
705,1298,29978,1
706,1298,29979,1
707,1300,54971,1
708,1308,25861,1
709,1308,29978,1
710,1308,51645,1
711,1311,375791,1
712,1315,9564,1
713,1329,5575,1
714,1329,5987,1
715,1329,11043,1
716,1350,266740,1
717,1351,4103,1
718,1351,10538,1
719,1364,286827,1
720,1381,7054,1
721,1385,23373,1
722,1385,200186,1
723,1386,2355,1
724,1386,3801,1
725,1388,431707,1
726,1389,1649,1
727,1392,3846,1
728,1392,81850,1
729,1400,1808,1
730,1406,4802,1
731,1406,4909,1
732,1406,5565,1
733,1406,6310,1
734,1406,6386,1
735,1406,6821,1
736,1406,6928,1
737,1406,7545,1
738,1406,8403,1
739,1406,9247,1
740,1406,10425,1
741,1406,23126,1
742,1406,23371,1
743,1406,26043,1
744,1406,26578,1
745,1406,30012,1
746,1406,51324,1
747,1406,51684,1
748,1406,54870,1
749,1406,58529,1
750,1406,79078,1
751,1406,79190,1
752,1406,84662,1
753,1406,91156,1
754,1406,91694,1
755,1406,96626,1
756,1406,146325,1
757,1406,154313,1
758,1406,158399,1
759,1406,199990,1
760,1406,252969,1
761,1408,4281,1
762,1408,5152,1
763,1408,5626,1
764,1408,7185,1
765,1408,7186,1
766,1408,9463,1
767,1408,23281,1
768,1408,27111,1
769,1408,89857,1
770,1408,125115,1
771,1408,386682,1
772,1409,1410,1
773,1409,26003,1
774,1409,55093,1
775,1409,126393,1
776,1410,26003,1
777,1411,5626,1
778,1412,7186,1
779,1412,9319,1
780,1412,55697,1
781,1412,375791,1
782,1434,5626,1
783,1435,23281,1
784,1435,375791,1
785,1435,386681,1
786,1443,4223,1
787,1445,163782,1
788,1447,29978,1
789,1453,10612,1
790,1453,51233,1
791,1453,57144,1
792,1453,84445,1
793,1454,8864,1
794,1454,10612,1
795,1454,114991,1
796,1457,1822,1
797,1457,3223,1
798,1457,4222,1
799,1457,4223,1
800,1457,5079,1
801,1457,5080,1
802,1457,8022,1
803,1457,9817,1
804,1457,11281,1
805,1457,246329,1
806,1457,431707,1
807,1459,1460,1
808,1459,9463,1
809,1459,90933,1
810,1460,57159,1
811,1466,57511,1
812,1469,29978,1
813,1470,10513,1
814,1470,81851,1
815,1470,375791,1
816,1478,7090,1
817,1478,11281,1
818,1478,29978,1
819,1478,159195,1
820,1482,11030,1
821,1485,6449,1
822,1485,29978,1
823,1488,1838,1
824,1488,3202,1
825,1488,3215,1
826,1488,5563,1
827,1488,23177,1
828,1488,29994,1
829,1488,84708,1
830,1488,93986,1
831,1488,140893,1
832,1488,253827,1
833,1491,1491,1
834,1491,8434,1
835,1491,83606,1
836,1500,10009,1
837,1503,56474,1
838,1506,89885,1
839,1511,375791,1
840,1522,3846,1
841,1522,3886,1
842,1522,60468,1
843,1522,81851,1
844,1522,337968,1
845,1522,386677,1
846,1527,3881,1
847,1534,2686,1
848,1535,4188,1
849,1535,122183,1
850,1535,353323,1
851,1589,3198,1
852,1589,9463,1
853,1589,83899,1
854,1589,353140,1
855,1589,353143,1
856,1589,375791,1
857,1589,388677,1
858,1602,5575,1
859,1602,10768,1
860,1602,55577,1
861,1615,7965,1
862,1616,2801,1
863,1616,9240,1
864,1616,10464,1
865,1616,51421,1
866,1616,54550,1
867,1616,57621,1
868,1616,57684,1
869,1616,80254,1
870,1616,80321,1
871,1616,84437,1
872,1616,145282,1
873,1616,386618,1
874,1616,391257,1
875,1621,388677,1
876,1635,1635,1
877,1635,5563,1
878,1635,5682,1
879,1635,6386,1
880,1635,26003,1
881,1635,84708,1
882,1641,2801,1
883,1641,4223,1
884,1641,6293,1
885,1641,9925,1
886,1641,10320,1
887,1641,23281,1
888,1641,23299,1
889,1641,65986,1
890,1641,123722,1
891,1645,5774,1
892,1649,2355,1
893,1649,8742,1
894,1649,25828,1
895,1649,55048,1
896,1649,55509,1
897,1649,56946,1
898,1649,84708,1
899,1649,122953,1
900,1649,474344,1
901,1656,2801,1
902,1656,4665,1
903,1656,5626,1
904,1656,5966,1
905,1656,5987,1
906,1656,6293,1
907,1656,6938,1
908,1656,7186,1
909,1656,7541,1
910,1656,9500,1
911,1656,10241,1
912,1656,11281,1
913,1656,23149,1
914,1656,23281,1
915,1656,29911,1
916,1656,56478,1
917,1656,57159,1
918,1656,57410,1
919,1656,57568,1
920,1656,65986,1
921,1656,79959,1
922,1656,80153,1
923,1656,80258,1
924,1656,80321,1
925,1656,254958,1
926,1656,386681,1
927,1665,7918,1
928,1665,8087,1
929,1665,9119,1
930,1665,55109,1
931,1665,55922,1
932,1667,29978,1
933,1674,3860,1
934,1674,3866,1
935,1674,4747,1
936,1674,5630,1
937,1674,7431,1
938,1674,8688,1
939,1674,9119,1
940,1674,9529,1
941,1674,127703,1
942,1674,170954,1
943,1674,391257,1
944,1678,1820,1
945,1687,92610,1
946,1725,1725,1
947,1725,5966,1
948,1725,6133,1
949,1725,56648,1
950,1725,84708,1
951,1728,2592,1
952,1731,5413,1
953,1731,9463,1
954,1731,11077,1
955,1731,55752,1
956,1731,124404,1
957,1731,154796,1
958,1740,6036,1
959,1740,7448,1
960,1740,9228,1
961,1740,9229,1
962,1740,10945,1
963,1740,84154,1
964,1741,6202,1
965,1741,7448,1
966,1741,7458,1
967,1741,10945,1
968,1741,23762,1
969,1741,59339,1
970,1748,51763,1
971,1756,8727,1
972,1776,3846,1
973,1781,6993,1
974,1781,8500,1
975,1785,6386,1
976,1785,9531,1
977,1785,9618,1
978,1785,57630,1
979,1788,4188,1
980,1788,4223,1
981,1794,3190,1
982,1794,3846,1
983,1794,3881,1
984,1794,7051,1
985,1794,386675,1
986,1794,386681,1
987,1794,386682,1
988,1794,440050,1
989,1794,440295,1
990,1808,26003,1
991,1808,56896,1
992,1810,4802,1
993,1810,6908,1
994,1819,51389,1
995,1820,4113,1
996,1820,9643,1
997,1820,10934,1
998,1822,5308,1
999,1822,9146,1
1000,1822,10432,1
1001,1822,26039,1
1002,1822,55224,1
1003,1822,57630,1
1004,1822,83759,1
1005,1822,85359,1
1006,1822,114823,1
1007,1822,153328,1
1008,1822,283208,1
1009,1822,353323,1
1010,1831,5966,1
1011,1838,4591,1
1012,1838,5575,1
1013,1838,5987,1
1014,1838,7186,1
1015,1838,10152,1
1016,1838,23281,1
1017,1838,23368,1
1018,1838,51421,1
1019,1838,55165,1
1020,1838,57511,1
1021,1838,80254,1
1022,1838,83878,1
1023,1838,123722,1
1024,1838,388135,1
1025,1838,541468,1
1026,1846,7185,1
1027,1855,1857,1
1028,1855,9531,1
1029,1855,11060,1
1030,1857,3222,1
1031,1857,6135,1
1032,1857,7186,1
1033,1857,7247,1
1034,1857,7589,1
1035,1857,9422,1
1036,1857,9454,1
1037,1857,10174,1
1038,1857,10197,1
1039,1857,10289,1
1040,1857,23598,1
1041,1857,26121,1
1042,1857,28999,1
1043,1857,57684,1
1044,1857,79959,1
1045,1857,80125,1
1046,1857,80764,1
1047,1857,90480,1
1048,1857,91694,1
1049,1857,170082,1
1050,1857,222389,1
1051,1857,254958,1
1052,1857,285971,1
1053,1857,342132,1
1054,1857,375791,1
1055,1857,388387,1
1056,1861,4188,1
1057,1874,7027,1
1058,1874,7029,1
1059,1874,10524,1
1060,1876,7029,1
1061,1879,57594,1
1062,1889,81850,1
1063,1889,386681,1
1064,1889,386682,1
1065,1896,5350,1
1066,1896,26984,1
1067,1896,55340,1
1068,1896,85025,1
1069,1896,131616,1
1070,1896,613212,1
1071,1911,57713,1
1072,1912,2354,1
1073,1912,3881,1
1074,1915,23170,1
1075,1917,23170,1
1076,1946,147872,1
1077,1962,5966,1
1078,1962,7188,1
1079,1962,7415,1
1080,1962,9051,1
1081,1962,23281,1
1082,1962,56850,1
1083,1962,65986,1
1084,1965,54496,1
1085,1967,1967,1
1086,1967,22809,1
1087,1967,79078,1
1088,1967,343035,1
1089,1974,27250,1
1090,1977,1978,1
1091,1978,4222,1
1092,1978,5966,1
1093,1978,9463,1
1094,1978,11281,1
1095,1981,3885,1
1096,1981,9513,1
1097,1981,10519,1
1098,1983,11266,1
1099,1984,4223,1
1100,1984,5966,1
1101,1997,4802,1
1102,2010,4222,1
1103,2010,4223,1
1104,2010,8815,1
1105,2010,80342,1
1106,2010,84905,1
1107,2010,147872,1
1108,2010,196996,1
1109,2039,7186,1
1110,2039,79959,1
1111,2049,11077,1
1112,2051,5966,1
1113,2051,10419,1
1114,2051,11281,1
1115,2051,56658,1
1116,2054,2054,1
1117,2054,6804,1
1118,2054,6811,1
1119,2054,8675,1
1120,2054,9341,1
1121,2054,9482,1
1122,2054,10228,1
1123,2054,10282,1
1124,2054,10490,1
1125,2054,51225,1
1126,2054,441376,1
1127,2071,54507,1
1128,2071,79959,1
1129,2072,6867,1
1130,2079,54906,1
1131,2098,2098,1
1132,2100,375791,1
1133,2101,5966,1
1134,2104,5966,1
1135,2104,8204,1
1136,2104,10891,1
1137,2104,80258,1
1138,2104,159989,1
1139,2107,5626,1
1140,2107,9817,1
1141,2118,4089,1
1142,2145,8726,1
1143,2146,8726,1
1144,2146,80254,1
1145,2159,388677,1
1146,2170,57698,1
1147,2199,9929,1
1148,2199,80270,1
1149,2200,51608,1
1150,2202,6449,1
1151,2203,2203,1
1152,2214,56925,1
1153,2243,24144,1
1154,2245,57630,1
1155,2256,55145,1
1156,2257,23426,1
1157,2257,55145,1
1158,2257,146310,1
1159,2257,541465,1
1160,2272,2272,1
1161,2274,3799,1
1162,2274,4899,1
1163,2274,7528,1
1164,2274,7629,1
1165,2274,8538,1
1166,2274,8548,1
1167,2274,10522,1
1168,2274,11077,1
1169,2274,11281,1
1170,2274,25959,1
1171,2274,26205,1
1172,2274,27324,1
1173,2274,54870,1
1174,2274,54971,1
1175,2274,55802,1
1176,2274,57459,1
1177,2274,57630,1
1178,2274,80022,1
1179,2274,80212,1
1180,2274,80256,1
1181,2274,84656,1
1182,2274,448834,1
1183,2275,3972,1
1184,2275,4323,1
1185,2275,6628,1
1186,2275,7965,1
1187,2275,10569,1
1188,2275,11077,1
1189,2275,26505,1
1190,2275,51264,1
1191,2275,51274,1
1192,2275,51317,1
1193,2275,55178,1
1194,2275,55195,1
1195,2275,57091,1
1196,2275,57332,1
1197,2275,57498,1
1198,2275,65125,1
1199,2275,66000,1
1200,2275,83719,1
1201,2275,84914,1
1202,2275,91137,1
1203,2275,126669,1
1204,2275,149069,1
1205,2275,204851,1
1206,2275,219988,1
1207,2275,353323,1
1208,2275,353332,1
1209,2280,4281,1
1210,2280,10152,1
1211,2281,5966,1
1212,2281,81851,1
1213,2298,4188,1
1214,2298,353323,1
1215,2298,386674,1
1216,2299,9146,1
1217,2299,9500,1
1218,2299,159195,1
1219,2302,5990,1
1220,2316,27129,1
1221,2316,59349,1
1222,2316,64648,1
1223,2316,144347,1
1224,2316,375791,1
1225,2316,493911,1
1226,2354,3726,1
1227,2354,7716,1
1228,2354,8440,1
1229,2354,9586,1
1230,2354,23126,1
1231,2354,50943,1
1232,2354,55731,1
1233,2354,79172,1
1234,2354,84080,1
1235,2354,84872,1
1236,2354,115572,1
1237,2355,3725,1
1238,2355,3726,1
1239,2355,4223,1
1240,2395,440295,1
1241,2483,11043,1
1242,2495,9530,1
1243,2516,5985,1
1244,2534,9564,1
1245,2539,2539,1
1246,2543,64395,1
1247,2551,2553,1
1248,2551,126626,1
1249,2553,7186,1
1250,2563,4188,1
1251,2571,57085,1
1252,2571,114569,1
1253,2571,116173,1
1254,2572,23204,1
1255,2572,114569,1
1256,2572,116173,1
1257,2578,64395,1
1258,2578,64396,1
1259,2582,2582,1
1260,2622,3868,1
1261,2622,4004,1
1262,2622,7128,1
1263,2622,7188,1
1264,2622,9278,1
1265,2622,9454,1
1266,2622,10419,1
1267,2622,11043,1
1268,2622,11140,1
1269,2622,11178,1
1270,2622,57511,1
1271,2622,60561,1
1272,2622,64170,1
1273,2622,83746,1
1274,2622,84140,1
1275,2622,114932,1
1276,2623,3198,1
1277,2623,5565,1
1278,2623,7681,1
1279,2624,11030,1
1280,2624,375791,1
1281,2625,25894,1
1282,2629,4110,1
1283,2645,388333,1
1284,2669,2801,1
1285,2669,3885,1
1286,2669,4656,1
1287,2669,5626,1
1288,2669,5987,1
1289,2669,7431,1
1290,2669,10174,1
1291,2669,10768,1
1292,2669,11077,1
1293,2669,11340,1
1294,2669,22806,1
1295,2669,24144,1
1296,2669,57120,1
1297,2669,57511,1
1298,2669,57596,1
1299,2669,64170,1
1300,2669,80258,1
1301,2669,80823,1
1302,2669,83878,1
1303,2669,140691,1
1304,2669,202243,1
1305,2669,283234,1
1306,2669,283899,1
1307,2669,375791,1
1308,2669,386675,1
1309,2669,386681,1
1310,2670,2801,1
1311,2670,3860,1
1312,2670,4747,1
1313,2670,9852,1
1314,2670,10152,1
1315,2670,10783,1
1316,2670,11140,1
1317,2670,29775,1
1318,2670,53347,1
1319,2670,55093,1
1320,2670,55633,1
1321,2670,56891,1
1322,2670,57594,1
1323,2670,84807,1
1324,2686,113829,1
1325,2695,6449,1
1326,2735,51684,1
1327,2740,3846,1
1328,2740,81850,1
1329,2741,10174,1
1330,2745,55223,1
1331,2762,9196,1
1332,2770,63940,1
1333,2773,29899,1
1334,2773,63940,1
1335,2782,55697,1
1336,2790,3868,1
1337,2792,11179,1
1338,2792,84437,1
1339,2800,3801,1
1340,2800,5575,1
1341,2800,11178,1
1342,2800,23368,1
1343,2800,132954,1
1344,2800,285753,1
1345,2800,339005,1
1346,2801,2888,1
1347,2801,3215,1
1348,2801,3693,1
1349,2801,3848,1
1350,2801,3937,1
1351,2801,4236,1
1352,2801,4342,1
1353,2801,4938,1
1354,2801,5129,1
1355,2801,5317,1
1356,2801,5318,1
1357,2801,5459,1
1358,2801,5563,1
1359,2801,5565,1
1360,2801,5585,1
1361,2801,5682,1
1362,2801,5862,1
1363,2801,6427,1
1364,2801,6605,1
1365,2801,6769,1
1366,2801,6919,1
1367,2801,7274,1
1368,2801,7551,1
1369,2801,7584,1
1370,2801,8115,1
1371,2801,8470,1
1372,2801,8543,1
1373,2801,8559,1
1374,2801,9099,1
1375,2801,9499,1
1376,2801,9724,1
1377,2801,9759,1
1378,2801,9830,1
1379,2801,10094,1
1380,2801,10147,1
1381,2801,10171,1
1382,2801,10286,1
1383,2801,10403,1
1384,2801,10445,1
1385,2801,10464,1
1386,2801,10494,1
1387,2801,10569,1
1388,2801,10933,1
1389,2801,11051,1
1390,2801,11140,1
1391,2801,23152,1
1392,2801,23199,1
1393,2801,23219,1
1394,2801,23526,1
1395,2801,25861,1
1396,2801,25959,1
1397,2801,26009,1
1398,2801,27156,1
1399,2801,27238,1
1400,2801,29922,1
1401,2801,29941,1
1402,2801,29994,1
1403,2801,50804,1
1404,2801,51142,1
1405,2801,51324,1
1406,2801,51550,1
1407,2801,51700,1
1408,2801,51719,1
1409,2801,53615,1
1410,2801,54734,1
1411,2801,55093,1
1412,2801,55536,1
1413,2801,55696,1
1414,2801,55749,1
1415,2801,55758,1
