,Protein1_ID,Protein2_ID,label
166,221,81851,1
167,221,386683,1
168,230,23294,1
169,240,64170,1
170,240,283459,1
171,250,3846,1
172,250,4223,1
173,250,8601,1
174,250,54507,1
175,250,54544,1
176,250,81850,1
177,250,81851,1
178,250,353135,1
179,250,353140,1
180,250,353143,1
181,250,375791,1
182,250,386681,1
183,250,388677,1
184,262,262,1
185,270,270,1
186,270,271,1
187,271,271,1
188,273,5530,1
189,273,339231,1
190,279,5626,1
191,288,4665,1
192,321,10868,1
193,321,158809,1
194,326,375791,1
195,327,9798,1
196,329,640,1
197,329,842,1
198,329,5985,1
199,329,9747,1
200,329,51027,1
201,329,56915,1
202,329,79571,1
203,329,152926,1
204,329,654483,1
205,331,842,1
206,331,862,1
207,331,1163,1
208,331,5859,1
209,331,5985,1
210,331,10464,1
211,331,51027,1
212,331,64927,1
213,331,84708,1
214,331,91694,1
215,331,152926,1
216,331,654483,1
217,335,116173,1
218,336,117144,1
219,337,57085,1
220,353,54902,1
221,356,8440,1
222,356,23371,1
223,356,66037,1
224,356,375791,1
225,358,373,1
226,358,2801,1
227,358,4188,1
228,358,5966,1
229,358,7205,1
230,358,7681,1
231,358,8548,1
232,358,8688,1
233,358,10656,1
234,358,22806,1
235,358,23371,1
236,358,23619,1
237,358,23641,1
238,358,26575,1
239,358,57786,1
240,358,81786,1
241,358,81851,1
242,358,154796,1
243,358,285622,1
244,358,388633,1
245,360,56947,1
246,372,1315,1
247,373,1466,1
248,373,6629,1
249,373,8270,1
250,373,8559,1
251,373,8629,1
252,373,8736,1
253,373,9119,1
254,373,9883,1
255,373,10811,1
256,373,23506,1
257,373,26985,1
258,373,27132,1
259,373,29979,1
260,373,55093,1
261,373,55633,1
262,373,56006,1
263,373,79165,1
264,373,80125,1
265,373,80308,1
266,373,83541,1
267,373,84919,1
268,373,90637,1
269,373,140885,1
270,373,143884,1
271,373,152206,1
272,374,386681,1
273,381,91703,1
274,387,6938,1
275,392,6455,1
276,398,5626,1
277,398,645455,1
278,402,5147,1
279,402,9094,1
280,403,5147,1
281,406,9575,1
282,408,5626,1
283,408,23099,1
284,429,29978,1
285,432,3488,1
286,435,435,1
287,435,10612,1
288,435,79892,1
289,439,444,1
290,439,10857,1
291,439,51608,1
292,443,91703,1
293,444,30818,1
294,444,30820,1
295,444,123264,1
296,463,2801,1
297,463,5451,1
298,463,5987,1
299,463,6867,1
300,463,11281,1
301,463,23281,1
302,463,23384,1
303,463,57159,1
304,463,80258,1
305,463,83878,1
306,463,84823,1
307,468,1054,1
308,468,2800,1
309,468,2874,1
310,468,8945,1
311,468,10403,1
312,468,29903,1
313,468,51134,1
314,468,57761,1
315,468,89958,1
316,468,123283,1
317,468,390535,1
318,475,64168,1
319,480,246100,1
320,509,4223,1
321,513,4188,1
322,513,375791,1
323,513,388677,1
324,527,199675,1
325,527,388512,1
326,539,2801,1
327,539,64753,1
328,539,80321,1
329,578,598,1
330,578,599,1
331,578,4170,1
332,579,11281,1
333,580,9135,1
334,580,23281,1
335,580,23641,1
336,580,57511,1
337,580,64753,1
338,581,11077,1
339,596,638,1
340,597,638,1
341,598,638,1
342,598,90427,1
343,599,638,1
344,599,89885,1
345,599,90427,1
346,599,147872,1
347,604,4848,1
348,604,5966,1
349,604,7186,1
350,604,59349,1
351,604,79983,1
352,605,10513,1
353,631,8419,1
354,631,23636,1
355,631,83878,1
356,638,10017,1
357,638,89885,1
358,640,5829,1
359,640,6774,1
360,640,8087,1
361,640,9513,1
362,640,10278,1
363,640,11043,1
364,640,22806,1
365,640,80125,1
366,640,130540,1
367,642,642,1
368,642,23534,1
369,642,25796,1
370,642,30000,1
371,642,91107,1
372,655,5987,1
373,655,202243,1
374,655,202559,1
375,655,375791,1
376,655,386681,1
377,660,11099,1
378,663,4645,1
379,663,89885,1
380,663,196996,1
381,664,665,1
382,664,3895,1
383,664,7851,1
384,664,8834,1
385,664,64102,1
386,664,64581,1
387,664,89885,1
388,664,116173,1
389,665,23710,1
390,665,56935,1
391,665,64581,1
392,689,5626,1
393,699,10425,1
394,705,3104,1
395,705,4223,1
396,705,5706,1
397,705,5987,1
398,705,6293,1
399,705,9463,1
400,705,9830,1
401,705,10318,1
402,705,10521,1
403,705,10687,1
404,705,10810,1
405,705,11043,1
406,705,11077,1
407,705,11178,1
408,705,22806,1
409,705,23149,1
410,705,23608,1
411,705,24144,1
412,705,29127,1
413,705,51421,1
414,705,54764,1
415,705,55145,1
416,705,57159,1
417,705,57594,1
418,705,64753,1
419,705,79618,1
420,705,84946,1
421,705,89857,1
422,705,90933,1
423,705,114932,1
424,705,115704,1
425,705,125115,1
426,705,145282,1
427,705,254958,1
428,705,653121,1
429,714,29978,1
430,717,254827,1
431,718,30008,1
432,727,11281,1
433,733,29978,1
434,744,9688,1
435,744,29911,1
436,746,29979,1
437,750,3198,1
438,750,4223,1
439,750,25894,1
440,750,54507,1
441,750,375791,1
442,755,51324,1
443,758,54764,1
444,767,9500,1
445,767,84823,1
446,779,4223,1
447,779,5966,1
448,779,375791,1
449,780,29978,1
450,783,1488,1
451,784,1488,1
452,784,6499,1
453,784,79959,1
454,785,1488,1
455,785,57511,1
456,785,80258,1
457,785,159163,1
458,786,9218,1
459,801,9657,1
460,801,80726,1
461,805,23125,1
462,805,23216,1
463,805,80726,1
464,805,84223,1
465,805,160140,1
466,808,80726,1
467,808,160140,1
468,815,816,1
469,815,817,1
470,815,818,1
471,815,3927,1
472,815,6606,1
473,815,6821,1
474,815,7073,1
475,815,9119,1
476,815,9802,1
477,815,10865,1
478,815,23118,1
479,815,23201,1
480,815,27033,1
481,815,65003,1
482,815,83741,1
483,815,84528,1
484,815,84970,1
485,815,90121,1
486,815,130074,1
487,815,138046,1
488,815,254950,1
489,815,337879,1
490,815,337963,1
491,815,337968,1
492,815,337970,1
493,815,337974,1
494,815,337979,1
495,815,348093,1
496,816,5912,1
497,816,9643,1
498,816,10933,1
499,816,10934,1
500,816,11140,1
501,816,11284,1
502,816,23534,1
503,816,51316,1
504,816,64118,1
505,816,65003,1
506,816,81851,1
507,816,140706,1
508,816,337967,1
509,816,337968,1
510,816,337970,1
511,817,23534,1
512,817,91875,1
513,817,391257,1
514,818,10204,1
515,818,10482,1
516,818,11140,1
517,818,25959,1
518,818,30000,1
519,818,55342,1
520,818,337966,1
521,818,337968,1
522,818,337970,1
523,825,55093,1
524,839,839,1
525,839,55093,1
526,839,84708,1
527,840,4110,1
528,840,6303,1
529,842,5626,1
530,861,9530,1
531,861,84807,1
532,861,115290,1
533,862,1039,1
534,862,3212,1
535,862,3886,1
536,862,4223,1
537,862,5575,1
538,862,5626,1
539,862,8022,1
540,862,51225,1
541,862,54507,1
542,862,54550,1
543,862,57159,1
544,862,57511,1
545,862,79869,1
546,862,159989,1
547,862,220082,1
548,862,342574,1
549,862,645455,1
550,863,5300,1
551,863,9139,1
552,863,84816,1
553,863,92999,1
554,864,865,1
555,864,83606,1
556,868,2534,1
557,868,5753,1
558,868,7525,1
559,868,10311,1
560,868,10451,1
561,868,26003,1
562,868,26578,1
563,868,57630,1
564,868,84959,1
565,885,29978,1
566,892,3885,1
567,892,4223,1
568,892,5966,1
569,892,11281,1
570,892,29946,1
571,894,1019,1
572,894,1026,1
573,896,1020,1
574,896,1021,1
575,896,1026,1
576,902,10174,1
577,946,5080,1
578,973,89885,1
579,977,54762,1
580,978,978,1
581,978,79025,1
582,978,84708,1
583,988,2801,1
584,988,23368,1
585,988,23641,1
586,988,54764,1
587,988,83878,1
588,988,440321,1
589,994,10197,1
590,997,6386,1
591,1013,29978,1
592,1018,5080,1
593,1018,5626,1
594,1018,7849,1
595,1018,8022,1
596,1018,89884,1
597,1018,388333,1
598,1019,1030,1
599,1020,388333,1
600,1021,5626,1
601,1025,85474,1
602,1026,2801,1
603,1026,3881,1
604,1026,5111,1
605,1026,29911,1
606,1026,57159,1
607,1026,83878,1
608,1030,4110,1
609,1030,7185,1
610,1030,9463,1
611,1030,65263,1
612,1031,1406,1
613,1031,5626,1
614,1032,4929,1
615,1032,5966,1
616,1032,9119,1
617,1032,9463,1
618,1032,10513,1
619,1032,57459,1
620,1032,91694,1
621,1032,285180,1
622,1039,1527,1
623,1039,2669,1
624,1039,5585,1
625,1039,6602,1
626,1039,7004,1
627,1039,7584,1
628,1039,8195,1
629,1039,25959,1
630,1039,54535,1
631,1039,55329,1
632,1039,79165,1
633,1039,79571,1
634,1039,79778,1
635,1039,84260,1
636,1039,84619,1
637,1039,152206,1
638,1039,153527,1
639,1039,167838,1
640,1039,201725,1
641,1039,205860,1
642,1039,254187,1
643,1043,7780,1
644,1045,154313,1
645,1046,5563,1
646,1054,22809,1
647,1068,129049,1
648,1070,134359,1
649,1073,5862,1
650,1073,81786,1
651,1102,8398,1
652,1102,10667,1
653,1123,8440,1
654,1124,8440,1
655,1146,3846,1
656,1146,375791,1
657,1146,386681,1
658,1158,140462,1
659,1163,5080,1
660,1163,9792,1
661,1163,9830,1
662,1163,10810,1
663,1163,11077,1
664,1163,22806,1
665,1163,23368,1
666,1163,51473,1
667,1163,57093,1
668,1163,386682,1
669,1163,388324,1
670,1174,9463,1
671,1175,79719,1
672,1186,9217,1
673,1187,83755,1
674,1195,5152,1
675,1195,6434,1
676,1195,84530,1
677,1195,386674,1
678,1196,1196,1
679,1196,1198,1
680,1196,1889,1
681,1196,6428,1
682,1196,8233,1
683,1196,11275,1
684,1196,51213,1
685,1196,57035,1
686,1196,84708,1
687,1196,135892,1
688,1198,3216,1
689,1198,3223,1
690,1198,6386,1
691,1198,11129,1
692,1207,6628,1
693,1207,6632,1
694,1207,6633,1
695,1207,27258,1
696,1207,57819,1
697,1263,23658,1
698,1270,375791,1
699,1278,6449,1
700,1280,9817,1
701,1287,56947,1
702,1295,2199,1
703,1295,3198,1
704,1295,3846,1
705,1295,8601,1
706,1295,8688,1
707,1295,9802,1
708,1295,29978,1
709,1295,55165,1
710,1295,55697,1
711,1295,59349,1
712,1295,140258,1
713,1295,386683,1
714,1295,388677,1
715,1295,440050,1
716,1298,29978,1
717,1298,29979,1
718,1300,54971,1
719,1308,8985,1
720,1308,11284,1
721,1308,51645,1
722,1311,9586,1
723,1311,57532,1
724,1311,375791,1
725,1315,4591,1
726,1315,9564,1
727,1329,5575,1
728,1329,5987,1
729,1350,266740,1
730,1351,10538,1
731,1351,64184,1
732,1364,286827,1
733,1381,7054,1
734,1382,147872,1
735,1385,200186,1
736,1386,2354,1
737,1386,2355,1
738,1386,3801,1
739,1388,431707,1
740,1389,1649,1
741,1389,63876,1
742,1392,81850,1
743,1392,375791,1
744,1392,386681,1
745,1398,54532,1
746,1400,1808,1
747,1400,1809,1
748,1400,10399,1
749,1406,2997,1
750,1406,4920,1
751,1406,6310,1
752,1406,6386,1
753,1406,6658,1
754,1406,6821,1
755,1406,7545,1
756,1406,8403,1
757,1406,8928,1
758,1406,10425,1
759,1406,23126,1
760,1406,25959,1
761,1406,26043,1
762,1406,26578,1
763,1406,30012,1
764,1406,51324,1
765,1406,51684,1
766,1406,54870,1
767,1406,54964,1
768,1406,54971,1
769,1406,64744,1
770,1406,79078,1
771,1406,79190,1
772,1406,84662,1
773,1406,84708,1
774,1406,91156,1
775,1406,91694,1
776,1406,96626,1
777,1406,130951,1
778,1406,146325,1
779,1406,154313,1
780,1406,158399,1
781,1406,199990,1
782,1408,4281,1
783,1408,5152,1
784,1408,5626,1
785,1408,7185,1
786,1408,7186,1
787,1408,9463,1
788,1408,23281,1
789,1408,89857,1
790,1408,125115,1
791,1408,386675,1
792,1408,388677,1
793,1409,1410,1
794,1409,26003,1
795,1410,26003,1
796,1410,337966,1
797,1411,1415,1
798,1411,1417,1
799,1411,5626,1
800,1412,7186,1
801,1412,9319,1
802,1414,2622,1
803,1414,10640,1
804,1434,5626,1
805,1435,23281,1
806,1435,375791,1
807,1435,386681,1
808,1443,4223,1
809,1445,163782,1
810,1447,29978,1
811,1453,10612,1
812,1453,57144,1
813,1453,64770,1
814,1453,84445,1
815,1454,8864,1
816,1454,114991,1
817,1457,1460,1
818,1457,1822,1
819,1457,4800,1
820,1457,5079,1
821,1457,5080,1
822,1457,9817,1
823,1457,90933,1
824,1457,431707,1
825,1459,9463,1
826,1459,90933,1
827,1469,29978,1
828,1470,10513,1
829,1470,375791,1
830,1470,388677,1
831,1478,4848,1
832,1478,7090,1
833,1478,10342,1
834,1478,11281,1
835,1478,159195,1
836,1478,222546,1
837,1482,11030,1
838,1485,6449,1
839,1485,29978,1
840,1488,1981,1
841,1488,3202,1
842,1488,3215,1
843,1488,5563,1
844,1488,10472,1
845,1488,29994,1
846,1488,84282,1
847,1488,84708,1
848,1488,93986,1
849,1488,140893,1
850,1491,8434,1
851,1491,83606,1
852,1500,10009,1
853,1503,56474,1
854,1506,89885,1
855,1511,375791,1
856,1522,3846,1
857,1522,3886,1
858,1522,60468,1
859,1522,81851,1
860,1522,85294,1
861,1522,386677,1
862,1527,3881,1
863,1534,2686,1
864,1535,4188,1
865,1535,337968,1
866,1589,3198,1
867,1589,9463,1
868,1589,81850,1
869,1589,353140,1
870,1589,375791,1
871,1589,388677,1
872,1602,5575,1
873,1602,10768,1
874,1602,55577,1
875,1616,2801,1
876,1616,10464,1
877,1616,24144,1
878,1616,51421,1
879,1616,57621,1
880,1616,80254,1
881,1616,80321,1
882,1616,84437,1
883,1616,145282,1
884,1616,391257,1
885,1621,388677,1
886,1635,5682,1
887,1635,6386,1
888,1635,9463,1
889,1635,84708,1
890,1641,2801,1
891,1641,4223,1
892,1641,10320,1
893,1641,23281,1
894,1641,23299,1
895,1641,65986,1
896,1645,5774,1
897,1649,2355,1
898,1649,8742,1
899,1649,25828,1
900,1649,51171,1
901,1649,55509,1
902,1649,79892,1
903,1649,84708,1
904,1649,122953,1
905,1649,474344,1
906,1656,2801,1
907,1656,4665,1
908,1656,5966,1
909,1656,5987,1
910,1656,6470,1
911,1656,6938,1
912,1656,9463,1
913,1656,9500,1
914,1656,10241,1
915,1656,11178,1
916,1656,11281,1
917,1656,23149,1
918,1656,56478,1
919,1656,57159,1
920,1656,57568,1
921,1656,64599,1
922,1656,64753,1
923,1656,65986,1
924,1656,79959,1
925,1656,80153,1
926,1656,80258,1
927,1656,254958,1
928,1656,386681,1
929,1656,653121,1
930,1665,7918,1
931,1665,8087,1
932,1665,9119,1
933,1665,55922,1
934,1665,84619,1
935,1667,29978,1
936,1671,29978,1
937,1674,2670,1
938,1674,3866,1
939,1674,5630,1
940,1674,7431,1
941,1674,9119,1
942,1674,9529,1
943,1674,24144,1
944,1674,54474,1
945,1674,54967,1
946,1674,79836,1
947,1674,170954,1
948,1674,440295,1
949,1678,1820,1
950,1687,92610,1
951,1725,1725,1
952,1725,5080,1
953,1725,5966,1
954,1725,6133,1
955,1725,56648,1
956,1731,5413,1
957,1731,9463,1
958,1731,11077,1
959,1731,55964,1
960,1731,124404,1
961,1740,5275,1
962,1740,6036,1
963,1740,7448,1
964,1740,9229,1
965,1740,84154,1
966,1741,6202,1
967,1741,7448,1
968,1741,7458,1
969,1741,9229,1
970,1741,23762,1
971,1741,59339,1
972,1741,79154,1
973,1748,51763,1
974,1756,8727,1
975,1776,3846,1
976,1781,6993,1
977,1781,8500,1
978,1785,9025,1
979,1785,9531,1
980,1785,9618,1
981,1785,53347,1
982,1785,57630,1
983,1794,3190,1
984,1794,3846,1
985,1794,4188,1
986,1794,10656,1
987,1794,29775,1
988,1794,81850,1
989,1794,125115,1
990,1794,386683,1
991,1794,388677,1
992,1794,440050,1
993,1794,440295,1
994,1802,10188,1
995,1808,1808,1
996,1808,1809,1
997,1810,4802,1
998,1810,6908,1
999,1816,388677,1
1000,1820,4113,1
1001,1820,7507,1
1002,1820,10933,1
1003,1820,10934,1
1004,1822,5307,1
1005,1822,5308,1
1006,1822,9146,1
1007,1822,10432,1
1008,1822,26039,1
1009,1822,57630,1
1010,1822,85359,1
1011,1822,283208,1
1012,1822,337969,1
1013,1822,353323,1
1014,1838,3881,1
1015,1838,3886,1
1016,1838,4591,1
1017,1838,5575,1
1018,1838,5987,1
1019,1838,7415,1
1020,1838,9463,1
1021,1838,10152,1
1022,1838,10363,1
1023,1838,11281,1
1024,1838,24144,1
1025,1838,51421,1
1026,1838,54764,1
1027,1838,55165,1
1028,1838,57159,1
1029,1838,57511,1
1030,1838,64753,1
1031,1838,123722,1
1032,1838,283234,1
1033,1838,388135,1
1034,1846,7185,1
1035,1855,1857,1
1036,1855,9531,1
1037,1857,6135,1
1038,1857,6919,1
1039,1857,7186,1
1040,1857,7247,1
1041,1857,7589,1
1042,1857,9314,1
1043,1857,9422,1
1044,1857,10174,1
1045,1857,10197,1
1046,1857,10289,1
1047,1857,23598,1
1048,1857,28999,1
1049,1857,29890,1
1050,1857,57684,1
1051,1857,58491,1
1052,1857,59349,1
1053,1857,64396,1
1054,1857,79446,1
1055,1857,79685,1
1056,1857,79856,1
1057,1857,79959,1
1058,1857,80125,1
1059,1857,80764,1
1060,1857,91694,1
1061,1857,170082,1
1062,1857,222389,1
1063,1857,254958,1
1064,1857,285971,1
1065,1857,342132,1
1066,1857,375791,1
1067,1857,388387,1
1068,1861,4188,1
1069,1874,7029,1
1070,1874,10524,1
1071,1876,7029,1
1072,1879,57594,1
1073,1889,81850,1
1074,1889,386681,1
1075,1889,386682,1
1076,1896,5350,1
1077,1896,23566,1
1078,1896,55340,1
1079,1896,57185,1
1080,1896,85025,1
1081,1896,202459,1
1082,1911,391257,1
1083,1912,2354,1
1084,1915,23170,1
1085,1944,81851,1
1086,1962,5966,1
1087,1962,7415,1
1088,1962,23281,1
1089,1962,30850,1
1090,1962,65986,1
1091,1965,55697,1
1092,1967,1967,1
1093,1967,22809,1
1094,1967,26003,1
1095,1967,55093,1
1096,1967,79078,1
1097,1967,343035,1
1098,1974,27250,1
1099,1977,1978,1
1100,1977,1979,1
1101,1977,25959,1
1102,1978,5966,1
1103,1978,9463,1
1104,1978,11281,1
1105,1981,9513,1
1106,1981,10519,1
1107,1983,11266,1
1108,1984,5966,1
1109,2010,4223,1
1110,2010,5966,1
1111,2010,6811,1
1112,2010,8815,1
1113,2010,9217,1
1114,2010,80342,1
1115,2010,84905,1
1116,2010,147872,1
1117,2010,196996,1
1118,2010,222389,1
1119,2012,85027,1
1120,2014,388633,1
1121,2039,7186,1
1122,2039,56159,1
1123,2039,79959,1
1124,2049,11077,1
1125,2051,56658,1
1126,2054,2054,1
1127,2054,8675,1
1128,2054,9341,1
1129,2054,9554,1
1130,2054,10228,1
1131,2054,10282,1
1132,2054,10490,1
1133,2054,63908,1
1134,2077,54764,1
1135,2079,5687,1
1136,2079,26097,1
1137,2079,54906,1
1138,2098,2098,1
1139,2101,5966,1
1140,2104,4163,1
1141,2104,5080,1
1142,2104,8204,1
1143,2104,10891,1
1144,2104,80258,1
1145,2104,159989,1
1146,2104,391257,1
1147,2107,5626,1
1148,2107,9817,1
1149,2118,4089,1
1150,2118,4223,1
1151,2145,8726,1
1152,2146,80254,1
1153,2159,388677,1
1154,2170,57698,1
1155,2199,9929,1
1156,2199,84648,1
1157,2200,51608,1
1158,2202,4223,1
1159,2202,6449,1
1160,2203,2203,1
1161,2203,8789,1
1162,2207,56947,1
1163,2243,24144,1
1164,2245,57630,1
1165,2256,55145,1
1166,2256,246329,1
1167,2257,23426,1
1168,2257,146310,1
1169,2257,541465,1
1170,2272,2272,1
1171,2274,3799,1
1172,2274,4899,1
1173,2274,6721,1
1174,2274,7528,1
1175,2274,7629,1
1176,2274,8538,1
1177,2274,8548,1
1178,2274,10522,1
1179,2274,10742,1
1180,2274,11077,1
1181,2274,11281,1
1182,2274,26119,1
1183,2274,26205,1
1184,2274,27324,1
1185,2274,54971,1
1186,2274,57459,1
1187,2274,57630,1
1188,2274,80022,1
1189,2274,80256,1
1190,2274,84656,1
1191,2274,116496,1
1192,2274,448834,1
1193,2275,4323,1
1194,2275,4706,1
1195,2275,6628,1
1196,2275,7965,1
1197,2275,9639,1
1198,2275,10569,1
1199,2275,11077,1
1200,2275,22839,1
1201,2275,23174,1
1202,2275,25959,1
1203,2275,26505,1
1204,2275,27156,1
1205,2275,51264,1
1206,2275,51274,1
1207,2275,54870,1
1208,2275,55138,1
1209,2275,55195,1
1210,2275,57091,1
1211,2275,57332,1
1212,2275,57498,1
1213,2275,66000,1
1214,2275,83719,1
1215,2275,84914,1
1216,2275,84970,1
1217,2275,91137,1
1218,2275,126669,1
1219,2275,138162,1
1220,2275,204851,1
1221,2275,353323,1
1222,2275,353332,1
1223,2275,494514,1
1224,2280,4281,1
1225,2280,10152,1
1226,2289,79892,1
1227,2302,5990,1
1228,2316,53918,1
1229,2316,54913,1
1230,2316,56891,1
1231,2316,58529,1
1232,2316,59349,1
1233,2316,64648,1
1234,2316,375791,1
1235,2316,493911,1
1236,2339,2342,1
1237,2354,4920,1
1238,2354,5252,1
1239,2354,7716,1
1240,2354,8440,1
1241,2354,9586,1
1242,2354,23126,1
1243,2354,50943,1
1244,2354,84080,1
1245,2354,115572,1
1246,2355,3725,1
1247,2355,4223,1
1248,2495,9530,1
1249,2512,6386,1
1250,2516,55093,1
1251,2534,9564,1
1252,2534,22839,1
1253,2539,2539,1
1254,2543,64395,1
1255,2551,2553,1
1256,2551,126626,1
1257,2553,7186,1
1258,2553,8543,1
1259,2563,4188,1
1260,2571,23498,1
1261,2571,57085,1
1262,2571,116173,1
1263,2572,7163,1
1264,2572,114569,1
1265,2572,116173,1
1266,2577,64395,1
1267,2578,64395,1
1268,2579,64395,1
1269,2582,2582,1
1270,2622,3868,1
1271,2622,4004,1
1272,2622,7128,1
1273,2622,7188,1
1274,2622,8500,1
1275,2622,9278,1
1276,2622,9454,1
1277,2622,10102,1
1278,2622,10419,1
1279,2622,10733,1
1280,2622,11043,1
1281,2622,11140,1
1282,2622,57511,1
1283,2622,60561,1
1284,2622,64170,1
1285,2622,84140,1
1286,2622,114824,1
1287,2622,114932,1
1288,2623,3198,1
1289,2624,11030,1
1290,2624,337968,1
1291,2624,375791,1
1292,2625,25894,1
1293,2629,4110,1
1294,2643,23534,1
1295,2669,2801,1
1296,2669,4656,1
1297,2669,5626,1
1298,2669,6293,1
1299,2669,7431,1
1300,2669,10174,1
1301,2669,10768,1
1302,2669,11043,1
1303,2669,11077,1
1304,2669,11340,1
1305,2669,22806,1
1306,2669,23281,1
1307,2669,24144,1
1308,2669,57120,1
1309,2669,57511,1
1310,2669,64170,1
1311,2669,80258,1
1312,2669,83878,1
1313,2669,140691,1
1314,2669,202243,1
1315,2669,283234,1
1316,2669,283899,1
1317,2669,375791,1
1318,2669,386675,1
1319,2670,2670,1
1320,2670,2801,1
1321,2670,3860,1
1322,2670,3880,1
1323,2670,4747,1
1324,2670,11140,1
1325,2670,24144,1
1326,2670,53347,1
1327,2670,54967,1
1328,2670,55093,1
1329,2670,56891,1
1330,2670,84807,1
1331,2670,342132,1
1332,2670,342574,1
1333,2686,2848,1
1334,2686,4012,1
1335,2686,222642,1
1336,2686,729515,1
1337,2695,6449,1
1338,2735,51684,1
1339,2740,3846,1
1340,2740,81850,1
1341,2770,63940,1
1342,2773,29899,1
1343,2773,126006,1
1344,2790,3868,1
1345,2790,3885,1
1346,2792,11179,1
1347,2792,84437,1
1348,2800,6293,1
1349,2800,11077,1
1350,2800,11178,1
1351,2800,57536,1
1352,2800,132954,1
1353,2800,339005,1
1354,2801,2888,1
1355,2801,3693,1
1356,2801,3848,1
1357,2801,3937,1
1358,2801,4236,1
1359,2801,4342,1
1360,2801,4938,1
1361,2801,5129,1
1362,2801,5300,1
1363,2801,5318,1
1364,2801,5459,1
1365,2801,5563,1
1366,2801,5565,1
1367,2801,5682,1
1368,2801,5862,1
1369,2801,6427,1
1370,2801,6605,1
1371,2801,6919,1
1372,2801,6941,1
1373,2801,7004,1
1374,2801,7023,1
1375,2801,7584,1
1376,2801,7704,1
1377,2801,8115,1
1378,2801,8498,1
1379,2801,8543,1
1380,2801,8559,1
1381,2801,8615,1
1382,2801,9099,1
1383,2801,9119,1
1384,2801,9129,1
1385,2801,9459,1
1386,2801,9499,1
1387,2801,9618,1
1388,2801,9724,1
1389,2801,9883,1
1390,2801,9958,1
1391,2801,10094,1
1392,2801,10147,1
1393,2801,10403,1
1394,2801,10445,1
1395,2801,10464,1
1396,2801,10494,1
1397,2801,10569,1
1398,2801,10933,1
1399,2801,11099,1
1400,2801,11140,1
1401,2801,22938,1
1402,2801,23028,1
1403,2801,23152,1
1404,2801,23199,1
1405,2801,23219,1
1406,2801,23294,1
1407,2801,23473,1
1408,2801,23526,1
1409,2801,25959,1
1410,2801,27156,1
1411,2801,29922,1
1412,2801,29994,1
1413,2801,51142,1
1414,2801,51324,1
1415,2801,51550,1
